,GEO.id_x,GEO.id2,GEO.display-label_x,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,zip,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402,city,state,latitude,longitude,timezone,dst,GEO.id_y,GEO.display-label_y,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
61,0400000US25,25,Massachusetts,8710000US2502120,2502120,Massachusetts - ZCTA 02120,02120,15181,5335,0.62,0.00,0.62,24456.0,8594.5,Boston,MA,42.332099,-71.09651,-5,1,8610000US02120,"ZIP 02120 (Roxbury Crossing, MA)",00,Total for all sectors,2012,155,3438.0,37554,157672
62,0400000US25,25,Massachusetts,8710000US2502121,2502121,Massachusetts - ZCTA 02121,02121,25978,10589,1.75,0.01,1.75,14884.4,6067.1,Boston,MA,42.307448,-71.08127,-5,1,8610000US02121,"ZIP 02121 (Dorchester, MA)",00,Total for all sectors,2012,176,1771.0,12614,55993
63,0400000US25,25,Massachusetts,8710000US2502122,2502122,Massachusetts - ZCTA 02122,02122,23479,8887,2.67,0.63,2.03,11553.7,4373.2,Boston,MA,42.296298,-71.05454,-5,1,8610000US02122,"ZIP 02122 (Dorchester, MA)",00,Total for all sectors,2012,458,6784.0,61232,261043
64,0400000US25,25,Massachusetts,8710000US2502124,2502124,Massachusetts - ZCTA 02124,02124,47783,19053,3.07,0.07,3.00,15913.2,6345.2,Boston,MA,42.28713,-71.07156,-5,1,8610000US02124,"ZIP 02124 (Dorchester Center, MA)",00,Total for all sectors,2012,543,5883.0,49847,200516
65,0400000US25,25,Massachusetts,8710000US2502125,2502125,Massachusetts - ZCTA 02125,02125,33295,13263,2.44,0.31,2.13,15611.3,6218.7,Boston,MA,42.316852,-71.05811,-5,1,8610000US02125,"ZIP 02125 (Dorchester, MA)",00,Total for all sectors,2012,426,9858.0,127937,505789
66,0400000US25,25,Massachusetts,8710000US2502126,2502126,Massachusetts - ZCTA 02126,02126,25562,10151,2.11,0.02,2.08,12277.3,4875.5,Mattapan,MA,42.272098,-71.09426,-5,1,8610000US02126,"ZIP 02126 (Mattapan, MA)",00,Total for all sectors,2012,210,1901.0,14532,58425
67,0400000US25,25,Massachusetts,8710000US2502127,2502127,Massachusetts - ZCTA 02127,02127,31799,16409,2.63,0.61,2.02,15744.4,8124.5,Boston,MA,42.33499,-71.04562,-5,1,8610000US02127,"ZIP 02127 (Boston, MA)",00,Total for all sectors,2012,622,9636.0,138542,526606
68,0400000US25,25,Massachusetts,8710000US2502128,2502128,Massachusetts - ZCTA 02128,02128,40508,15854,5.99,1.14,4.85,8352.4,3269.0,Boston,MA,42.378297,-71.0255,-5,1,8610000US02128,"ZIP 02128 (Boston, MA)",00,Total for all sectors,2012,698,21593.0,237992,936460
69,0400000US25,25,Massachusetts,8710000US2502129,2502129,Massachusetts - ZCTA 02129,02129,16439,8648,1.84,0.49,1.35,12192.0,6413.8,Charlestown,MA,42.378619,-71.06495,-5,1,8610000US02129,"ZIP 02129 (Charlestown, MA)",00,Total for all sectors,2012,453,8548.0,122852,514364
70,0400000US25,25,Massachusetts,8710000US2502130,2502130,Massachusetts - ZCTA 02130,02130,35401,16016,3.46,0.13,3.33,10617.5,4803.5,Jamaica Plain,MA,42.309998,-71.11171,-5,1,8610000US02130,"ZIP 02130 (Jamaica Plain, MA)",00,Total for all sectors,2012,636,13818.0,306879,825408
71,0400000US25,25,Massachusetts,8710000US2502131,2502131,Massachusetts - ZCTA 02131,02131,29826,12286,2.60,0.00,2.59,11504.8,4739.1,Roslindale,MA,42.284678,-71.13052,-5,1,8610000US02131,"ZIP 02131 (Roslindale, MA)",00,Total for all sectors,2012,409,5403.0,47344,193886
72,0400000US25,25,Massachusetts,8710000US2502132,2502132,Massachusetts - ZCTA 02132,02132,25861,11341,4.66,0.10,4.56,5669.8,2486.4,West Roxbury,MA,42.279432,-71.1598,-5,1,8610000US02132,"ZIP 02132 (West Roxbury, MA)",00,Total for all sectors,2012,484,5947.0,53922,224599
73,0400000US25,25,Massachusetts,8710000US2502134,2502134,Massachusetts - ZCTA 02134,02134,21503,9664,1.37,0.05,1.33,16212.0,7286.1,Allston,MA,42.355147,-71.13164,-5,1,8610000US02134,"ZIP 02134 (Allston, MA)",00,Total for all sectors,2012,535,9726.0,123205,498747
