,latitude,longitude,nrides
1186,42.3055555556,-71.0075757576,-18.7370457368
1187,42.3055555556,-71.0054545455,-18.7999763552
1188,42.3055555556,-71.0033333333,-18.8577558726
1189,42.3055555556,-71.0012121212,-18.909063225
1190,42.3055555556,-70.9990909091,-18.9536340511
1191,42.3055555556,-70.996969697,-18.9971766173
1192,42.3055555556,-70.9948484848,-19.0407055359
1193,42.3055555556,-70.9927272727,-19.086284214
1194,42.3055555556,-70.9906060606,-19.1322881164
1195,42.3055555556,-70.9884848485,-19.1767337026
1196,42.3055555556,-70.9863636364,-19.2155693038
1197,42.3055555556,-70.9842424242,-19.2505640349
1198,42.3055555556,-70.9821212121,-19.2827787043
1199,42.3055555556,-70.98,-19.3123706181
1200,42.306969697,-71.19,-19.4528624312
1201,42.306969697,-71.1878787879,-19.4354218454
1202,42.306969697,-71.1857575758,-19.4185975466
1203,42.306969697,-71.1836363636,-19.4020407748
1204,42.306969697,-71.1815151515,-19.3833106972
1205,42.306969697,-71.1793939394,-19.3643013108
1206,42.306969697,-71.1772727273,-19.3452152441
1207,42.306969697,-71.1751515152,-19.3264092694
1208,42.306969697,-71.173030303,-19.3025552313
1209,42.306969697,-71.1709090909,-19.2746497515
1210,42.306969697,-71.1687878788,-19.241746554
1211,42.306969697,-71.1666666667,-19.2074697587
1212,42.306969697,-71.1645454545,-19.171497291
1213,42.306969697,-71.1624242424,-19.1270860648
1214,42.306969697,-71.1603030303,-19.0808715225
1215,42.306969697,-71.1581818182,-19.0332246628
1216,42.306969697,-71.1560606061,-18.9877526478
1217,42.306969697,-71.1539393939,-18.942575134
1218,42.306969697,-71.1518181818,-18.8972412683
1219,42.306969697,-71.1496969697,-18.8457686037
1220,42.306969697,-71.1475757576,-18.7896085196
1221,42.306969697,-71.1454545455,-18.7235328903
1222,42.306969697,-71.1433333333,-18.6556220483
1223,42.306969697,-71.1412121212,-18.586810348
1224,42.306969697,-71.1390909091,-18.5188810594
1225,42.306969697,-71.136969697,-18.4481969408
1226,42.306969697,-71.1348484848,-18.3756380395
1227,42.306969697,-71.1327272727,-18.3386925526
1228,42.306969697,-71.1306060606,-18.3353529055
1229,42.306969697,-71.1284848485,-18.3117388079
1230,42.306969697,-71.1263636364,-18.3333372296
1231,42.306969697,-71.1242424242,-18.3106737294
1232,42.306969697,-71.1221212121,-18.2963852431
1233,42.306969697,-71.12,-18.3296582332
1234,42.306969697,-71.1178787879,-18.3320659201
1235,42.306969697,-71.1157575758,-18.3029931485
1236,42.306969697,-71.1136363636,-18.2891809472
1237,42.306969697,-71.1115151515,-18.2607079406
1238,42.306969697,-71.1093939394,-18.2490118868
1239,42.306969697,-71.1072727273,-18.2792259298
1240,42.306969697,-71.1051515152,-18.3015967944
1241,42.306969697,-71.103030303,-18.3007427558
1242,42.306969697,-71.1009090909,-18.2661450488
1243,42.306969697,-71.0987878788,-18.2681285666
1244,42.306969697,-71.0966666667,-18.2998281127
1245,42.306969697,-71.0945454545,-18.308500678
1246,42.306969697,-71.0924242424,-18.2620238207
1247,42.306969697,-71.0903030303,-18.2669221293
1248,42.306969697,-71.0881818182,-18.251678198
1249,42.306969697,-71.0860606061,-18.249739954
1250,42.306969697,-71.0839393939,-18.2705718087
1251,42.306969697,-71.0818181818,-18.3118628369
1252,42.306969697,-71.0796969697,-18.2914025261
1253,42.306969697,-71.0775757576,-18.2658085069
1254,42.306969697,-71.0754545455,-18.2497327503
1255,42.306969697,-71.0733333333,-18.2496066258
1256,42.306969697,-71.0712121212,-18.274582851
1257,42.306969697,-71.0690909091,-18.2934925451
1258,42.306969697,-71.066969697,-18.2951255585
1259,42.306969697,-71.0648484848,-18.2908206343
1260,42.306969697,-71.0627272727,-18.2895576623
1261,42.306969697,-71.0606060606,-18.2920102621
1262,42.306969697,-71.0584848485,-18.2803553915
1263,42.306969697,-71.0563636364,-18.2704307169
1264,42.306969697,-71.0542424242,-18.2943615313
1265,42.306969697,-71.0521212121,-18.2992552424
1266,42.306969697,-71.05,-18.2975576728
1267,42.306969697,-71.0478787879,-18.3277186385
1268,42.306969697,-71.0457575758,-18.3434353148
1269,42.306969697,-71.0436363636,-18.3652622197
1270,42.306969697,-71.0415151515,-18.4019996904
1271,42.306969697,-71.0393939394,-18.4435637834
1272,42.306969697,-71.0372727273,-18.4888946521
1273,42.306969697,-71.0351515152,-18.534851669
1274,42.306969697,-71.033030303,-18.5833498448
1275,42.306969697,-71.0309090909,-18.634656273
1276,42.306969697,-71.0287878788,-18.651973393
1277,42.306969697,-71.0266666667,-18.5415043165
1278,42.306969697,-71.0245454545,-18.4301225803
1279,42.306969697,-71.0224242424,-18.3892863977
1280,42.306969697,-71.0203030303,-18.3676473992
1281,42.306969697,-71.0181818182,-18.4004731895
1282,42.306969697,-71.0160606061,-18.454360488
1283,42.306969697,-71.0139393939,-18.5232114804
1284,42.306969697,-71.0118181818,-18.5881794941
1285,42.306969697,-71.0096969697,-18.6537890631
1286,42.306969697,-71.0075757576,-18.7203131145
1287,42.306969697,-71.0054545455,-18.7848112967
1288,42.306969697,-71.0033333333,-18.8460117913
1289,42.306969697,-71.0012121212,-18.8980105365
1290,42.306969697,-70.9990909091,-18.9446933057
1291,42.306969697,-70.996969697,-18.9887012904
1292,42.306969697,-70.9948484848,-19.0327430877
1293,42.306969697,-70.9927272727,-19.0782922601
1294,42.306969697,-70.9906060606,-19.1250142005
1295,42.306969697,-70.9884848485,-19.1697987354
1296,42.306969697,-70.9863636364,-19.2102455874
1297,42.306969697,-70.9842424242,-19.2456234373
1298,42.306969697,-70.9821212121,-19.2783347984
1299,42.306969697,-70.98,-19.3087661397
1300,42.3083838384,-71.19,-19.437761967
1301,42.3083838384,-71.1878787879,-19.4203221051
1302,42.3083838384,-71.1857575758,-19.4032961942
1303,42.3083838384,-71.1836363636,-19.3846358017
1304,42.3083838384,-71.1815151515,-19.3649395694
1305,42.3083838384,-71.1793939394,-19.3451818748
1306,42.3083838384,-71.1772727273,-19.3254693689
1307,42.3083838384,-71.1751515152,-19.3058037242
1308,42.3083838384,-71.173030303,-19.2861041619
1309,42.3083838384,-71.1709090909,-19.2664616578
1310,42.3083838384,-71.1687878788,-19.2366549422
1311,42.3083838384,-71.1666666667,-19.2023481136
1312,42.3083838384,-71.1645454545,-19.1665186325
1313,42.3083838384,-71.1624242424,-19.121806515
1314,42.3083838384,-71.1603030303,-19.075538443
1315,42.3083838384,-71.1581818182,-19.0278234528
1316,42.3083838384,-71.1560606061,-18.9823760213
1317,42.3083838384,-71.1539393939,-18.9369820434
1318,42.3083838384,-71.1518181818,-18.891338212
1319,42.3083838384,-71.1496969697,-18.8389665845
1320,42.3083838384,-71.1475757576,-18.7814932326
1321,42.3083838384,-71.1454545455,-18.7149031786
1322,42.3083838384,-71.1433333333,-18.6461818513
1323,42.3083838384,-71.1412121212,-18.5768111867
1324,42.3083838384,-71.1390909091,-18.5082496122
1325,42.3083838384,-71.136969697,-18.4363875579
1326,42.3083838384,-71.1348484848,-18.367089998
1327,42.3083838384,-71.1327272727,-18.3295849703
1328,42.3083838384,-71.1306060606,-18.3302100928
1329,42.3083838384,-71.1284848485,-18.3156933757
1330,42.3083838384,-71.1263636364,-18.3390188213
1331,42.3083838384,-71.1242424242,-18.2981296767
1332,42.3083838384,-71.1221212121,-18.3004652601
1333,42.3083838384,-71.12,-18.3105869474
1334,42.3083838384,-71.1178787879,-18.2874494933
1335,42.3083838384,-71.1157575758,-18.2684604841
1336,42.3083838384,-71.1136363636,-18.254656799
1337,42.3083838384,-71.1115151515,-18.2370094547
1338,42.3083838384,-71.1093939394,-18.2460830583
1339,42.3083838384,-71.1072727273,-18.2515366751
1340,42.3083838384,-71.1051515152,-18.2625173312
1341,42.3083838384,-71.103030303,-18.2776078004
1342,42.3083838384,-71.1009090909,-18.2756882485
1343,42.3083838384,-71.0987878788,-18.2521137506
1344,42.3083838384,-71.0966666667,-18.2824179574
1345,42.3083838384,-71.0945454545,-18.312932455
1346,42.3083838384,-71.0924242424,-18.2649374504
1347,42.3083838384,-71.0903030303,-18.2529470577
1348,42.3083838384,-71.0881818182,-18.2736163515
1349,42.3083838384,-71.0860606061,-18.234483024
1350,42.3083838384,-71.0839393939,-18.2462833186
1351,42.3083838384,-71.0818181818,-18.2718903958
1352,42.3083838384,-71.0796969697,-18.2591612246
1353,42.3083838384,-71.0775757576,-18.2380284839
1354,42.3083838384,-71.0754545455,-18.2455426732
1355,42.3083838384,-71.0733333333,-18.277571686
1356,42.3083838384,-71.0712121212,-18.2782782942
1357,42.3083838384,-71.0690909091,-18.2680648632
1358,42.3083838384,-71.066969697,-18.2601085944
1359,42.3083838384,-71.0648484848,-18.2548876218
1360,42.3083838384,-71.0627272727,-18.2531072465
1361,42.3083838384,-71.0606060606,-18.2555955126
1362,42.3083838384,-71.0584848485,-18.2629234784
1363,42.3083838384,-71.0563636364,-18.2722093668
1364,42.3083838384,-71.0542424242,-18.265456273
1365,42.3083838384,-71.0521212121,-18.272615236
1366,42.3083838384,-71.05,-18.2809674133
1367,42.3083838384,-71.0478787879,-18.2941763304
1368,42.3083838384,-71.0457575758,-18.3113661824
1369,42.3083838384,-71.0436363636,-18.3317052355
1370,42.3083838384,-71.0415151515,-18.3543759742
1371,42.3083838384,-71.0393939394,-18.3888656519
1372,42.3083838384,-71.0372727273,-18.437613516
1373,42.3083838384,-71.0351515152,-18.4894303536
1374,42.3083838384,-71.033030303,-18.5405836189
1375,42.3083838384,-71.0309090909,-18.5937430264
1376,42.3083838384,-71.0287878788,-18.6495106061
1377,42.3083838384,-71.0266666667,-18.6033483313
1378,42.3083838384,-71.0245454545,-18.4825983602
1379,42.3083838384,-71.0224242424,-18.4030261169
1380,42.3083838384,-71.0203030303,-18.362465455
1381,42.3083838384,-71.0181818182,-18.3896847285
1382,42.3083838384,-71.0160606061,-18.4354237423
1383,42.3083838384,-71.0139393939,-18.5058933472
1384,42.3083838384,-71.0118181818,-18.5731531818
1385,42.3083838384,-71.0096969697,-18.6396395921
1386,42.3083838384,-71.0075757576,-18.70713412
1387,42.3083838384,-71.0054545455,-18.7729639994
1388,42.3083838384,-71.0033333333,-18.836766695
1389,42.3083838384,-71.0012121212,-18.8893279935
1390,42.3083838384,-70.9990909091,-18.9375889803
1391,42.3083838384,-70.996969697,-18.9820306105
1392,42.3083838384,-70.9948484848,-19.0264186985
1393,42.3083838384,-70.9927272727,-19.0720367108
1394,42.3083838384,-70.9906060606,-19.1191085745
1395,42.3083838384,-70.9884848485,-19.164394665
1396,42.3083838384,-70.9863636364,-19.2060565214
1397,42.3083838384,-70.9842424242,-19.2416551213
1398,42.3083838384,-70.9821212121,-19.2748340515
1399,42.3083838384,-70.98,-19.3059286584
1400,42.3097979798,-71.19,-19.4223641175
1401,42.3097979798,-71.1878787879,-19.4048753206
1402,42.3097979798,-71.1857575758,-19.386573753
1403,42.3097979798,-71.1836363636,-19.3662734618
1404,42.3097979798,-71.1815151515,-19.3459536838
1405,42.3097979798,-71.1793939394,-19.3254517243
1406,42.3097979798,-71.1772727273,-19.3049323387
1407,42.3097979798,-71.1751515152,-19.2841917087
1408,42.3097979798,-71.173030303,-19.2635316168
1409,42.3097979798,-71.1709090909,-19.2406009775
1410,42.3097979798,-71.1687878788,-19.2185049573
1411,42.3097979798,-71.1666666667,-19.1956832814
1412,42.3097979798,-71.1645454545,-19.1622036254
1413,42.3097979798,-71.1624242424,-19.1176408928
1414,42.3097979798,-71.1603030303,-19.0715147701
1415,42.3097979798,-71.1581818182,-19.0238705804
1416,42.3097979798,-71.1560606061,-18.9784242598
1417,42.3097979798,-71.1539393939,-18.9329123406
1418,42.3097979798,-71.1518181818,-18.8870393581
1419,42.3097979798,-71.1496969697,-18.8342451804
1420,42.3097979798,-71.1475757576,-18.7762825181
1421,42.3097979798,-71.1454545455,-18.7093150593
1422,42.3097979798,-71.1433333333,-18.6401833181
1423,42.3097979798,-71.1412121212,-18.5705308877
1424,42.3097979798,-71.1390909091,-18.5017258458
1425,42.3097979798,-71.136969697,-18.4295530839
1426,42.3097979798,-71.1348484848,-18.3609395929
1427,42.3097979798,-71.1327272727,-18.3232436534
1428,42.3097979798,-71.1306060606,-18.3157326117
1429,42.3097979798,-71.1284848485,-18.3246528998
1430,42.3097979798,-71.1263636364,-18.3304300368
1431,42.3097979798,-71.1242424242,-18.289093521
1432,42.3097979798,-71.1221212121,-18.3002903015
1433,42.3097979798,-71.12,-18.2800147753
1434,42.3097979798,-71.1178787879,-18.2555647957
1435,42.3097979798,-71.1157575758,-18.2500984521
1436,42.3097979798,-71.1136363636,-18.2452666158
1437,42.3097979798,-71.1115151515,-18.2544607025
1438,42.3097979798,-71.1093939394,-18.2518371141
1439,42.3097979798,-71.1072727273,-18.2451411808
1440,42.3097979798,-71.1051515152,-18.2341074515
1441,42.3097979798,-71.103030303,-18.2451464679
1442,42.3097979798,-71.1009090909,-18.2588583919
1443,42.3097979798,-71.0987878788,-18.2451780694
1444,42.3097979798,-71.0966666667,-18.2664823691
1445,42.3097979798,-71.0945454545,-18.2727969626
1446,42.3097979798,-71.0924242424,-18.2634993387
1447,42.3097979798,-71.0903030303,-18.2427722633
1448,42.3097979798,-71.0881818182,-18.2696916139
1449,42.3097979798,-71.0860606061,-18.2515359845
1450,42.3097979798,-71.0839393939,-18.2250006625
1451,42.3097979798,-71.0818181818,-18.2521888711
1452,42.3097979798,-71.0796969697,-18.2354583851
1453,42.3097979798,-71.0775757576,-18.2316641257
1454,42.3097979798,-71.0754545455,-18.2692939914
1455,42.3097979798,-71.0733333333,-18.2608335955
1456,42.3097979798,-71.0712121212,-18.2466267908
1457,42.3097979798,-71.0690909091,-18.2387650203
1458,42.3097979798,-71.066969697,-18.2589591354
1459,42.3097979798,-71.0648484848,-18.2726647037
1460,42.3097979798,-71.0627272727,-18.2757651965
1461,42.3097979798,-71.0606060606,-18.2586365516
1462,42.3097979798,-71.0584848485,-18.24819825
1463,42.3097979798,-71.0563636364,-18.2658754567
1464,42.3097979798,-71.0542424242,-18.2587856845
1465,42.3097979798,-71.0521212121,-18.269427011
1466,42.3097979798,-71.05,-18.3046921216
1467,42.3097979798,-71.0478787879,-18.3148160923
1468,42.3097979798,-71.0457575758,-18.3115162525
1469,42.3097979798,-71.0436363636,-18.3020869543
1470,42.3097979798,-71.0415151515,-18.3258061287
1471,42.3097979798,-71.0393939394,-18.3522356496
1472,42.3097979798,-71.0372727273,-18.3880801539
1473,42.3097979798,-71.0351515152,-18.4433863361
1474,42.3097979798,-71.033030303,-18.5002042233
1475,42.3097979798,-71.0309090909,-18.5559706969
1476,42.3097979798,-71.0287878788,-18.6134887709
1477,42.3097979798,-71.0266666667,-18.6578620003
1478,42.3097979798,-71.0245454545,-18.5184856903
1479,42.3097979798,-71.0224242424,-18.4117466656
1480,42.3097979798,-71.0203030303,-18.369896798
1481,42.3097979798,-71.0181818182,-18.3817306394
1482,42.3097979798,-71.0160606061,-18.4220323222
1483,42.3097979798,-71.0139393939,-18.4936300829
1484,42.3097979798,-71.0118181818,-18.5625167615
1485,42.3097979798,-71.0096969697,-18.6296200187
1486,42.3097979798,-71.0075757576,-18.6977979494
1487,42.3097979798,-71.0054545455,-18.7645238022
1488,42.3097979798,-71.0033333333,-18.8298493799
1489,42.3097979798,-71.0012121212,-18.8830662156
1490,42.3097979798,-70.9990909091,-18.932414319
1491,42.3097979798,-70.996969697,-18.9771753406
1492,42.3097979798,-70.9948484848,-19.0218378553
1493,42.3097979798,-70.9927272727,-19.06748405
1494,42.3097979798,-70.9906060606,-19.1148740982
1495,42.3097979798,-70.9884848485,-19.1605216823
1496,42.3097979798,-70.9863636364,-19.20302201
1497,42.3097979798,-70.9842424242,-19.2387840035
1498,42.3097979798,-70.9821212121,-19.272304079
1499,42.3097979798,-70.98,-19.3038630959
1500,42.3112121212,-71.19,-19.4068274335
1501,42.3112121212,-71.1878787879,-19.389035443
1502,42.3112121212,-71.1857575758,-19.3682707953
1503,42.3112121212,-71.1836363636,-19.3475027796
1504,42.3112121212,-71.1815151515,-19.3263265556
1505,42.3112121212,-71.1793939394,-19.305156113
1506,42.3112121212,-71.1772727273,-19.2833676787
1507,42.3112121212,-71.1751515152,-19.2620145867
1508,42.3112121212,-71.173030303,-19.2377486387
1509,42.3112121212,-71.1709090909,-19.2144101234
1510,42.3112121212,-71.1687878788,-19.1903246329
1511,42.3112121212,-71.1666666667,-19.1669313819
1512,42.3112121212,-71.1645454545,-19.1413351219
1513,42.3112121212,-71.1624242424,-19.1139908878
1514,42.3112121212,-71.1603030303,-19.0687572362
1515,42.3112121212,-71.1581818182,-19.0213393353
1516,42.3112121212,-71.1560606061,-18.9758930462
1517,42.3112121212,-71.1539393939,-18.9303434233
1518,42.3112121212,-71.1518181818,-18.8843202351
1519,42.3112121212,-71.1496969697,-18.8316188923
1520,42.3112121212,-71.1475757576,-18.7739294117
1521,42.3112121212,-71.1454545455,-18.706764244
1522,42.3112121212,-71.1433333333,-18.6376401559
1523,42.3112121212,-71.1412121212,-18.5679421179
1524,42.3112121212,-71.1390909091,-18.499269746
1525,42.3112121212,-71.136969697,-18.4276451781
1526,42.3112121212,-71.1348484848,-18.357056989
1527,42.3112121212,-71.1327272727,-18.319745591
1528,42.3112121212,-71.1306060606,-18.3040732892
1529,42.3112121212,-71.1284848485,-18.3289069578
1530,42.3112121212,-71.1263636364,-18.32501305
1531,42.3112121212,-71.1242424242,-18.28386447
1532,42.3112121212,-71.1221212121,-18.2806298051
1533,42.3112121212,-71.12,-18.2589347551
1534,42.3112121212,-71.1178787879,-18.2738044795
1535,42.3112121212,-71.1157575758,-18.2657012693
1536,42.3112121212,-71.1136363636,-18.2325288933
1537,42.3112121212,-71.1115151515,-18.2697242333
1538,42.3112121212,-71.1093939394,-18.2535925677
1539,42.3112121212,-71.1072727273,-18.2393611675
1540,42.3112121212,-71.1051515152,-18.229891696
1541,42.3112121212,-71.103030303,-18.2340566432
1542,42.3112121212,-71.1009090909,-18.2352516612
1543,42.3112121212,-71.0987878788,-18.2432770992
1544,42.3112121212,-71.0966666667,-18.236543766
1545,42.3112121212,-71.0945454545,-18.2392840063
1546,42.3112121212,-71.0924242424,-18.2483316738
1547,42.3112121212,-71.0903030303,-18.2362015041
1548,42.3112121212,-71.0881818182,-18.2632374355
1549,42.3112121212,-71.0860606061,-18.2652425297
1550,42.3112121212,-71.0839393939,-18.2206634675
1551,42.3112121212,-71.0818181818,-18.2354105745
1552,42.3112121212,-71.0796969697,-18.2143421617
1553,42.3112121212,-71.0775757576,-18.2503492756
1554,42.3112121212,-71.0754545455,-18.2509183494
1555,42.3112121212,-71.0733333333,-18.2325476573
1556,42.3112121212,-71.0712121212,-18.2398581556
1557,42.3112121212,-71.0690909091,-18.2676239018
1558,42.3112121212,-71.066969697,-18.2893351059
1559,42.3112121212,-71.0648484848,-18.2666622029
1560,42.3112121212,-71.0627272727,-18.2450070337
1561,42.3112121212,-71.0606060606,-18.2467962657
1562,42.3112121212,-71.0584848485,-18.2748524855
1563,42.3112121212,-71.0563636364,-18.2946124806
1564,42.3112121212,-71.0542424242,-18.2795196409
1565,42.3112121212,-71.0521212121,-18.2582664571
1566,42.3112121212,-71.05,-18.2822603959
1567,42.3112121212,-71.0478787879,-18.3157321046
1568,42.3112121212,-71.0457575758,-18.3439213821
1569,42.3112121212,-71.0436363636,-18.3329897359
1570,42.3112121212,-71.0415151515,-18.3160750009
1571,42.3112121212,-71.0393939394,-18.3264348086
1572,42.3112121212,-71.0372727273,-18.3561806668
1573,42.3112121212,-71.0351515152,-18.3999787252
1574,42.3112121212,-71.033030303,-18.4608335325
1575,42.3112121212,-71.0309090909,-18.5210240406
1576,42.3112121212,-71.0287878788,-18.5806422236
1577,42.3112121212,-71.0266666667,-18.642022981
1578,42.3112121212,-71.0245454545,-18.5352311426
1579,42.3112121212,-71.0224242424,-18.4148843636
1580,42.3112121212,-71.0203030303,-18.3724281085
1581,42.3112121212,-71.0181818182,-18.3767968965
1582,42.3112121212,-71.0160606061,-18.4145400162
1583,42.3112121212,-71.0139393939,-18.4867129141
1584,42.3112121212,-71.0118181818,-18.5563892283
1585,42.3112121212,-71.0096969697,-18.6238742134
1586,42.3112121212,-71.0075757576,-18.6924167388
1587,42.3112121212,-71.0054545455,-18.7596070609
1588,42.3112121212,-71.0033333333,-18.8252483262
1589,42.3112121212,-71.0012121212,-18.8792984891
1590,42.3112121212,-70.9990909091,-18.929219957
1591,42.3112121212,-70.996969697,-18.9741583759
1592,42.3112121212,-70.9948484848,-19.0190226546
1593,42.3112121212,-70.9927272727,-19.0647151104
1594,42.3112121212,-70.9906060606,-19.1123061252
1595,42.3112121212,-70.9884848485,-19.1582133509
1596,42.3112121212,-70.9863636364,-19.2011525896
1597,42.3112121212,-70.9842424242,-19.2370413597
1598,42.3112121212,-70.9821212121,-19.2707620404
1599,42.3112121212,-70.98,-19.3025813629
1600,42.3126262626,-71.19,-19.3910707002
1601,42.3126262626,-71.1878787879,-19.3709980627
1602,42.3126262626,-71.1857575758,-19.3497596047
1603,42.3126262626,-71.1836363636,-19.3281313459
1604,42.3126262626,-71.1815151515,-19.3063691236
1605,42.3126262626,-71.1793939394,-19.2838417321
1606,42.3126262626,-71.1772727273,-19.2615230687
1607,42.3126262626,-71.1751515152,-19.2365156895
1608,42.3126262626,-71.173030303,-19.2117507957
1609,42.3126262626,-71.1709090909,-19.1864568207
1610,42.3126262626,-71.1687878788,-19.1617626016
1611,42.3126262626,-71.1666666667,-19.1344822133
1612,42.3126262626,-71.1645454545,-19.1056937481
1613,42.3126262626,-71.1624242424,-19.0776180104
1614,42.3126262626,-71.1603030303,-19.0494882183
1615,42.3126262626,-71.1581818182,-19.0202361684
1616,42.3126262626,-71.1560606061,-18.9747880326
1617,42.3126262626,-71.1539393939,-18.9292960378
1618,42.3126262626,-71.1518181818,-18.8832105089
1619,42.3126262626,-71.1496969697,-18.8310646186
1620,42.3126262626,-71.1475757576,-18.7743871968
1621,42.3126262626,-71.1454545455,-18.7072108532
1622,42.3126262626,-71.1433333333,-18.6384462452
1623,42.3126262626,-71.1412121212,-18.5689132894
1624,42.3126262626,-71.1390909091,-18.5007144216
1625,42.3126262626,-71.136969697,-18.4305090912
1626,42.3126262626,-71.1348484848,-18.358066738
1627,42.3126262626,-71.1327272727,-18.3189705708
1628,42.3126262626,-71.1306060606,-18.2954618554
1629,42.3126262626,-71.1284848485,-18.3279979981
1630,42.3126262626,-71.1263636364,-18.3223183829
1631,42.3126262626,-71.1242424242,-18.282392103
1632,42.3126262626,-71.1221212121,-18.2669043033
1633,42.3126262626,-71.12,-18.2881866832
1634,42.3126262626,-71.1178787879,-18.2963642628
1635,42.3126262626,-71.1157575758,-18.2545975318
1636,42.3126262626,-71.1136363636,-18.243047913
1637,42.3126262626,-71.1115151515,-18.2478097043
1638,42.3126262626,-71.1093939394,-18.2264452692
1639,42.3126262626,-71.1072727273,-18.2352799242
1640,42.3126262626,-71.1051515152,-18.2550984018
1641,42.3126262626,-71.103030303,-18.2699455384
1642,42.3126262626,-71.1009090909,-18.246911987
1643,42.3126262626,-71.0987878788,-18.2320198987
1644,42.3126262626,-71.0966666667,-18.24712985
1645,42.3126262626,-71.0945454545,-18.2543894385
1646,42.3126262626,-71.0924242424,-18.2310347806
1647,42.3126262626,-71.0903030303,-18.2291207943
1648,42.3126262626,-71.0881818182,-18.2440923475
1649,42.3126262626,-71.0860606061,-18.2662100918
1650,42.3126262626,-71.0839393939,-18.2281675282
1651,42.3126262626,-71.0818181818,-18.2215103288
1652,42.3126262626,-71.0796969697,-18.2218361682
1653,42.3126262626,-71.0775757576,-18.2240948132
1654,42.3126262626,-71.0754545455,-18.2253439074
1655,42.3126262626,-71.0733333333,-18.2305953801
1656,42.3126262626,-71.0712121212,-18.2395944148
1657,42.3126262626,-71.0690909091,-18.2509184627
1658,42.3126262626,-71.066969697,-18.2486087202
1659,42.3126262626,-71.0648484848,-18.2398634868
1660,42.3126262626,-71.0627272727,-18.236063618
1661,42.3126262626,-71.0606060606,-18.2621665342
1662,42.3126262626,-71.0584848485,-18.2752668962
1663,42.3126262626,-71.0563636364,-18.307427794
1664,42.3126262626,-71.0542424242,-18.2735846779
1665,42.3126262626,-71.0521212121,-18.2505906713
1666,42.3126262626,-71.05,-18.2626985873
1667,42.3126262626,-71.0478787879,-18.2909182169
1668,42.3126262626,-71.0457575758,-18.3282485845
1669,42.3126262626,-71.0436363636,-18.3637184659
1670,42.3126262626,-71.0415151515,-18.3429935815
1671,42.3126262626,-71.0393939394,-18.318816386
1672,42.3126262626,-71.0372727273,-18.3338323573
1673,42.3126262626,-71.0351515152,-18.3662189336
1674,42.3126262626,-71.033030303,-18.4241332046
1675,42.3126262626,-71.0309090909,-18.4893019232
1676,42.3126262626,-71.0287878788,-18.5512628761
1677,42.3126262626,-71.0266666667,-18.6142867624
1678,42.3126262626,-71.0245454545,-18.5313097436
1679,42.3126262626,-71.0224242424,-18.4121677351
1680,42.3126262626,-71.0203030303,-18.3698990267
1681,42.3126262626,-71.0181818182,-18.3749438899
1682,42.3126262626,-71.0160606061,-18.4130402815
1683,42.3126262626,-71.0139393939,-18.4852888692
1684,42.3126262626,-71.0118181818,-18.5549293333
1685,42.3126262626,-71.0096969697,-18.6224266284
1686,42.3126262626,-71.0075757576,-18.6910550778
1687,42.3126262626,-71.0054545455,-18.7582836858
1688,42.3126262626,-71.0033333333,-18.8239731435
1689,42.3126262626,-71.0012121212,-18.878060287
1690,42.3126262626,-70.9990909091,-18.9280194398
1691,42.3126262626,-70.996969697,-18.9730436208
1692,42.3126262626,-70.9948484848,-19.0179692085
1693,42.3126262626,-70.9927272727,-19.0637600793
1694,42.3126262626,-70.9906060606,-19.1114174316
1695,42.3126262626,-70.9884848485,-19.1574516302
1696,42.3126262626,-70.9863636364,-19.2004678017
1697,42.3126262626,-70.9842424242,-19.2364258961
1698,42.3126262626,-70.9821212121,-19.2702041215
1699,42.3126262626,-70.98,-19.3020933149
1700,42.314040404,-71.19,-19.3747864377
1701,42.314040404,-71.1878787879,-19.352980111
1702,42.314040404,-71.1857575758,-19.3310662884
1703,42.314040404,-71.1836363636,-19.3087277646
1704,42.314040404,-71.1815151515,-19.2858291703
1705,42.314040404,-71.1793939394,-19.2625371391
1706,42.314040404,-71.1772727273,-19.2372920954
1707,42.314040404,-71.1751515152,-19.21104635
1708,42.314040404,-71.173030303,-19.1845166099
1709,42.314040404,-71.1709090909,-19.1583097212
1710,42.314040404,-71.1687878788,-19.1299055999
1711,42.314040404,-71.1666666667,-19.0995093739
1712,42.314040404,-71.1645454545,-19.0699470085
1713,42.314040404,-71.1624242424,-19.0404382302
1714,42.314040404,-71.1603030303,-19.0116654661
1715,42.314040404,-71.1581818182,-18.9850947737
1716,42.314040404,-71.1560606061,-18.9594320894
1717,42.314040404,-71.1539393939,-18.929804168
1718,42.314040404,-71.1518181818,-18.8836944256
1719,42.314040404,-71.1496969697,-18.8325780154
1720,42.314040404,-71.1475757576,-18.7776065777
1721,42.314040404,-71.1454545455,-18.710539178
1722,42.314040404,-71.1433333333,-18.6425130294
1723,42.314040404,-71.1412121212,-18.5734264444
1724,42.314040404,-71.1390909091,-18.5059422019
1725,42.314040404,-71.136969697,-18.4379433175
1726,42.314040404,-71.1348484848,-18.3672453055
1727,42.314040404,-71.1327272727,-18.3207335125
1728,42.314040404,-71.1306060606,-18.2886131365
1729,42.314040404,-71.1284848485,-18.3216053789
1730,42.314040404,-71.1263636364,-18.301641808
1731,42.314040404,-71.1242424242,-18.2668673441
1732,42.314040404,-71.1221212121,-18.273497192
1733,42.314040404,-71.12,-18.3079951048
1734,42.314040404,-71.1178787879,-18.2866367834
