,stationid,duration,nrides,ndays,lat,lng,originpop,originwork,originsubway,destpop,destwork,destsubway,ridesperday
108,112.0,480.0,9899.0,210.0,42.355402,-71.058087,181.449607536,1141.58962239,532.888136447,7.70578280766,17.8885848287,3.93108153324,47.1380952381
109,113.0,660.0,15506.0,211.0,42.36069,-71.070884,204.478909647,785.716820485,138.211976646,8.97374566788,21.5334887165,5.4272397036,73.4881516588
110,114.0,600.0,15239.0,182.0,42.365942,-71.060515,170.662543703,744.073973877,105.153701706,7.45161667981,18.860663235,4.83600938436,83.7307692308
111,115.0,780.0,3249.0,176.0,42.378338,-71.048927,59.0752472767,60.1446578844,0.48030715952,5.22277736933,14.5094012804,3.60523050065,18.4602272727
112,116.0,540.0,1060.0,43.0,42.356052,-71.069849,239.352348025,932.614119842,185.516690964,8.99085623144,21.2190098388,5.19936807524,24.6511627907
113,117.0,480.0,655.0,42.0,42.358508,-71.052984,136.863667253,1056.57895344,245.898044341,7.08277041776,17.1022725944,4.10138088168,15.5952380952
114,118.0,870.0,150.0,39.0,42.377022,-71.056605,102.40841138,115.133915988,0.43375661576,5.99591233371,16.1345658251,4.04898644319,3.84615384615
115,119.0,570.0,299.0,22.0,42.350413,-71.07655,274.776612793,768.260630923,248.492155916,9.34486392812,21.2152175404,5.15960795511,13.5909090909
116,120.0,1110.0,186.0,42.0,42.309467,-71.115645,230.935855541,89.8212076756,11.0045934183,3.87505104697,6.21695968781,1.48485454043,4.42857142857
117,121.0,870.0,213.0,43.0,42.31309,-71.114175,223.688123835,86.7695825568,9.12448104473,4.41670956035,7.2472503085,1.72903270801,4.95348837209
118,122.0,930.0,320.0,43.0,42.320998,-71.110833,97.1288621965,35.9499248122,11.4915643765,5.95437696516,9.89328681656,2.32332047918,7.44186046512
119,123.0,900.0,99.0,38.0,42.315692,-71.098634,132.602384898,40.4709299885,21.3751291755,5.63585184948,9.68114982892,2.28298678623,2.60526315789
