,id,terminal,station,municipal,lat,lng,status,originpop,originwork,originsubway,destpop,destwork,destsubway
63,67,M32006,MIT at Mass Ave / Amherst St,Cambridge,42.3581,-71.093198,Existing,27644.381102,52928.965177,3771.4657348,234203.5906,456896.865855,101114.336104
64,68,M32011,Central Square at Mass Ave / Essex St,Cambridge,42.36507,-71.1031,Existing,41581.7758482,52667.5293213,16547.6999017,176076.258842,333353.969683,86667.1173422
65,69,K32001,Coolidge Corner - Beacon St @ Centre St,Brookline,42.341598,-71.123338,Existing,31589.2998811,11922.5867657,5365.36748213,111563.060167,125936.989741,24703.569049
66,70,M32016,Harvard Kennedy School at Bennett St / Eliot St,Cambridge,42.372244,-71.121851,Existing,26771.5155412,31086.2546967,17758.1288108,116723.270034,181885.048682,50637.7366407
67,71,S32004,Conway Park - Somerville Avenue,Somerville,42.383405,-71.107593,Existing,26999.4583054,13744.9363477,251.065252016,110678.809149,159063.852814,46522.8433669
68,72,M32003,One Broadway / Kendall Sq at Main St / 3rd St,Cambridge,42.362613,-71.084105,Existing,21355.9404102,50030.5487975,14319.124672,263235.293957,522251.385093,114125.026045
69,73,M32017,Harvard Square at Brattle St / Eliot St,Cambridge,42.373231,-71.120886,Existing,27823.8177825,32543.1558385,21301.5421663,116558.746037,183236.660643,51441.3892158
70,74,M32018,Harvard Square at Mass Ave/ Dunster,Cambridge,42.373268,-71.118579,Existing,26523.3836439,30313.8150279,22683.7827195,120896.14918,195102.733402,55083.9214123
71,75,M32009,Lafayette Square at Mass Ave / Main St / Columbia St,Cambridge,42.363562,-71.10042,Existing,40006.0006178,53447.028002,12831.2697982,189215.344922,362803.941613,91179.5754807
72,76,M32012,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Cambridge,42.366426,-71.105495,Existing,40236.8735527,49104.147181,14146.7246667,165449.136208,308543.401783,82293.2926157
73,77,S32001,Somerville City Hall,Somerville,42.386428,-71.096413,Existing,39917.9133907,11647.7129064,4.10238933707,108726.303957,147567.637537,41706.7601519
74,78,S32002,Union Square - Somerville,Somerville,42.379637,-71.095319,Existing,34848.1310745,15945.5037754,4.08030101228,137897.817773,223023.779819,61458.6724317
75,79,S32003,Beacon St at Washington / Kirkland,Somerville,42.378551,-71.106541,Existing,28027.5438134,18330.2174031,399.515803742,126917.493485,205118.16777,58814.8123529
76,80,M32005,MIT Stata Center at Vassar St / Main St,Cambridge,42.362429,-71.090188,Existing,25011.4448233,45216.076821,12125.4658937,235310.275165,462976.178628,105364.959509
77,81,D32019,Boylston St / Washington St,Boston,42.352409,-71.062679,Existing,31409.4353396,145024.71291,51924.3648516,332292.383329,651822.00986,122677.580517
78,82,K32002,Brookline Town Hall / Library Washington St,Brookline,42.333689,-71.120526,Removed,12562.5568107,4905.73276651,3727.75145815,94204.8406664,122638.489031,23966.0981453
79,83,C32011,South Bay Plaza,Boston,42.325941,-71.065928,Existing,21592.4117054,8001.10756054,816.029593115,132684.745282,244689.49141,40839.0038302
80,84,M32019,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,Cambridge,42.366981,-71.076472,Existing,21926.0729401,51818.1470052,7981.60054054,266922.218258,529781.225381,119098.467363
81,85,C32012,Andrew Station - Dorchester Ave at Humboldt Pl,Boston,42.330825,-71.057007,Removed,23573.111892,10535.5977408,6258.53049005,148076.727177,246929.989249,39810.276869
82,86,K32003,Brookline Village - Station Street @ MBTA,Brookline,42.332799,-71.116205,Existing,11419.7359036,6183.16179435,4244.25744028,98646.8443903,150927.812984,29381.6733328
83,87,M32014,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,Cambridge,42.366621,-71.114214,Existing,28484.4406546,32196.0109177,3093.61151861,143805.953399,247880.60078,67759.5104295
84,88,M32010,Inman Square at Vellucci Plaza / Hampshire St,Cambridge,42.374035,-71.101427,Existing,32031.2316651,27143.8308849,797.48284638,150627.366444,267671.292612,73703.7523899
85,89,M32020,Harvard Law School at Mass Ave / Jarvis St,Cambridge,42.379011,-71.119945,Existing,32519.3772266,37724.5098407,8891.952548,105411.547976,157613.897443,45756.7288222
86,90,M32001,Lechmere Station at Cambridge St / First St,Cambridge,42.3707,-71.07711,Existing,20529.7901243,33389.4727318,8550.60096076,234352.575573,455745.909836,107813.207909
87,91,M32002,One Kendall Square at Hampshire St / Portland St,Cambridge,42.366277,-71.09169,Existing,28273.0642193,40319.3645252,6088.44791679,211818.765087,411947.274015,99230.6629568
88,92,C32014,University of Massachusetts Boston,Boston,42.311819,-71.035705,Existing,2364.71461039,700.290196333,4.58495484352,42746.1170084,43302.8894336,7730.78092073
89,93,C32013,JFK / UMASS Station,Boston,42.320494,-71.051122,Existing,26660.6226883,7960.15524708,8561.98045717,88478.7146258,110626.522169,19347.2202929
90,94,D32020,Charlestown - Main St at Austin St,Boston,42.375603,-71.064608,Existing,20530.0305232,23193.1364302,1969.25957549,199966.177131,389198.03238,99944.468068
91,95,M32007,Cambridge St - at Columbia St / Webster Ave,Cambridge,42.372969,-71.094445,Existing,29780.4611913,26561.6864585,381.771780805,170480.103408,311701.333916,81776.0599014
92,96,M32013,Cambridge Main Library at Broadway / Trowbridge St,Cambridge,42.373379,-71.111075,Existing,26717.7099439,27337.3861993,6292.35457444,134457.29997,231413.012812,65549.2436618
93,97,M32015,Harvard  University River Houses at DeWolfe St / Cowperthwaite St,Cambridge,42.369182,-71.117152,Removed,24544.1449356,26984.7782725,9202.12328872,132443.198094,220412.296902,61069.152904
94,98,D32021,Charlestown - Warren St at Chelsea St,Boston,42.371848,-71.060292,Existing,19640.6382801,44847.1833737,1203.32353413,233707.374442,467351.2677,114632.248382
95,99,B32008,Mayor Thomas M. Menino - Government Center,Boston,42.35892,-71.057629,Existing,25659.6659261,164436.142358,58694.7003755,321485.822925,635968.227064,131384.273563
96,100,B32017,Dudley Square,Boston,42.328654,-71.084198,Existing,36437.5469721,17216.7563949,4838.13207011,146082.552931,336122.868219,56637.8330344
97,101,B32020,BIDMC - Brookline at Burlington St,Boston,42.345733,-71.100694,Existing,52189.8839067,96735.1739529,9970.09506919,192440.55181,358256.236039,70716.0846366
98,102,C32002,Boston Medical Center -  East Concord at Harrison Ave,Boston,42.336437,-71.073089,Existing,37529.7578067,39274.2496284,3609.00092615,213064.256431,436615.988408,71144.6886559
99,103,C32008,Boylston at Fairfield,Boston,42.348762,-71.082383,Existing,39663.1282971,99944.3939057,24706.2111045,282337.814111,561916.994244,102918.505744
100,104,C32012,Andrew Station - Dorchester Ave at Humboldt Pl,Boston,42.330716,-71.057044,Existing,23498.2164912,10414.8867297,6331.92448526,147422.739458,245680.058242,39617.9059882
101,105,C32015,Mt Pleasant Ave / Dudley Town Common,Boston,42.325333,-71.075354,Existing,26803.7274352,9401.47848211,349.067265381,133302.13224,282846.895077,48063.0069597
102,106,C32016,West Broadway at Dorchester St,Boston,42.335693,-71.045859,Existing,33614.7991596,19319.0927142,169.691584575,143794.269981,215257.747259,35116.0209742
103,107,C32017,South Boston Library - 646 East Broadway,Boston,42.335741,-71.03877,Existing,25462.4221915,14158.4938372,6.51362908087,110900.019384,149085.047239,24317.3241683
104,108,C32018,E. Cottage St at Columbia Rd,Boston,42.320561,-71.06198,Existing,30998.2049426,9188.79451227,1451.08604703,107242.469157,167964.449621,29895.5105356
105,109,C32019,Upham's Corner - Ramsey St at Dudley St,Boston,42.317225,-71.065421,Existing,30814.3925884,8488.43304072,161.406558789,102858.336753,160622.971742,30281.5521473
106,110,D32001,New Balance - Guest St. at Life St.,Boston,42.356975,-71.145442,Existing,23289.0053196,9338.91299144,117.529324059,91502.0308019,63348.911167,11197.3887717
107,111,D32003,TD Garden - Causeway at Portal Park #2,Boston,42.366222,-71.059914,Existing,23609.8613842,102894.989412,12093.2872804,286815.312707,577416.767999,130737.530452
108,112,D32004,Franklin St. / Arch St.,Boston,42.355402,-71.058087,Existing,25765.8442702,162105.72638,67143.9051924,326280.216506,638165.383644,125922.342038
109,113,D32016,Charles Circle - Charles St. at Cambridge St.,Boston,42.36069,-71.070884,Existing,29036.0051699,111571.788509,17414.7090573,324086.598619,651728.956605,134399.004037
110,114,D32022,TD Garden - Causeway at Portal Park #1,Boston,42.365942,-71.060515,Existing,24234.0812058,105658.504291,13249.3664149,290526.900177,584993.621392,131727.948668
111,115,D32023,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,Boston,42.378338,-71.048927,Existing,8388.6851133,8540.54141959,60.5187020995,140945.523332,278045.848467,76776.1430749
112,116,D32024,Charles St at Beacon St,Boston,42.356052,-71.069849,Existing,33988.0334195,132431.205018,23375.1030614,337817.437147,675593.851271,131526.388629
113,117,D32025,Milk St at India St,Boston,42.358508,-71.052984,Existing,19434.64075,150034.211388,30983.153587,299133.835634,582897.659782,121441.324259
114,118,D32026,Hayes Square at Vine St.,Boston,42.377022,-71.056605,Existing,14541.9944159,16349.0160702,54.6533335858,173852.762659,341673.704162,91302.0352497
115,119,D32027,New Balance Store - Boylston at Dartmouth,Boston,42.350413,-71.07655,Existing,39018.2790166,109093.009591,31310.0116454,310103.375452,617906.422528,113208.110734
