id,latitude,longitude
1039911201,42.3520665,-71.1096654
1039559741,42.3520709,-71.110132
3049427268,42.3520917,-71.110294
1039989008,42.3520998,-71.1103567
3049427267,42.3521141,-71.1104771
3073733885,42.352136,-71.110662
2691810182,42.3530285,-71.1103646
2691810176,42.3530246,-71.1102546
2691810108,42.3530285,-71.1100883
2691810110,42.3530265,-71.1099193
2691810152,42.3530226,-71.1098469
1040710107,42.3530038,-71.1096385
2691875377,42.3530067,-71.109576
2691875380,42.3530186,-71.1095277
2691875378,42.3530437,-71.1094648
2691875402,42.353117,-71.1093227
2691875415,42.3531646,-71.1092342
2691875411,42.3531983,-71.1091269
2691875417,42.3532201,-71.109041
2691875397,42.353228,-71.1089525
2691875384,42.353232,-71.1087916
2691875385,42.35323,-71.1085556
2691875373,42.353223,-71.1082873
2691875401,42.353234,-71.1081935
2691875416,42.3532261,-71.1081192
2691875420,42.3531962,-71.1080166
2691875421,42.3531712,-71.1079739
2691875434,42.3531575,-71.1079391
2691875399,42.3531486,-71.1075798
2691875396,42.3531561,-71.1075205
2691875406,42.3531733,-71.1074603
2691875433,42.3531911,-71.1074088
2691875381,42.3532049,-71.1073686
2691875395,42.3532386,-71.1072961
2691875403,42.3532585,-71.1072318
2691875424,42.3532689,-71.107147
2691875392,42.3532644,-71.1070601
2691875393,42.3532664,-71.1069609
2691875394,42.3532585,-71.1068697
2691875412,42.3532585,-71.1067463
2691875410,42.3532644,-71.106647
2691875429,42.3532545,-71.106529
2691875425,42.3532392,-71.106415
2691875391,42.3532332,-71.1063128
1040679573,42.3532316,-71.1062149
2694709303,42.3532407,-71.106094
2694709301,42.3532526,-71.1059652
2694709314,42.3532566,-71.1058016
2694709328,42.3532625,-71.1057292
2694709310,42.3532606,-71.1054046
2694709306,42.3532665,-71.1052464
2694709297,42.3532724,-71.1050855
2694709282,42.3532685,-71.1049808
2694709294,42.3532606,-71.1048736
2694709287,42.3532566,-71.1047555
2694709302,42.3532566,-71.1046804
2694709285,42.3532665,-71.1046161
