id,latitude,longitude
1160190239,42.3614296,-71.1482683
1160189956,42.361392,-71.1483689
1160190183,42.3613513,-71.1484534
1160190195,42.3613206,-71.1485499
1160190241,42.3613058,-71.1486183
1160189945,42.3613117,-71.1486894
1160190176,42.3613315,-71.1487886
1160190237,42.3613494,-71.1489281
1160190000,42.3613513,-71.1490274
1160190016,42.3613464,-71.149136
1160190196,42.3613276,-71.149246
1160189968,42.3613157,-71.149368
1160190065,42.3613048,-71.1494659
1160189972,42.3612939,-71.1495812
1160190068,42.3612731,-71.1496684
1160190044,42.3612631,-71.1497676
1160190149,42.3612661,-71.1498562
1160189997,42.3612661,-71.1499138
1160190152,42.3612512,-71.1500023
1160190136,42.3612344,-71.1500935
1160190164,42.3612255,-71.1501847
1160190226,42.3612285,-71.1502907
1160190225,42.3612195,-71.150406
1160189971,42.3612096,-71.1505441
1160190089,42.3612037,-71.1506648
1160190174,42.3611938,-71.150803
1160190051,42.3611849,-71.150917
1160189940,42.3611759,-71.1510484
1160190117,42.361166,-71.1511731
1160190155,42.3611631,-71.1513005
1160190114,42.3611581,-71.151432
1160190245,42.3611482,-71.1515486
1160190211,42.3611363,-71.1516827
1160190096,42.3611224,-71.1518008
1160190094,42.3611135,-71.1519188
1160190179,42.3611066,-71.1520301
1160190060,42.3610927,-71.1521347
1160190142,42.3610719,-71.152238
1160189999,42.3610373,-71.152352
1160190062,42.3609946,-71.1524914
1160190028,42.360958,-71.1526175
1160190043,42.3609312,-71.1527234
1160190021,42.3609144,-71.1528133
1160189990,42.3609045,-71.1528616
1160190022,42.3608807,-71.1529032
1160190111,42.360842,-71.1530118
1160190147,42.3608123,-71.1531218
1160190069,42.3607766,-71.153229
1160190137,42.360738,-71.1533564
1160190108,42.3607063,-71.1534825
1160190085,42.3606775,-71.1535978
1160190139,42.3606508,-71.1536984
1160189964,42.3606141,-71.1537829
1160190158,42.3605794,-71.1538889
1160190171,42.3605566,-71.1539975
1160190112,42.3605358,-71.1540686
1160190026,42.360512,-71.1541584
1160189994,42.3604793,-71.1542443
1160190208,42.3604536,-71.1543368
1160190247,42.3604229,-71.1544226
1160190244,42.3603931,-71.1545004
1160190066,42.3603931,-71.1545728
1160189996,42.3603812,-71.1546707
1160190133,42.3603574,-71.1547606
1160190087,42.3603267,-71.1548437
