,id,terminal,station,municipal,lat,lng,status,originpop,originwork,originsubway,destpop,destwork,destsubway
78,82,K32002,Brookline Town Hall / Library Washington St,Brookline,42.333689,-71.120526,Removed,90179.6173391,66948.7765017,3727.75145815,325940.114713,396048.171655,23966.0981453
79,83,C32011,South Bay Plaza,Boston,42.325941,-71.065928,Existing,107462.691226,86078.0831378,816.029593115,476235.782701,772989.790983,40839.0038302
80,84,M32019,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,Cambridge,42.366981,-71.076472,Existing,99848.9014136,219720.276563,7981.60054054,936822.557133,1615904.06021,119098.467363
81,85,C32012,Andrew Station - Dorchester Ave at Humboldt Pl,Boston,42.330825,-71.057007,Removed,97337.8994254,107489.34125,6258.53049005,517384.99027,793431.558298,39810.276869
82,86,K32003,Brookline Village - Station Street @ MBTA,Brookline,42.332799,-71.116205,Existing,94089.0726745,76566.6107627,4244.25744028,350166.158205,472413.626459,29381.6733328
83,87,M32014,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,Cambridge,42.366621,-71.114214,Existing,114867.853556,123279.370266,3093.61151861,529981.912244,851532.364728,67759.5104295
84,88,M32010,Inman Square at Vellucci Plaza / Hampshire St,Cambridge,42.374035,-71.101427,Existing,113032.655895,118401.336923,797.48284638,588165.223911,931746.133708,73703.7523899
85,89,M32020,Harvard Law School at Mass Ave / Jarvis St,Cambridge,42.379011,-71.119945,Existing,103969.928522,89195.6795655,8891.952548,453795.043255,667652.019687,45756.7288222
86,90,M32001,Lechmere Station at Cambridge St / First St,Cambridge,42.3707,-71.07711,Existing,94669.6241529,182330.240236,8550.60096076,838832.772404,1409922.37134,107813.207909
87,91,M32002,One Kendall Square at Hampshire St / Portland St,Cambridge,42.366277,-71.09169,Existing,116376.768628,184220.6854,6088.44791679,770192.997523,1305175.88282,99230.6629568
88,92,C32014,University of Massachusetts Boston,Boston,42.311819,-71.035705,Existing,40529.6449534,14711.8567371,4.58495484352,162368.975679,190079.129019,7730.78092073
89,93,C32013,JFK / UMASS Station,Boston,42.320494,-71.051122,Existing,79280.3219656,42217.1557481,8561.98045717,318595.114759,407221.71745,19347.2202929
90,94,D32020,Charlestown - Main St at Austin St,Boston,42.375603,-71.064608,Existing,74201.190441,144988.251296,1969.25957549,706766.804773,1174603.09731,99944.468068
91,95,M32007,Cambridge St - at Columbia St / Webster Ave,Cambridge,42.372969,-71.094445,Existing,110156.113575,132495.431456,381.771780805,651086.288221,1044654.34313,81776.0599014
92,96,M32013,Cambridge Main Library at Broadway / Trowbridge St,Cambridge,42.373379,-71.111075,Existing,112934.149891,111190.991686,6292.35457444,529473.549702,839553.589682,65549.2436618
93,97,M32015,Harvard  University River Houses at DeWolfe St / Cowperthwaite St,Cambridge,42.369182,-71.117152,Removed,110503.364995,111372.252225,9202.12328872,499647.338556,793581.181572,61069.152904
94,98,D32021,Charlestown - Warren St at Chelsea St,Boston,42.371848,-71.060292,Existing,74393.4943518,181507.736412,1203.32353413,805712.113155,1384028.29607,114632.248382
95,99,B32008,Mayor Thomas M. Menino - Government Center,Boston,42.35892,-71.057629,Existing,84173.409991,280381.116225,58694.7003755,1064389.75863,1863098.12614,131384.273563
96,100,B32017,Dudley Square,Boston,42.328654,-71.084198,Existing,121095.297987,116730.838812,4838.13207011,534835.561343,996426.691222,56637.8330344
97,101,B32020,BIDMC - Brookline at Burlington St,Boston,42.345733,-71.100694,Existing,135833.081422,198147.802748,9970.09506919,669388.69047,1101705.46791,70716.0846366
98,102,C32002,Boston Medical Center -  East Concord at Harrison Ave,Boston,42.336437,-71.073089,Existing,125499.863424,187617.590462,3609.00092615,737711.485421,1326709.82283,71144.6886559
99,103,C32008,Boylston at Fairfield,Boston,42.348762,-71.082383,Existing,134796.866022,274910.640703,24706.2111045,958088.96735,1709265.72047,102918.505744
100,104,C32012,Andrew Station - Dorchester Ave at Humboldt Pl,Boston,42.330716,-71.057044,Existing,97351.1430519,106717.504293,6331.92448526,515333.396483,789831.120841,39617.9059882
101,105,C32015,Mt Pleasant Ave / Dudley Town Common,Boston,42.325333,-71.075354,Existing,114501.944415,89676.5705109,349.067265381,486924.498688,857227.958413,48063.0069597
102,106,C32016,West Broadway at Dorchester St,Boston,42.335693,-71.045859,Existing,74263.6207371,111283.721735,169.691584575,491726.739937,696520.85234,35116.0209742
103,107,C32017,South Boston Library - 646 East Broadway,Boston,42.335741,-71.03877,Existing,57241.0775603,84067.8000515,6.51362908087,379796.12415,496374.695788,24317.3241683
104,108,C32018,E. Cottage St at Columbia Rd,Boston,42.320561,-71.06198,Existing,97927.73259,53239.5916987,1451.08604703,387914.912089,563674.350908,29895.5105356
105,109,C32019,Upham's Corner - Ramsey St at Dudley St,Boston,42.317225,-71.065421,Existing,99341.3454482,43377.6142427,161.406558789,374201.997311,539362.508941,30281.5521473
106,110,D32001,New Balance - Guest St. at Life St.,Boston,42.356975,-71.145442,Existing,81889.5588652,45850.0944763,117.529324059,286631.556732,292173.247872,11197.3887717
107,111,D32003,TD Garden - Causeway at Portal Park #2,Boston,42.366222,-71.059914,Existing,79759.5224284,237291.255305,12093.2872804,967655.199366,1694022.46899,130737.530452
108,112,D32004,Franklin St. / Arch St.,Boston,42.355402,-71.058087,Existing,88996.3313689,288783.656925,67143.9051924,1077127.71466,1877227.38447,125922.342038
109,113,D32016,Charles Circle - Charles St. at Cambridge St.,Boston,42.36069,-71.070884,Existing,103372.446996,282792.93356,17414.7090573,1097495.44528,1943619.17328,134399.004037
110,114,D32022,TD Garden - Causeway at Portal Park #1,Boston,42.365942,-71.060515,Existing,80872.7519653,240851.140954,13249.3664149,980091.608541,1716923.80438,131727.948668
111,115,D32023,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,Boston,42.378338,-71.048927,Existing,67440.4015326,104156.121722,60.5187020995,506598.686302,863509.48691,76776.1430749
112,116,D32024,Charles St at Beacon St,Boston,42.356052,-71.069849,Existing,109449.097345,303667.478565,23375.1030614,1131566.49904,2012843.66206,131526.388629
113,117,D32025,Milk St at India St,Boston,42.358508,-71.052984,Existing,75874.8975131,261577.567175,30983.153587,987042.679178,1707487.48169,121441.324259
114,118,D32026,Hayes Square at Vine St.,Boston,42.377022,-71.056605,Existing,68319.6351524,126628.622529,54.6533335858,613231.029099,1030077.70188,91302.0352497
115,119,D32027,New Balance Store - Boylston at Dartmouth,Boston,42.350413,-71.07655,Existing,127038.855457,292459.315846,31310.0116454,1044114.68962,1866731.8216,113208.110734
116,120,E32001,JP Monument - South St at Centre St,Boston,42.309467,-71.115645,Existing,64443.1854242,22796.5873329,1386.57877071,213960.386175,250560.410275,31575.3478839
117,121,E32002,JP Centre - Centre Street at Myrtle Street,Boston,42.31309,-71.114175,Existing,69153.947744,27269.482679,1149.68461164,230751.433728,287258.249079,32761.4115518
118,122,E32003,Hyde Square at Barbara St,Boston,42.320998,-71.110833,Existing,81247.4797369,45462.4755587,1447.93711144,285399.706317,417490.739984,34866.7355713
119,123,E32004,Egleston Square at Columbus Ave,Boston,42.315692,-71.098634,Existing,89093.6877959,39940.2665927,2693.26627611,312358.923646,488518.390125,41091.8705636
120,124,E32005,Green St T,Boston,42.310579,-71.107341,Existing,73941.0340868,26888.3121567,3895.7470536,247633.022351,323078.428139,36056.2886369
121,125,E32006,Jackson Square T at Centre St,Boston,42.322913,-71.100164,Existing,97955.7196742,65831.149215,7919.38328705,367100.125601,631643.458319,44115.5697199
122,126,K32002,Washington Square at Washington St. / Beacon St.,Brookline,42.339335,-71.13493,Existing,86434.4372038,45723.2007684,3147.34379951,289385.290209,260657.691496,10992.3827412
123,127,K32004,JFK Crossing at Harvard St. / Thorndike St.,Brookline,42.346563,-71.128374,Existing,103388.282568,74113.9904782,4641.00036386,375983.244283,407543.422721,22018.3123499
124,128,M32004,Kendall T at Main St,Cambridge,42.362457,-71.08497,Existing,116709.884085,232515.375672,15126.9121537,913553.441658,1588721.97889,112922.421226
125,129,M32015,Harvard University River Houses / Plympton St at Memorial Drive,Cambridge,42.369832,-71.118201,Existing,109056.97992,108098.1305,12059.7526723,489960.293927,774256.751611,58752.6816846
126,130,M32021,Harvard University Gund Hall at Quincy St / Kirkland S,Cambridge,42.376369,-71.114025,Existing,109822.550834,99714.951602,10818.2376375,497989.401064,764052.338432,56792.9867193
127,131,M32022,Lower Cambridgeport at Magazine St/Riverside Rd,Cambridge,42.356954,-71.113687,Existing,122454.032661,141084.826646,1124.48124707,547597.749342,831029.142641,63854.5641117
128,132,M32023,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,Cambridge,42.377945,-71.116865,Existing,107155.798584,93728.0155612,11455.713154,475521.175247,713191.955011,50880.1084687
129,133,M32024,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,Cambridge,42.380287,-71.125107,Existing,97304.8662,82225.9213078,2711.68569136,416375.892391,594534.667846,38251.7253545
130,134,M32025,Mass Ave / Linear Park,Cambridge,42.397828,-71.130516,Existing,78790.7861337,40268.9964879,3389.06565942,302861.529021,305319.948726,18088.7678488
131,135,M32026,359 Broadway - Broadway at Fayette Street,Cambridge,42.370803,-71.104412,Existing,116295.543359,130042.923799,4970.57952523,592706.461194,965277.422468,77854.3222868
132,136,M32027,Biogen Idec - Binney St / Sixth St,Cambridge,42.366095,-71.086388,Existing,112166.10963,200713.626407,9881.6889775,841658.084626,1437961.53828,106283.825024
133,137,M32029,Porter Square Station,Cambridge,42.387995,-71.119084,Existing,99945.3200833,67448.049599,9710.04110766,416618.690981,526991.79007,32805.5687529
134,138,S32005,Wilson Square,Somerville,42.385582,-71.113341,Existing,104441.43841,73099.8043704,3293.62296538,449828.509728,598680.085148,39505.6369222
135,139,S32006,Davis Square,Somerville,42.396969,-71.123024,Existing,88830.3836261,44991.193696,12616.027718,338834.912964,354524.604609,21152.153032
136,140,S32007,Ball Square,Somerville,42.400146,-71.112708,Existing,90061.5796118,36973.7308069,1111.55157825,318491.130526,318213.500823,19597.8079055
137,141,S32008,Powder House Circle,Somerville,42.400877,-71.116772,Existing,89153.0712856,37000.7816756,2983.69656587,312674.527943,305664.926245,18986.3420339
138,142,S32009,Packard Ave / Powderhouse Blvd,Somerville,42.40449,-71.123413,Existing,81840.0523924,31328.6836766,827.180710499,272624.824945,245541.673741,16103.5303226
139,143,S32010,Somerville Hospital at Highland Ave / Crocker St,Somerville,42.39082,-71.10942,Existing,98999.5728818,55803.0613896,1087.83889456,411249.409568,495736.260031,31036.1541337
140,144,S32011,Teele Square at 239 Holland St,Somerville,42.402763,-71.126908,Existing,79344.0502119,32878.0540309,1437.39070999,279637.021712,258299.312114,16282.3069915
141,145,S32012,Summer St at Cutter St,Somerville,42.394002,-71.120406,Existing,93770.6461623,51987.302763,12872.1638454,369999.479124,413474.4731,24689.4441393
