,nodeid,latitude,longitude
188,2672381136,42.3581337,-71.1176831
189,2672381148,42.3580267,-71.1177260
190,2672381142,42.3579415,-71.1177475
191,2672381143,42.3578602,-71.1177743
192,1040524518,42.3577466,-71.1178243
193,328838667,42.3573829,-71.1161650
194,1039911201,42.3520665,-71.1096654
195,1039559741,42.3520709,-71.1101320
196,3049427268,42.3520917,-71.1102940
197,1039989008,42.3520998,-71.1103567
198,3049427267,42.3521141,-71.1104771
199,3073733885,42.3521360,-71.1106620
200,2691810182,42.3530285,-71.1103646
201,2691810176,42.3530246,-71.1102546
202,2691810108,42.3530285,-71.1100883
203,2691810110,42.3530265,-71.1099193
204,2691810152,42.3530226,-71.1098469
205,1040710107,42.3530038,-71.1096385
206,2691875377,42.3530067,-71.1095760
207,2691875380,42.3530186,-71.1095277
208,2691875378,42.3530437,-71.1094648
209,2691875402,42.3531170,-71.1093227
210,2691875415,42.3531646,-71.1092342
211,2691875411,42.3531983,-71.1091269
212,2691875417,42.3532201,-71.1090410
213,2691875397,42.3532280,-71.1089525
214,2691875384,42.3532320,-71.1087916
215,2691875385,42.3532300,-71.1085556
216,2691875373,42.3532230,-71.1082873
217,2691875401,42.3532340,-71.1081935
218,2691875416,42.3532261,-71.1081192
219,2691875420,42.3531962,-71.1080166
220,2691875421,42.3531712,-71.1079739
221,2691875434,42.3531575,-71.1079391
222,2691875399,42.3531486,-71.1075798
223,2691875396,42.3531561,-71.1075205
224,2691875406,42.3531733,-71.1074603
225,2691875433,42.3531911,-71.1074088
226,2691875381,42.3532049,-71.1073686
227,2691875395,42.3532386,-71.1072961
228,2691875403,42.3532585,-71.1072318
229,2691875424,42.3532689,-71.1071470
230,2691875392,42.3532644,-71.1070601
231,2691875393,42.3532664,-71.1069609
232,2691875394,42.3532585,-71.1068697
233,2691875412,42.3532585,-71.1067463
234,2691875410,42.3532644,-71.1066470
235,2691875429,42.3532545,-71.1065290
236,2691875425,42.3532392,-71.1064150
237,2691875391,42.3532332,-71.1063128
238,1040679573,42.3532316,-71.1062149
239,2694709303,42.3532407,-71.1060940
240,2694709301,42.3532526,-71.1059652
241,2694709314,42.3532566,-71.1058016
242,2694709328,42.3532625,-71.1057292
243,2694709310,42.3532606,-71.1054046
244,2694709306,42.3532665,-71.1052464
245,2694709297,42.3532724,-71.1050855
246,2694709282,42.3532685,-71.1049808
247,2694709294,42.3532606,-71.1048736
248,2694709287,42.3532566,-71.1047555
249,2694709302,42.3532566,-71.1046804
250,2694709285,42.3532665,-71.1046161
251,2694709309,42.3533022,-71.1044820
252,2694709288,42.3533240,-71.1043773
253,2694709327,42.3533398,-71.1042593
254,2694709295,42.3533755,-71.1040769
255,2694709316,42.3534033,-71.1039482
256,2694709323,42.3534508,-71.1037765
257,2694709296,42.3534786,-71.1036880
258,2694709298,42.3534885,-71.1035941
259,2694709300,42.3535083,-71.1035164
260,2694709317,42.3535519,-71.1034252
261,2694709325,42.3535836,-71.1033527
262,2694709284,42.3536491,-71.1031248
263,2694709315,42.3537204,-71.1028887
264,2694709299,42.3537383,-71.1028190
265,2694709291,42.3537620,-71.1027680
266,2694709324,42.3537938,-71.1027063
267,2694709292,42.3538096,-71.1026420
268,2694709304,42.3538334,-71.1025642
269,2694709311,42.3538592,-71.1024837
270,2694709290,42.3539067,-71.1023201
271,2694709329,42.3539543,-71.1021967
272,2694709318,42.3540296,-71.1020090
273,2694709307,42.3541386,-71.1016844
274,2694709322,42.3541545,-71.1016147
275,2694709283,42.3541862,-71.1015235
276,2694709319,42.3542278,-71.1014189
277,2694709320,42.3542695,-71.1013009
278,2694709321,42.3542853,-71.1012150
279,2694709289,42.3543102,-71.1011366
280,2694709293,42.3543300,-71.1010722
281,2694709305,42.3543488,-71.1009844
282,2694709308,42.3543558,-71.1008818
283,2694709313,42.3543606,-71.1008046
284,2694709312,42.3543765,-71.1007376
285,2694709286,42.3543904,-71.1006705
286,2694709326,42.3543974,-71.1005545
287,1039575040,42.3544075,-71.1004727
288,1040233087,42.3544222,-71.1003232
289,2693132923,42.3544464,-71.1002071
290,2693132922,42.3544846,-71.1000903
291,1040025313,42.3547649,-71.0993214
292,2693132931,42.3548050,-71.0991892
293,2693132930,42.3548414,-71.0990637
294,1727276753,42.3548573,-71.0989925
295,1039659521,42.3548629,-71.0989416
296,2693132929,42.3548732,-71.0988828
297,2693132924,42.3548875,-71.0988208
298,1727276754,42.3549150,-71.0987249
299,1039668513,42.3549019,-71.0986753
300,1039745134,42.3569233,-71.0926478
301,2447124022,42.3595266,-71.0848352
302,1040494118,42.3611171,-71.0801127
303,1727247456,42.3611585,-71.0799622
304,1727247457,42.3611891,-71.0798139
305,1727247458,42.3612158,-71.0796706
306,2693132925,42.3612366,-71.0795238
307,2693132928,42.3612505,-71.0793732
308,1727247461,42.3612573,-71.0792188
309,1727247460,42.3612502,-71.0790294
310,1727247459,42.3612434,-71.0788775
311,1040459779,42.3612179,-71.0788527
312,1040695159,42.3612172,-71.0787970
313,1040516885,42.3612382,-71.0787597
314,1039600153,42.3612746,-71.0787546
315,1040494578,42.3613021,-71.0787849
316,1040708524,42.3614782,-71.0787572
317,3616306380,42.3614709,-71.0786853
318,3616306378,42.3614688,-71.0786113
319,3616306392,42.3614360,-71.0786250
320,3616306379,42.3613987,-71.0786428
321,1039562038,42.3613554,-71.0784883
322,3616307997,42.3614115,-71.0784644
323,3616306388,42.3614651,-71.0784452
324,3616306386,42.3615211,-71.0784288
325,3616306376,42.3615189,-71.0783903
326,3616308000,42.3615227,-71.0783493
327,3616308007,42.3615306,-71.0783083
328,1040639216,42.3615435,-71.0782672
329,3616307994,42.3615601,-71.0782485
330,1040463443,42.3615800,-71.0782365
331,1040658225,42.3618869,-71.0781972
332,3616306373,42.3619046,-71.0782029
333,3616306372,42.3619166,-71.0782129
334,1040041717,42.3619312,-71.0782355
335,328830727,42.3627040,-71.0781741
336,1040666658,42.3628638,-71.0780083
337,328816117,42.3628411,-71.0779642
338,1039600485,42.3677838,-71.0732206
339,1727290905,42.3680769,-71.0729299
340,1040617174,42.3675916,-71.0719608
341,1040466043,42.3674785,-71.0720488
342,1039588935,42.3672319,-71.0715722
343,1039928283,42.3673317,-71.0714617
344,1040599743,42.3668997,-71.0706133
345,1040231075,42.3668325,-71.0706761
346,1040329900,42.3667979,-71.0706086
347,328280817,42.3665465,-71.0708180
348,328307714,42.3661757,-71.0700945
349,327672153,42.3661049,-71.0699665
350,327647572,42.3657247,-71.0703156
351,327673370,42.3656145,-71.0701080
352,327295098,42.3655627,-71.0700820
353,327671331,42.3648914,-71.0704072
354,327644249,42.3650367,-71.0709569
355,1040706655,42.3650185,-71.0709657
356,1040181343,42.3650170,-71.0709994
357,1040557850,42.3650090,-71.0710351
358,1040257188,42.3649908,-71.0711185
359,1040533038,42.3649617,-71.0712298
360,1522547726,42.3649376,-71.0713057
361,1522547678,42.3649090,-71.0714335
362,1040220504,42.3648771,-71.0715643
363,1040182195,42.3648406,-71.0716968
364,1039632094,42.3647935,-71.0718467
365,1040598636,42.3647257,-71.0720230
366,1040481587,42.3646465,-71.0721963
367,1039961060,42.3645643,-71.0723369
368,1040478996,42.3644725,-71.0724646
369,1040060802,42.3643733,-71.0725844
370,1040374456,42.3642769,-71.0726700
371,1039952757,42.3641994,-71.0727295
372,1040483871,42.3640698,-71.0728082
373,1040231533,42.3639203,-71.0728794
374,1040655605,42.3638018,-71.0729177
375,1040559097,42.3637029,-71.0729357
376,1040051881,42.3635503,-71.0729528
377,1040696250,42.3633591,-71.0729890
378,1040482523,42.3631910,-71.0730187
379,1040055236,42.3630241,-71.0730328
380,1040525285,42.3628488,-71.0730702
381,1040496799,42.3626693,-71.0730867
382,1039715679,42.3623604,-71.0731372
383,1040579404,42.3621995,-71.0731279
384,1040423159,42.3618920,-71.0730211
385,1040289563,42.3617355,-71.0730280
386,2086554096,42.3616354,-71.0730432
387,1727290902,42.3615116,-71.0730797
388,1727290900,42.3611786,-71.0731262
389,1040649093,42.3611174,-71.0730994
390,1040615371,42.3605845,-71.0731146
391,1040473950,42.3601771,-71.0730950
392,1040371328,42.3600238,-71.0731504
393,1039868052,42.3592988,-71.0734221
394,1039954869,42.3591986,-71.0732190
395,1039740605,42.3591036,-71.0731467
396,1727247453,42.3589883,-71.0731296
397,1727252377,42.3588903,-71.0731369
398,1727247451,42.3588590,-71.0731494
399,1727247452,42.3588246,-71.0731615
400,1727252376,42.3588182,-71.0731332
401,1727252375,42.3588069,-71.0731364
402,1040058856,42.3587926,-71.0731278
403,1040701261,42.3579686,-71.0734580
404,1727247446,42.3579751,-71.0735044
405,1727247445,42.3579408,-71.0735190
406,1040574724,42.3579227,-71.0735272
407,1727247444,42.3579363,-71.0736051
408,1040688468,42.3577622,-71.0736756
409,1039568650,42.3577173,-71.0737224
410,1040446674,42.3576692,-71.0738623
411,1727247442,42.3576558,-71.0739514
412,1040347514,42.3576767,-71.0740663
413,1769091079,42.3576167,-71.0740926
414,1039780348,42.3573184,-71.0742231
415,1040372715,42.3572806,-71.0743345
416,1727247441,42.3572184,-71.0743976
417,1040635892,42.3570295,-71.0743796
418,1040697893,42.3567840,-71.0745470
419,1040443562,42.3564683,-71.0747986
420,1040417975,42.3561432,-71.0751921
421,1039838705,42.3559104,-71.0755640
422,1727247440,42.3557902,-71.0758658
423,1040606265,42.3554146,-71.0772209
424,1727247439,42.3553855,-71.0774406
425,1039875212,42.3553522,-71.0775669
426,1039671912,42.3552924,-71.0776743
427,1040309674,42.3549230,-71.0790668
428,1039717813,42.3546529,-71.0800960
429,1727247438,42.3544795,-71.0805470
430,1727247437,42.3543387,-71.0810373
431,1039795021,42.3542592,-71.0813598
432,1040173182,42.3541926,-71.0813521
433,1727247436,42.3541006,-71.0813736
434,1727247435,42.3540422,-71.0814124
435,1727247434,42.3539894,-71.0814592
436,1727247433,42.3539389,-71.0815284
437,1039585761,42.3539159,-71.0815872
438,1040353770,42.3532639,-71.0840104
439,1727247427,42.3532554,-71.0840828
440,1727247428,42.3532571,-71.0841499
441,1727247429,42.3532680,-71.0842199
442,1727247430,42.3532875,-71.0842853
443,1727247431,42.3533158,-71.0843547
444,1727247432,42.3533645,-71.0844248
445,1040111908,42.3534171,-71.0844717
446,1039986054,42.3532244,-71.0851842
447,1040426283,42.3531938,-71.0854783
448,2086567105,42.3524383,-71.0883167
449,1040006583,42.3523347,-71.0887148
450,2498705998,42.3522077,-71.0896792
451,2498705996,42.3521991,-71.0897251
452,2498706000,42.3521862,-71.0897541
453,2498706003,42.3521697,-71.0897710
454,2498706005,42.3521557,-71.0898421
455,2498703941,42.3521647,-71.0898590
456,2498705997,42.3521673,-71.0898858
457,2498706002,42.3521620,-71.0899602
458,2498703953,42.3521005,-71.0902371
459,2498703957,42.3520879,-71.0903019
460,1039762605,42.3520573,-71.0905329
461,2498703952,42.3520536,-71.0905950
462,2498703938,42.3520339,-71.0908640
463,2498706001,42.3520331,-71.0909632
464,2498703936,42.3520302,-71.0910985
465,1727276749,42.3520181,-71.0912777
466,2498705999,42.3520053,-71.0914348
467,1727276748,42.3519889,-71.0915756
468,2498703943,42.3519773,-71.0916541
469,2498706004,42.3519540,-71.0917486
470,1040590007,42.3519485,-71.0917911
471,2498703937,42.3519399,-71.0919222
472,1040165011,42.3519281,-71.0920264
473,1727276747,42.3518947,-71.0921504
474,1040342505,42.3518537,-71.0921967
475,327284086,42.3517988,-71.0921924
476,1627851170,42.3517442,-71.0923758
477,327295010,42.3515521,-71.0930053
478,1004995732,42.3515790,-71.0930342
479,1004995709,42.3516000,-71.0930865
480,255724524,42.3516018,-71.0931276
481,255724525,42.3515845,-71.0931851
482,1004995737,42.3515362,-71.0932908
483,255724526,42.3514738,-71.0934056
484,2498689772,42.3514400,-71.0934501
485,2498689769,42.3514168,-71.0934836
486,1040277820,42.3513597,-71.0936207
487,2498689771,42.3512247,-71.0939184
488,2498689773,42.3512115,-71.0939362
489,2498689779,42.3510597,-71.0942632
490,2498689781,42.3510512,-71.0942920
491,2498689776,42.3510492,-71.0943230
492,2498689770,42.3510533,-71.0943478
493,2498689775,42.3510628,-71.0943728
494,1040470885,42.3510633,-71.0943987
495,2498689777,42.3510579,-71.0944435
496,1039751277,42.3510510,-71.0945084
497,2498689763,42.3510494,-71.0945949
498,2498689765,42.3510558,-71.0946799
499,1040701964,42.3510680,-71.0947657
500,1039609050,42.3511296,-71.0949847
501,1727276745,42.3511515,-71.0951175
502,2498689766,42.3511581,-71.0952389
503,1040552296,42.3511599,-71.0953656
504,2498689767,42.3511554,-71.0955908
505,1040437592,42.3511416,-71.0958533
506,1040541006,42.3510453,-71.0965847
507,1040450261,42.3510328,-71.0969640
508,1040556983,42.3510193,-71.0971629
509,1727276744,42.3510906,-71.0981861
510,1040426300,42.3511030,-71.0982781
511,2086567104,42.3511509,-71.0984237
512,1040192001,42.3513428,-71.0988942
513,1727276746,42.3514654,-71.0993274
514,1040564603,42.3515273,-71.0995910
515,1040413802,42.3516595,-71.1003468
516,1040677072,42.3516577,-71.1005400
517,1040559162,42.3516919,-71.1009938
518,1040024833,42.3516508,-71.1014889
519,1040585582,42.3515314,-71.1024255
520,1040281000,42.3515237,-71.1026551
521,1040563259,42.3514648,-71.1030163
522,1040536269,42.3514351,-71.1033772
523,1040098986,42.3514451,-71.1041689
524,1040669870,42.3515046,-71.1050986
525,1040485934,42.3515649,-71.1056154
526,1040417444,42.3516135,-71.1061742
527,1040358807,42.3516202,-71.1064880
528,1040549138,42.3516654,-71.1068651
529,1039890837,42.3518928,-71.1077202
530,1040441838,42.3520600,-71.1085545
531,1040167934,42.3520842,-71.1089075
532,1039911201,42.3520665,-71.1096654
