,start_day,seq_id,hubway_id,duration,strt_statn,end_statn,birth_date,riderateBoston
521,2013-08-16,6252149750,7019906897,5477700,343484.0,341673.0,,5425.0
522,2013-08-17,5319780378,5971918451,5937600,285709.0,288249.0,,4596.0
523,2013-08-18,4939253904,5543931275,5257740,270086.0,269680.0,,4251.0
524,2013-08-19,6087519693,6831422825,4737540,335341.0,338820.0,,5218.0
525,2013-08-20,6097130347,6840869121,4364400,336862.0,334604.0,,5203.0
526,2013-08-21,6102967955,6846311905,4454940,336784.0,339264.0,,5185.0
527,2013-08-22,5973464586,6699577802,4247640,324380.0,321996.0,,5053.0
528,2013-08-23,6048967420,6782572780,4553820,330776.0,329534.0,,5095.0
529,2013-08-24,5463279725,6124582572,5739720,296428.0,296768.0,,4583.0
530,2013-08-25,5231327530,5863555200,5386080,279500.0,274745.0,,4372.0
531,2013-08-26,5428513220,6083377670,3687960,290047.0,288902.0,,4520.0
532,2013-08-27,6184666167,6929241285,4334340,331572.0,329669.0,,5129.0
533,2013-08-28,6598135452,7390727508,4541640,354016.0,351736.0,,5448.0
534,2013-08-29,5314009585,5951088352,3212460,286600.0,283324.0,,4370.0
535,2013-08-30,6218513235,6962514339,4553040,329681.0,326788.0,,5094.0
536,2013-08-31,4361283020,4882330612,4125900,228184.0,225249.0,,3560.0
537,2013-09-01,3206738815,3589470930,2733660,167640.0,169867.0,,2611.0
538,2013-09-02,4089818843,4577485210,3398760,218113.0,215833.0,,3322.0
539,2013-09-03,6092294922,6817727416,3863880,321079.0,319200.0,,4932.0
540,2013-09-04,6637380400,7426266137,4198080,339010.0,342746.0,,5351.0
541,2013-09-05,5630164056,6298123427,3231300,295351.0,295751.0,,4521.0
542,2013-09-06,6499769004,7269662778,4291920,339576.0,338811.0,,5199.0
543,2013-09-07,5750806343,6431074022,5068080,303606.0,303056.0,,4582.0
544,2013-09-08,4843269723,5415442731,4198440,259166.0,256753.0,,3846.0
545,2013-09-09,6305955315,7049925421,4009560,324205.0,327482.0,,4990.0
546,2013-09-10,5943184860,6643016280,3363060,309827.0,309988.0,,4685.0
547,2013-09-11,6463963674,7223856393,3754980,329184.0,329476.0,,5076.0
548,2013-09-12,6366753210,7113925662,4153320,326844.0,327989.0,,4980.0
549,2013-09-13,5268028795,5885163198,3378720,268787.0,269814.0,,4106.0
550,2013-09-14,5884458567,6572711122,5109840,295951.0,294748.0,,4571.0
551,2013-09-15,5861350299,6546239841,5032200,305328.0,300679.0,,4537.0
552,2013-09-16,6024798324,6727946326,3207420,312159.0,311884.0,,4647.0
553,2013-09-17,6986449316,7800422032,4033320,356077.0,355093.0,,5368.0
554,2013-09-18,6905265942,7708326730,3940320,348799.0,348376.0,,5284.0
555,2013-09-19,7134355282,7962681259,4454460,361069.0,363302.0,,5437.0
556,2013-09-20,7323684893,8172686367,4610760,365289.0,364420.0,,5558.0
557,2013-09-21,5945581450,6634035378,4985040,296372.0,295741.0,,4495.0
558,2013-09-22,4733813672,5281278280,3729240,241379.0,237840.0,,3568.0
559,2013-09-23,6528447090,7282612042,3509580,326829.0,327401.0,,4905.0
560,2013-09-24,6685009320,7456163346,3730980,326706.0,329982.0,,5004.0
561,2013-09-25,6754377176,7532245195,3591120,336121.0,336455.0,,5037.0
562,2013-09-26,7033288895,7842230328,4139280,350762.0,350079.0,,5225.0
563,2013-09-27,6927910020,7723418549,4145460,345344.0,340722.0,,5127.0
564,2013-09-28,6191982279,6901945440,5102040,312725.0,311900.0,,4566.0
565,2013-09-29,5150029545,5739737296,4074840,254020.0,253581.0,,3786.0
566,2013-09-30,6573201128,7324886813,3387480,320653.0,323313.0,,4817.0
567,2013-10-01,7346934018,8185527392,4072500,366195.0,363523.0,,5364.0
568,2013-10-02,7502461032,8357247038,4031100,372013.0,370688.0,,5456.0
569,2013-10-03,7728663177,8607871381,4676220,378056.0,375593.0,,5598.0
570,2013-10-04,7062844516,7865329540,3845280,343278.0,341022.0,,5096.0
571,2013-10-05,6382385789,7106457513,5031600,308546.0,310782.0,,4589.0
572,2013-10-06,2185603056,2433414646,1285380,106981.0,108559.0,,1568.0
573,2013-10-07,6123814512,6817571563,2992980,296199.0,296170.0,,4384.0
574,2013-10-08,7295588250,8120636504,3853980,350452.0,350402.0,,5205.0
575,2013-10-09,7039399518,7834332243,3605820,337339.0,340021.0,,5004.0
576,2013-10-10,7171926220,7980555969,4218360,350115.0,348347.0,,5080.0
577,2013-10-11,7125343679,7927591932,4129560,337673.0,338364.0,,5029.0
578,2013-10-12,4248372899,4726205590,2709840,206795.0,204356.0,,2990.0
579,2013-10-13,5686011184,6325121021,4587780,276842.0,277476.0,,3992.0
580,2013-10-14,6009493357,6684108105,3818520,284558.0,286173.0,,4207.0
581,2013-10-15,7094931530,7890338508,3871140,334598.0,332747.0,,4951.0
582,2013-10-16,7151134216,7951570140,3672480,333712.0,334260.0,,4973.0
583,2013-10-17,7327642865,8146668925,3951060,349573.0,348274.0,,5078.0
584,2013-10-18,7942468974,8829121295,5001480,373614.0,367182.0,,5484.0
585,2013-10-19,7433697615,8262439688,7106880,350796.0,345018.0,,5114.0
586,2013-10-20,6193306666,6883041307,5290800,291743.0,293396.0,,4247.0
587,2013-10-21,7144527654,7939138724,3540540,331018.0,332400.0,,4884.0
588,2013-10-22,7296289641,8106511914,3807420,340593.0,334831.0,,4971.0
589,2013-10-23,7135129755,7925998638,3439440,330862.0,327929.0,,4845.0
590,2013-10-24,7083209076,7867056158,4012680,324890.0,325072.0,,4794.0
591,2013-10-25,6274759658,6968107777,3054480,288102.0,286096.0,,4234.0
592,2013-10-26,4572887643,5077683526,2793840,216337.0,215472.0,,3078.0
593,2013-10-27,4358830152,4839543951,2772660,197437.0,198425.0,,2928.0
594,2013-10-28,6077616556,6746841006,2744160,278014.0,276884.0,,4073.0
595,2013-10-29,6043264892,6707556456,2687220,276370.0,273451.0,,4039.0
596,2013-10-30,5853774547,6496388383,2791080,261433.0,259643.0,,3902.0
597,2013-10-31,6064795296,6729788195,3098460,274340.0,280094.0,,4032.0
598,2013-11-01,6127869419,6799157154,2885760,281216.0,276111.0,,4063.0
599,2013-11-02,7237968045,8030197561,5688360,333195.0,334593.0,,4785.0
600,2013-11-03,3038127126,3370433655,1385760,136842.0,139654.0,,2004.0
601,2013-11-04,5174336959,5739756579,2142360,238577.0,235891.0,,3407.0
602,2013-11-05,5847388601,6485655647,2452680,264614.0,262549.0,,3841.0
603,2013-11-06,6293112189,6979012118,3250740,284287.0,283035.0,,4123.0
604,2013-11-07,4105839606,4552809942,1670760,190596.0,181908.0,,2684.0
605,2013-11-08,5585925862,6193464586,2647680,251600.0,251962.0,,3644.0
606,2013-11-09,3693923675,4095312274,2003640,165588.0,162993.0,,2405.0
607,2013-11-10,3602718507,3993890119,1876980,163376.0,163121.0,,2342.0
608,2013-11-11,4892887725,5423629276,2107500,218095.0,217410.0,,3175.0
609,2013-11-12,3668169809,4065679863,1432500,169100.0,166283.0,,2376.0
610,2013-11-13,4365605737,4838225442,1667340,196705.0,192884.0,,2823.0
611,2013-11-14,5080787547,5630115515,2004180,227431.0,224128.0,,3279.0
612,2013-11-15,6220305675,6892028674,2916000,276223.0,273768.0,,4005.0
613,2013-11-16,4866245763,5391269018,3047580,222466.0,215997.0,,3126.0
614,2013-11-17,3466490625,3840121805,1930920,153265.0,154165.0,,2223.0
615,2013-11-18,4989294699,5526551143,2089020,222892.0,223132.0,,3194.0
616,2013-11-19,4294504060,4756436600,1630260,197161.0,194532.0,,2744.0
617,2013-11-20,3988219896,4416785615,1499340,183256.0,180868.0,,2544.0
618,2013-11-21,3997834859,4427048850,1813980,184389.0,183468.0,,2546.0
619,2013-11-22,2402441548,2660179869,962280,108410.0,108729.0,,1528.0
620,2013-11-23,2415798350,2674840345,1276800,110285.0,106933.0,,1535.0
621,2013-11-24,1074094417,1189228645,403620,49644.0,49523.0,,682.0
622,2013-11-25,2149584206,2379923423,757200,102310.0,101695.0,,1364.0
623,2013-11-26,2160912645,2392342897,799680,103063.0,100718.0,,1370.0
624,2013-11-27,572877525,634211143,222180,27292.0,28062.0,,363.0
625,2013-11-28,263599480,291819349,126540,16027.0,14352.0,,167.0
626,2013-11-29,386768270,428170085,142140,23748.0,22723.0,,245.0
627,2013-11-30,405776529,449208500,166080,24475.0,23869.0,,257.0
