id,latitude,longitude
1040183021,42.3730465,-71.1334087
2660296263,42.3729497,-71.1335054
2660296313,42.372845,-71.1335877
1040067415,42.3727613,-71.1336262
2660296266,42.3725797,-71.133682
2660296287,42.3724826,-71.1337229
1040534982,42.3721491,-71.1337613
2660296289,42.3720758,-71.1337593
2660296273,42.3720382,-71.1337676
1039634932,42.372023,-71.1337771
2660296268,42.3720208,-71.1338028
2660296260,42.3720223,-71.1338766
2660296318,42.3720056,-71.1338758
2660296292,42.372,-71.133822
2660296278,42.3719924,-71.1338008
2660296281,42.3719753,-71.1337855
2660296270,42.3719432,-71.1337772
2660296316,42.3719127,-71.1337629
2660296254,42.3718815,-71.1337104
2660296284,42.3718338,-71.1336525
2660296276,42.3718006,-71.1336091
1040592757,42.3717805,-71.1335668
2660296296,42.3717489,-71.1335313
2660296257,42.3716479,-71.1334515
2660296274,42.371385,-71.1332396
1184720071,42.3711997,-71.1330655
1184720451,42.3710045,-71.132922
1184720001,42.3708826,-71.1328174
1184720119,42.3708103,-71.1327531
1184720428,42.3707171,-71.1326632
1184720269,42.3705844,-71.1325626
1184720058,42.3705338,-71.1325425
1184720401,42.3704754,-71.1325398
1184720313,42.370407,-71.1325506
1184720217,42.3703476,-71.1325492
1184720445,42.3703069,-71.1325425
1184720165,42.3702445,-71.132513
1184719972,42.370189,-71.1324835
1184720241,42.3701256,-71.1324594
1184720197,42.3700563,-71.1324594
1184720096,42.3699711,-71.1324768
1184720256,42.3698779,-71.1324956
1184720231,42.3697838,-71.1325237
1184719998,42.3696857,-71.1325492
1184720448,42.3695886,-71.1325962
1184720342,42.3695064,-71.1326324
1184720320,42.3694231,-71.1326847
1184720168,42.369333,-71.1327557
1184720441,42.3692507,-71.1328282
1184720179,42.3691695,-71.1328912
1184720148,42.369117,-71.1329462
1184720398,42.3690793,-71.1329743
1184720261,42.3690446,-71.1330347
1184720216,42.3690278,-71.1330816
1184720235,42.3690119,-71.1331018
1184719968,42.3689852,-71.1331178
1184720100,42.3688901,-71.1332131
1184720127,42.3688197,-71.133315
1184720012,42.3687216,-71.1334652
1184720174,42.3686146,-71.1336395
1184720114,42.3685532,-71.1337535
1184720150,42.3685155,-71.1338192
1184720138,42.3684789,-71.1338689
1184720360,42.3684343,-71.1339252
1184720387,42.3683917,-71.1339775
1184720286,42.368356,-71.1340633
1184720348,42.3683372,-71.1341451
1184720135,42.3683055,-71.1342082
1184720389,42.368244,-71.1343128
1184719995,42.3681618,-71.1344643
1184719971,42.3681053,-71.134589
1184720043,42.3680112,-71.1347567
1184720412,42.3679408,-71.1348881
1184720459,42.3678903,-71.1350088
1184720061,42.3678546,-71.1351429
1184720221,42.3678269,-71.1352623
1184720195,42.3677902,-71.1354715
1184720019,42.3677645,-71.135623
1184720117,42.3677288,-71.1358752
1184720426,42.3677159,-71.1359167
1184720002,42.3676981,-71.1359409
1184719964,42.3676644,-71.135965
1184720277,42.3676396,-71.1359945
1184720424,42.3676188,-71.1360441
1184720038,42.367601,-71.1360951
1184720039,42.3675732,-71.1361608
1184719977,42.3674632,-71.1363486
1184720287,42.3674256,-71.1364009
1184720070,42.3674068,-71.1364424
1184719967,42.367383,-71.1365162
1184720300,42.3673443,-71.1366047
1184720045,42.367271,-71.1367241
1184720102,42.3672046,-71.1368381
1040434433,42.3665921,-71.1360812
1040102010,42.3666313,-71.1360107
1040316266,42.3667036,-71.1358645
1040411418,42.3667378,-71.1357823
1040558590,42.3667315,-71.1357754
1331979925,42.3667438,-71.1357365
1039779172,42.3667566,-71.1356982
1331979945,42.3667651,-71.1356808
1331979929,42.3667768,-71.1356737
1040213979,42.3668859,-71.1353403
1331989208,42.3670267,-71.1350042
1331989212,42.367041,-71.1349526
1331989204,42.3670618,-71.1349398
1040362895,42.3670752,-71.1349232
1331989206,42.3670881,-71.1348956
1331989226,42.3670975,-71.1348667
1039934824,42.3671035,-71.1348415
1040464759,42.3671153,-71.1348374
1040208933,42.3671292,-71.1348231
1040168353,42.3671381,-71.1347984
1040704522,42.3671591,-71.1347471
1040643780,42.3671868,-71.1346733
1040503937,42.3672147,-71.1345794
1040330879,42.3672374,-71.1345083
1040544135,42.3672592,-71.1344292
1040697827,42.3672938,-71.134322
1040456135,42.3673196,-71.1342294
1040344132,42.3673476,-71.1341414
1040360599,42.3673669,-71.1340557
1040134679,42.3673858,-71.1339839
1040419547,42.3674055,-71.1339295
1334202427,42.3674395,-71.1338525
1040636521,42.3674732,-71.1337774
1040116912,42.3675114,-71.1336912
1039724284,42.3675451,-71.1336191
1040422550,42.3675838,-71.1335402
1040533575,42.3676264,-71.133442
1040421643,42.3676848,-71.1333376
1040449204,42.3677255,-71.1332476
1040506882,42.3677731,-71.1331469
1040661564,42.3678237,-71.1330628
1040201771,42.3678899,-71.1329456
1040496448,42.3679506,-71.1328471
1039721909,42.3680232,-71.1327359
1040465594,42.3681302,-71.1325721
1040569796,42.3682634,-71.1323863
1040261612,42.3683556,-71.1322713
1040470969,42.3684947,-71.1321269
1040597423,42.3685768,-71.1320046
1334202410,42.3686686,-71.1319092
1040504537,42.3687333,-71.1318288
1334202418,42.3687768,-71.131759
1040507602,42.3688144,-71.1316868
1334202417,42.3688877,-71.1315898
1040463164,42.3689175,-71.1315204
1334202408,42.3689868,-71.1314289
1040473700,42.3690672,-71.1313392
1040016150,42.3691741,-71.1312438
1040177598,42.3692774,-71.131188
1040497803,42.369398,-71.1311369
1040310251,42.369504,-71.1311046
1040454595,42.3696289,-71.1310845
1039590743,42.3697418,-71.131071
1040686473,42.3698588,-71.1310762
1040540922,42.3699429,-71.131099
1040068098,42.3700549,-71.1311406
1040084640,42.3703225,-71.1312428
1334202409,42.3704263,-71.1312751
1040593751,42.3705342,-71.131328
1040136976,42.3706325,-71.1313728
1039682947,42.370786,-71.1314539
1040528372,42.3709662,-71.1315588
1040553602,42.3710935,-71.1316474
1039913559,42.3712277,-71.1317464
1334202426,42.3712842,-71.1318225
1334202420,42.3713537,-71.1319077
1040029006,42.3714188,-71.1319729
1334202425,42.3715337,-71.1320734
1039600617,42.3715793,-71.1321349
1040186079,42.371669,-71.1322515
1040163433,42.3717919,-71.1324001
1334202414,42.3719298,-71.1325152
1334202415,42.3720262,-71.1325811
1040535359,42.3721079,-71.1326225
1040400394,42.3721807,-71.1326567
2660329383,42.3722557,-71.1326751
1040273707,42.3723347,-71.132684
1040070204,42.3724416,-71.1326792
2660329384,42.3725479,-71.1326712
2660329377,42.3726407,-71.1326423
1040561603,42.3727225,-71.1326007
1040183021,42.3730465,-71.1334087
