,stationid,duration,nrides,ndays,lat,lng,originpop,originwork,originsubway,destpop,destwork,destsubway,ridesperday
18,21.0,600.0,19038.0,446.0,42.345959,-71.082578,136763.818195,262585.373495,24012.8309759,914102.54392,1638221.18176,95834.1330545,42.6860986547
19,22.0,509.0,49288.0,446.0,42.352175,-71.055547,87056.361385,273446.073237,45583.4020454,1013070.50123,1736015.40635,112107.505066,110.511210762
20,23.0,606.0,8244.0,231.0,42.359677,-71.059364,86436.5890624,282621.71721,58801.0455559,1079986.06819,1897621.53621,134419.267422,35.6883116883
21,24.0,540.0,11599.0,446.0,42.351821,-71.045461,64821.9722084,211021.049289,6442.05294875,784655.173632,1279261.88152,83891.9968601,26.0067264574
22,25.0,534.25,14547.0,446.0,42.341332,-71.076847,132083.970562,236264.53949,12131.1035962,860213.364266,1555573.01599,86283.8741951,32.6165919283
23,26.0,510.0,13633.0,416.0,42.341522,-71.068922,121394.391355,234948.448207,4872.10634762,879689.409852,1555357.09746,85862.1809812,32.7716346154
24,27.0,599.0,5632.0,444.0,42.331567,-71.094734,120820.847443,129334.664487,10705.2251799,527515.383413,961220.886819,56173.9109718,12.6846846847
25,29.0,780.0,3694.0,411.0,42.363732,-71.124565,104355.005241,97024.4600347,258.504585298,444808.99271,653555.02076,46166.2701055,8.98783454988
26,30.0,720.0,7556.0,412.0,42.334073,-71.105221,113085.935701,118992.591894,6940.08804268,467883.674783,765615.19596,46197.6343191,18.3398058252
27,31.0,570.0,9565.0,412.0,42.348833,-71.041747,58308.3041542,173313.196745,3236.91507131,652309.637798,1016318.42891,63727.4601217,23.2160194175
28,32.0,589.25,14902.0,446.0,42.343912,-71.102221,133230.852296,184516.373006,7661.61388509,630508.182277,1026024.268,64784.9822622,33.4125560538
29,33.0,660.0,21647.0,433.0,42.349046,-71.096831,138194.599176,223571.797588,13913.7269571,751702.601396,1270663.4166,83335.8966659,49.9930715935
30,34.0,589.75,3886.0,280.0,42.346171,-71.099855,136639.376946,203382.404676,10705.1248632,685157.237091,1135201.44206,72962.5633387,13.8785714286
31,35.0,478.5,8059.0,227.0,42.354594,-71.05896,91692.9827612,291653.753726,67912.0691534,1084701.81848,1892050.11028,125162.501818,35.5022026432
32,36.0,660.0,29532.0,423.0,42.349673,-71.077303,128792.080582,288981.417564,33195.7430924,1027185.52604,1837481.67662,110563.746694,69.8156028369
33,37.0,1229.5,808.0,207.0,42.357247,-71.146452,80414.7921963,44602.3699968,73.0441794322,280430.587837,283580.790539,10697.4427132,3.90338164251
34,38.0,643.0,17692.0,231.0,42.366231,-71.060868,81009.8133657,238717.152258,11770.7541894,975691.740794,1708267.15262,131391.709891,76.5887445887
35,39.0,540.0,16519.0,434.0,42.338623,-71.074182,128130.97155,210385.938537,5627.07633475,796830.038551,1437299.154,78008.8906183,38.0622119816
36,40.0,480.0,19812.0,446.0,42.363871,-71.050877,69147.1017856,225296.583391,8202.92438837,881157.78559,1531762.24481,117720.75233,44.4215246637
37,41.0,785.5,11299.0,442.0,42.352261,-71.123831,111568.704719,97402.401554,5918.71315561,439529.952079,554652.48789,36075.7757318,25.5633484163
38,42.0,600.0,22112.0,432.0,42.352096,-71.070378,116062.484922,303480.063034,25808.694158,1106742.73545,1970541.30021,122356.051569,51.1851851852
39,43.0,420.0,21279.0,443.0,42.357143,-71.050699,72458.7767862,251527.149594,19399.0918121,941889.923349,1611980.42485,113154.741685,48.0338600451
40,44.0,584.0,12793.0,431.0,42.360583,-71.056868,81060.2418411,270508.850544,46073.2607135,1038010.22926,1817196.79463,131420.605412,29.6821345708
41,45.0,630.0,14180.0,421.0,42.344763,-71.09788,137365.577347,207226.021024,9058.36025682,698807.57277,1179113.77491,73597.9773422,33.6817102138
42,46.0,570.0,16436.0,446.0,42.343864,-71.085918,138934.050081,243011.103046,17324.2916753,840848.537506,1506037.64767,87451.2547698,36.8520179372
43,47.0,534.0,17931.0,437.0,42.362811,-71.056067,77611.7563375,254575.058536,28561.5696073,993854.881841,1739729.45595,130001.171095,41.0320366133
44,48.0,422.0,20312.0,435.0,42.356755,-71.055407,82163.7180493,276896.210496,51245.1715844,1037694.79658,1800067.04626,124064.180339,46.6942528736
45,49.0,570.0,13575.0,444.0,42.351146,-71.066289,110203.729137,300033.40439,32607.8290465,1099160.81769,1943171.39701,120203.709163,30.5743243243
46,50.0,540.0,15977.0,400.0,42.350989,-71.073644,122454.354339,298257.992901,28048.131403,1075599.33221,1920802.19975,117252.781971,39.9425
47,51.0,634.0,3264.0,394.0,42.3348756,-71.0790969,129318.224295,174133.334077,4712.57710521,687421.574072,1264389.74134,68665.6707189,8.28426395939
48,52.0,660.0,17980.0,435.0,42.348717,-71.085954,137242.417378,264598.865651,18179.9577646,910320.900008,1613063.84058,98470.2972299,41.3333333333
49,53.0,541.0,23681.0,435.0,42.350851,-71.089886,137044.705624,254219.569728,12475.291572,869867.709191,1519194.37282,97224.8383685,54.4390804598
50,54.0,660.0,16900.0,411.0,42.354979,-71.063348,99808.8861808,302507.173294,61735.4822979,1125434.87772,1984720.14845,130184.639146,41.1192214112
51,55.0,540.0,15719.0,410.0,42.347265,-71.088088,139034.249828,253375.835527,17474.3820719,864141.923071,1525920.91705,92630.4582175,38.3390243902
52,56.0,671.0,1619.0,163.0,42.3281898,-71.0833545,120392.432792,113148.593306,4213.96214959,528733.072131,982472.944124,55850.2625515,9.93251533742
53,57.0,480.0,12646.0,429.0,42.340799,-71.081572,135915.037834,228104.974814,14154.2721128,818881.844525,1487847.04408,83127.5873228,29.4778554779
54,58.0,660.0,17864.0,402.0,42.355596,-71.07278,114561.759476,301044.306324,15751.6480151,1114026.15982,1984531.67404,128271.501188,44.4378109453
55,59.0,540.0,10290.0,416.0,42.351356,-71.059367,96180.6016077,286007.180658,48396.5197951,1056568.7003,1832227.15539,115752.224847,24.7355769231
56,60.0,742.5,8648.0,189.0,42.360877,-71.07131,103651.712408,280958.534404,16698.963282,1092644.45261,1934231.23706,133929.238157,45.7566137566
57,61.0,654.75,6138.0,164.0,42.348323,-71.082674,135396.61066,272721.175484,24508.2007858,948786.366328,1693064.02861,101550.541203,37.4268292683
58,62.0,780.0,5199.0,366.0,42.340299,-71.109927,118763.50926,133385.364484,5476.29185468,495104.69471,736014.670526,45483.3435013,14.2049180328
59,63.0,556.25,5149.0,382.0,42.344023,-71.057054,97312.6515774,228970.56836,8918.1394271,868633.071625,1452603.17894,83325.614846,13.4790575916
60,64.0,495.0,16471.0,367.0,42.3511,-71.0496,74644.4924321,236570.326748,16857.8959701,879061.808012,1459135.26537,94024.5941874,44.8801089918
61,65.0,693.5,4409.0,352.0,42.3475,-71.0441,64536.6607659,183120.071894,3409.52887748,692611.250795,1084768.72275,66472.0786312,12.5255681818
62,66.0,900.0,4426.0,237.0,42.348607,-71.13401,98417.8059617,61025.4396215,6462.34074473,347864.160743,354324.28265,16557.5949465,18.6751054852
63,67.0,480.0,23370.0,258.0,42.3581,-71.093198,129059.820248,226418.979658,3771.4657348,819853.777013,1412478.77909,101114.336104,90.5813953488
64,68.0,600.0,13936.0,259.0,42.36507,-71.1031,121708.062618,158948.750075,16547.6999017,643349.535647,1074110.82431,86667.1173422,53.8069498069
65,69.0,840.0,6356.0,255.0,42.341598,-71.123338,102680.378474,81352.6915781,5365.36748213,377678.614984,433171.062932,24703.569049,24.9254901961
66,70.0,660.0,7016.0,260.0,42.372244,-71.121851,103698.592374,97864.9534811,17758.1288108,456945.327289,707029.460098,50637.7366407,26.9846153846
67,71.0,660.0,2935.0,245.0,42.383405,-71.107593,106419.171191,77984.1312621,251.065252016,480184.30627,665058.704407,46522.8433669,11.9795918367
68,72.0,604.0,10415.0,251.0,42.362613,-71.084105,115633.173288,234305.434958,14319.124672,924227.605572,1608538.23539,114125.026045,41.4940239044
69,73.0,765.5,6504.0,261.0,42.373231,-71.120886,104604.792921,98213.2775965,21301.5421663,462378.484147,715437.434818,51441.3892158,24.9195402299
70,74.0,780.0,15547.0,261.0,42.373268,-71.118579,107232.608184,101681.613451,22683.7827195,479078.253345,747230.242852,55083.9214123,59.5670498084
71,75.0,600.0,14412.0,255.0,42.363562,-71.10042,123413.483634,174173.622875,12831.2697982,684219.466041,1151926.13505,91179.5754807,56.5176470588
72,76.0,600.0,11072.0,262.0,42.366426,-71.105495,119986.981489,146582.237953,14146.7246667,610474.209544,1011230.97844,82293.2926157,42.2595419847
73,77.0,900.0,1835.0,252.0,42.386428,-71.096413,95642.2525347,61439.0190303,4.10238933707,457661.658147,600089.296476,41706.7601519,7.28174603175
74,78.0,720.0,4092.0,257.0,42.379637,-71.095319,103390.974923,92213.4552709,4.08030101228,553070.732858,812377.467524,61458.6724317,15.9221789883
75,79.0,600.0,5393.0,252.0,42.378551,-71.106541,110398.855791,95700.5263477,399.515803742,522415.201467,782089.536375,58814.8123529,21.4007936508
76,80.0,600.0,15279.0,256.0,42.362429,-71.090188,120969.588214,214852.633459,12125.4658937,835674.708943,1440847.45276,105364.959509,59.68359375
77,81.0,570.0,9283.0,253.0,42.352409,-71.062679,101784.098659,298333.204446,51924.3648516,1100705.87787,1932122.53455,122677.580517,36.6916996047
78,82.0,1000.0,301.0,39.0,42.333689,-71.120526,90179.6173391,66948.7765017,3727.75145815,325940.114713,396048.171655,23966.0981453,7.71794871795
79,83.0,960.0,1055.0,218.0,42.325941,-71.065928,107462.691226,86078.0831378,816.029593115,476235.782701,772989.790983,40839.0038302,4.83944954128
80,84.0,780.0,7870.0,252.0,42.366981,-71.076472,99848.9014136,219720.276563,7981.60054054,936822.557133,1615904.06021,119098.467363,31.2301587302
81,85.0,757.0,236.0,35.0,42.330825,-71.057007,97337.8994254,107489.34125,6258.53049005,517384.99027,793431.558298,39810.276869,6.74285714286
82,86.0,930.0,3685.0,247.0,42.332799,-71.116205,94089.0726745,76566.6107627,4244.25744028,350166.158205,472413.626459,29381.6733328,14.9190283401
83,87.0,480.0,5242.0,231.0,42.366621,-71.114214,114867.853556,123279.370266,3093.61151861,529981.912244,851532.364728,67759.5104295,22.6926406926
84,88.0,600.0,8233.0,240.0,42.374035,-71.101427,113032.655895,118401.336923,797.48284638,588165.223911,931746.133708,73703.7523899,34.3041666667
85,89.0,600.0,4232.0,232.0,42.379011,-71.119945,103969.928522,89195.6795655,8891.952548,453795.043255,667652.019687,45756.7288222,18.2413793103
86,90.0,772.75,6790.0,234.0,42.3707,-71.07711,94669.6241529,182330.240236,8550.60096076,838832.772404,1409922.37134,107813.207909,29.0170940171
87,91.0,600.0,10533.0,238.0,42.366277,-71.09169,116376.768628,184220.6854,6088.44791679,770192.997523,1305175.88282,99230.6629568,44.256302521
88,92.0,1500.0,616.0,176.0,42.311819,-71.035705,40529.6449534,14711.8567371,4.58495484352,162368.975679,190079.129019,7730.78092073,3.5
89,93.0,1230.0,774.0,201.0,42.320494,-71.051122,79280.3219656,42217.1557481,8561.98045717,318595.114759,407221.71745,19347.2202929,3.85074626866
90,94.0,840.0,4927.0,218.0,42.375603,-71.064608,74201.190441,144988.251296,1969.25957549,706766.804773,1174603.09731,99944.468068,22.6009174312
91,95.0,570.0,5518.0,231.0,42.372969,-71.094445,110156.113575,132495.431456,381.771780805,651086.288221,1044654.34313,81776.0599014,23.8874458874
92,96.0,600.0,5920.0,231.0,42.373379,-71.111075,112934.149891,111190.991686,6292.35457444,529473.549702,839553.589682,65549.2436618,25.6277056277
93,97.0,923.0,123.0,14.0,42.369182,-71.117152,110503.364995,111372.252225,9202.12328872,499647.338556,793581.181572,61069.152904,8.78571428571
94,98.0,780.0,8428.0,229.0,42.371848,-71.060292,74393.4943518,181507.736412,1203.32353413,805712.113155,1384028.29607,114632.248382,36.8034934498
95,99.0,600.0,9589.0,213.0,42.35892,-71.057629,84173.409991,280381.116225,58694.7003755,1064389.75863,1863098.12614,131384.273563,45.0187793427
96,100.0,915.0,881.0,196.0,42.328654,-71.084198,121095.297987,116730.838812,4838.13207011,534835.561343,996426.691222,56637.8330344,4.49489795918
97,101.0,660.0,355.0,45.0,42.345733,-71.100694,135833.081422,198147.802748,9970.09506919,669388.69047,1101705.46791,70716.0846366,7.88888888889
98,102.0,630.0,5837.0,185.0,42.336437,-71.073089,125499.863424,187617.590462,3609.00092615,737711.485421,1326709.82283,71144.6886559,31.5513513514
99,103.0,660.0,11052.0,188.0,42.348762,-71.082383,134796.866022,274910.640703,24706.2111045,958088.96735,1709265.72047,102918.505744,58.7872340426
100,104.0,765.0,1116.0,120.0,42.330716,-71.057044,97351.1430519,106717.504293,6331.92448526,515333.396483,789831.120841,39617.9059882,9.3
101,105.0,870.0,471.0,162.0,42.325333,-71.075354,114501.944415,89676.5705109,349.067265381,486924.498688,857227.958413,48063.0069597,2.90740740741
102,106.0,660.0,487.0,40.0,42.335693,-71.045859,74263.6207371,111283.721735,169.691584575,491726.739937,696520.85234,35116.0209742,12.175
103,107.0,720.0,237.0,42.0,42.335741,-71.03877,57241.0775603,84067.8000515,6.51362908087,379796.12415,496374.695788,24317.3241683,5.64285714286
104,108.0,960.0,53.0,35.0,42.320561,-71.06198,97927.73259,53239.5916987,1451.08604703,387914.912089,563674.350908,29895.5105356,1.51428571429
105,109.0,840.0,39.0,24.0,42.317225,-71.065421,99341.3454482,43377.6142427,161.406558789,374201.997311,539362.508941,30281.5521473,1.625
106,110.0,1080.0,1037.0,186.0,42.356975,-71.145442,81889.5588652,45850.0944763,117.529324059,286631.556732,292173.247872,11197.3887717,5.5752688172
107,111.0,660.0,10690.0,215.0,42.366222,-71.059914,79759.5224284,237291.255305,12093.2872804,967655.199366,1694022.46899,130737.530452,49.7209302326
108,112.0,480.0,9899.0,210.0,42.355402,-71.058087,88996.3313689,288783.656925,67143.9051924,1077127.71466,1877227.38447,125922.342038,47.1380952381
109,113.0,660.0,15506.0,211.0,42.36069,-71.070884,103372.446996,282792.93356,17414.7090573,1097495.44528,1943619.17328,134399.004037,73.4881516588
110,114.0,600.0,15239.0,182.0,42.365942,-71.060515,80872.7519653,240851.140954,13249.3664149,980091.608541,1716923.80438,131727.948668,83.7307692308
111,115.0,780.0,3249.0,176.0,42.378338,-71.048927,67440.4015326,104156.121722,60.5187020995,506598.686302,863509.48691,76776.1430749,18.4602272727
112,116.0,540.0,1060.0,43.0,42.356052,-71.069849,109449.097345,303667.478565,23375.1030614,1131566.49904,2012843.66206,131526.388629,24.6511627907
113,117.0,480.0,655.0,42.0,42.358508,-71.052984,75874.8975131,261577.567175,30983.153587,987042.679178,1707487.48169,121441.324259,15.5952380952
114,118.0,870.0,150.0,39.0,42.377022,-71.056605,68319.6351524,126628.622529,54.6533335858,613231.029099,1030077.70188,91302.0352497,3.84615384615
115,119.0,570.0,299.0,22.0,42.350413,-71.07655,127038.855457,292459.315846,31310.0116454,1044114.68962,1866731.8216,113208.110734,13.5909090909
116,120.0,1110.0,186.0,42.0,42.309467,-71.115645,64443.1854242,22796.5873329,1386.57877071,213960.386175,250560.410275,31575.3478839,4.42857142857
117,121.0,870.0,213.0,43.0,42.31309,-71.114175,69153.947744,27269.482679,1149.68461164,230751.433728,287258.249079,32761.4115518,4.95348837209
118,122.0,930.0,320.0,43.0,42.320998,-71.110833,81247.4797369,45462.4755587,1447.93711144,285399.706317,417490.739984,34866.7355713,7.44186046512
119,123.0,900.0,99.0,38.0,42.315692,-71.098634,89093.6877959,39940.2665927,2693.26627611,312358.923646,488518.390125,41091.8705636,2.60526315789
120,124.0,780.0,201.0,32.0,42.310579,-71.107341,73941.0340868,26888.3121567,3895.7470536,247633.022351,323078.428139,36056.2886369,6.28125
121,125.0,735.0,115.0,30.0,42.322913,-71.100164,97955.7196742,65831.149215,7919.38328705,367100.125601,631643.458319,44115.5697199,3.83333333333
122,126.0,900.0,2477.0,186.0,42.339335,-71.13493,86434.4372038,45723.2007684,3147.34379951,289385.290209,260657.691496,10992.3827412,13.3172043011
123,127.0,780.0,2434.0,167.0,42.346563,-71.128374,103388.282568,74113.9904782,4641.00036386,375983.244283,407543.422721,22018.3123499,14.5748502994
124,128.0,570.0,14095.0,201.0,42.362457,-71.08497,116709.884085,232515.375672,15126.9121537,913553.441658,1588721.97889,112922.421226,70.1243781095
125,129.0,660.0,2674.0,197.0,42.369832,-71.118201,109056.97992,108098.1305,12059.7526723,489960.293927,774256.751611,58752.6816846,13.5736040609
126,130.0,510.0,4178.0,172.0,42.376369,-71.114025,109822.550834,99714.951602,10818.2376375,497989.401064,764052.338432,56792.9867193,24.2906976744
127,131.0,780.0,5201.0,207.0,42.356954,-71.113687,122454.032661,141084.826646,1124.48124707,547597.749342,831029.142641,63854.5641117,25.1256038647
128,132.0,600.0,3887.0,189.0,42.377945,-71.116865,107155.798584,93728.0155612,11455.713154,475521.175247,713191.955011,50880.1084687,20.5661375661
129,133.0,480.0,3533.0,208.0,42.380287,-71.125107,97304.8662,82225.9213078,2711.68569136,416375.892391,594534.667846,38251.7253545,16.9855769231
130,134.0,210.0,1398.0,108.0,42.397828,-71.130516,78790.7861337,40268.9964879,3389.06565942,302861.529021,305319.948726,18088.7678488,12.9444444444
131,135.0,480.0,3261.0,109.0,42.370803,-71.104412,116295.543359,130042.923799,4970.57952523,592706.461194,965277.422468,77854.3222868,29.9174311927
132,136.0,600.0,1696.0,81.0,42.366095,-71.086388,112166.10963,200713.626407,9881.6889775,841658.084626,1437961.53828,106283.825024,20.9382716049
133,137.0,600.0,4279.0,120.0,42.387995,-71.119084,99945.3200833,67448.049599,9710.04110766,416618.690981,526991.79007,32805.5687529,35.6583333333
134,138.0,720.0,2608.0,206.0,42.385582,-71.113341,104441.43841,73099.8043704,3293.62296538,449828.509728,598680.085148,39505.6369222,12.6601941748
135,139.0,690.0,5377.0,212.0,42.396969,-71.123024,88830.3836261,44991.193696,12616.027718,338834.912964,354524.604609,21152.153032,25.3632075472
136,140.0,600.0,1008.0,197.0,42.400146,-71.112708,90061.5796118,36973.7308069,1111.55157825,318491.130526,318213.500823,19597.8079055,5.11675126904
137,141.0,720.0,1216.0,201.0,42.400877,-71.116772,89153.0712856,37000.7816756,2983.69656587,312674.527943,305664.926245,18986.3420339,6.04975124378
138,142.0,330.0,883.0,101.0,42.40449,-71.123413,81840.0523924,31328.6836766,827.180710499,272624.824945,245541.673741,16103.5303226,8.74257425743
139,143.0,600.0,757.0,100.0,42.39082,-71.10942,98999.5728818,55803.0613896,1087.83889456,411249.409568,495736.260031,31036.1541337,7.57
140,144.0,180.0,1319.0,100.0,42.402763,-71.126908,79344.0502119,32878.0540309,1437.39070999,279637.021712,258299.312114,16282.3069915,13.19
141,145.0,795.0,142.0,34.0,42.394002,-71.120406,93770.6461623,51987.302763,12872.1638454,369999.479124,413474.4731,24689.4441393,4.17647058824
