id,latitude,longitude
1040208888,42.3679238,-71.1168716
2679506683,42.3679718,-71.1169126
2679506678,42.3680352,-71.1169636
2679506672,42.3681244,-71.1170226
2679506656,42.3681797,-71.1170688
2679506665,42.3682314,-71.117095
2679506689,42.3683502,-71.1171708
2679506658,42.3683878,-71.1172056
2679506664,42.3684612,-71.1172613
2679506682,42.3685266,-71.1173096
2679506674,42.3685603,-71.1173283
2679506676,42.3685781,-71.1173585
2679506663,42.3686376,-71.1174276
2679506681,42.3686554,-71.117439
2679506668,42.3686713,-71.1174437
2679506684,42.3687169,-71.117551
2679506687,42.3687367,-71.1176153
2679506671,42.3687505,-71.1176938
2679506662,42.3687704,-71.1177494
2679506677,42.3687902,-71.1177897
2679506679,42.368814,-71.1178219
2679506688,42.3688456,-71.117844
2679506670,42.3688813,-71.1178601
2679506667,42.3689328,-71.1178842
2679506657,42.3689804,-71.1179184
2679506661,42.369014,-71.117954
2679506660,42.3690438,-71.1179996
2679506675,42.3690755,-71.1180613
2679506685,42.3691191,-71.1181471
2679506673,42.3691528,-71.1182161
2679506686,42.3691726,-71.1182812
2679506666,42.3691826,-71.1183422
2679503100,42.3692538,-71.118587
2679503075,42.3692855,-71.1186996
2679503037,42.3693053,-71.1187667
2679503152,42.369351,-71.1188921
2679503143,42.3693787,-71.1189759
2679503065,42.3694005,-71.119051
2679503054,42.3694143,-71.1191395
2679503090,42.3694341,-71.1192602
2679503092,42.369452,-71.1193648
2679503033,42.3694639,-71.1194265
2679503125,42.3694639,-71.1194882
2679503139,42.3694718,-71.1195794
2679503104,42.3694837,-71.119743
2679503082,42.3694837,-71.1198932
2679503044,42.3694818,-71.1200427
2679503084,42.3694698,-71.1201748
2679503088,42.3694639,-71.1203224
2679503030,42.3694442,-71.1205255
2679503158,42.3694183,-71.12073
2679503080,42.3694064,-71.1209393
2679503112,42.3693985,-71.1210653
328827060,42.3693975,-71.1211609
2679503127,42.3693823,-71.1213419
328823022,42.3693686,-71.121539
328849868,42.3693575,-71.1216426
2672391127,42.3693418,-71.1217422
2672391125,42.3693267,-71.1218183
328813244,42.3692566,-71.1224016
2672391126,42.3692444,-71.1224515
1000520863,42.3692306,-71.1224967
328803347,42.3692091,-71.1225494
328829545,42.369184,-71.1226215
328849836,42.3691669,-71.1226877
328845757,42.3691672,-71.122746
2679503078,42.3691786,-71.1227947
2679503041,42.3692855,-71.1230502
2679503129,42.3693153,-71.123138
2679503069,42.3693371,-71.123189
2679503067,42.3693806,-71.1232674
2679503135,42.3694143,-71.1232916
2679503072,42.3694679,-71.1233499
2679503094,42.3698721,-71.1238414
2679503050,42.3699495,-71.1239319
2679503118,42.3700286,-71.1240104
2679503155,42.3701179,-71.1240795
2679503110,42.3701971,-71.1241311
2679503096,42.3702844,-71.1241733
2679503098,42.3703596,-71.1242169
2679503151,42.370425,-71.1242437
2679503131,42.3705004,-71.1242699
2679503047,42.3705795,-71.1243001
2679503071,42.370641,-71.1243188
2679503076,42.3708411,-71.1244208
2679503148,42.3709145,-71.124455
2679503141,42.3709858,-71.1244878
2679503108,42.3710591,-71.12452
2679503052,42.3711543,-71.1245703
2679503121,42.3712554,-71.1246347
2679503114,42.3713663,-71.1247071
2679503145,42.3714714,-71.1247849
2679503102,42.3715685,-71.124868
2679503035,42.3716346,-71.1249242
2679503086,42.3716517,-71.1249083
2679503133,42.3716793,-71.1249331
2679503137,42.3716755,-71.1249619
2679503116,42.3717625,-71.125043
2679503063,42.3718518,-71.1251282
2679503119,42.3719686,-71.1252415
2679503106,42.3721055,-71.125383
2679503160,42.3722442,-71.1255305
2679503156,42.372355,-71.1256546
2679503123,42.3724462,-71.1257672
328842192,42.372547,-71.1258889
329038320,42.3727252,-71.1261185
329019837,42.372944,-71.1264213
328809632,42.3731155,-71.1266693
2679506659,42.3732254,-71.1268459
328824471,42.3733323,-71.1270213
2679506680,42.373446,-71.127214
328850248,42.3735693,-71.1274252
328842324,42.3737405,-71.12774
2679506669,42.3738728,-71.1279807
329037843,42.373938,-71.1281105
2658331169,42.3739943,-71.1282317
329033981,42.3740568,-71.1284139
329021986,42.3741373,-71.1287073
2660336114,42.3741719,-71.1288527
328806052,42.3742025,-71.1290184
328831063,42.374223,-71.1291937
328829898,42.3742501,-71.1294988
328820615,42.3743016,-71.1302073
328848410,42.3743037,-71.1304167
328839112,42.3742924,-71.1306373
329029721,42.3742723,-71.1309308
328853454,42.3742565,-71.1310994
2658331166,42.3742378,-71.1312293
328811517,42.3741816,-71.1315044
328802603,42.3741099,-71.131797
328851725,42.3740336,-71.132045
328841984,42.3739286,-71.1323012
329039340,42.3737715,-71.1325861
329027443,42.3735793,-71.1328422
328814474,42.373429,-71.1330066
328805663,42.3733068,-71.1331338
328832894,42.3731735,-71.1332964
1040183021,42.3730465,-71.1334087
1040561603,42.3727225,-71.1326007
1040110842,42.37281,-71.1325385
2660336137,42.3729114,-71.1324515
2660336129,42.3729907,-71.1323523
2660336127,42.3730739,-71.1322289
2660336122,42.3731512,-71.1320975
2660336134,42.3732344,-71.1319258
2660336144,42.3733493,-71.1316415
2660336133,42.3734029,-71.1315128
2660336143,42.3734564,-71.1313438
2660336119,42.373496,-71.1311802
2660336147,42.3735297,-71.1310032
2660336138,42.3735614,-71.13081
2660336123,42.3735891,-71.130582
2660336126,42.373603,-71.1303728
2660336120,42.3736149,-71.130177
2660336128,42.3736208,-71.1299598
2660336145,42.3736109,-71.1297747
2660336148,42.3736089,-71.129654
2660336125,42.373597,-71.1295762
2660336131,42.3735832,-71.1294797
2660336124,42.3735733,-71.1293885
2660336130,42.3735515,-71.1292651
2660336139,42.3735099,-71.1291122
2660336112,42.3734564,-71.1289244
2660336142,42.3734009,-71.1287581
2660336116,42.3733414,-71.1286053
2660336111,42.373284,-71.1284738
2660336140,42.3732027,-71.1283183
2660336141,42.372955,-71.1278998
2660336113,42.3728678,-71.1277443
2660336121,42.3727588,-71.1276048
2660336118,42.3726538,-71.1274787
2660336132,42.3725191,-71.1273017
2660336149,42.3723705,-71.1271247
2660336146,42.3723152,-71.1270588
2660336135,42.3722598,-71.1270092
2660336115,42.3722119,-71.1269584
2660336117,42.3721584,-71.1268913
2660336136,42.3721089,-71.1268565
327638387,42.3720256,-71.1267897
2669477451,42.3719041,-71.1267143
1040685172,42.3717959,-71.1266529
2669477435,42.3716803,-71.1266015
1040218425,42.3715481,-71.1265538
2669477423,42.3714383,-71.1265199
1040578334,42.3712364,-71.1264827
1040080075,42.3710432,-71.1264672
2669477442,42.3708931,-71.1264335
1040691062,42.3707857,-71.1264022
1040478456,42.3706881,-71.1263501
2669477427,42.3705922,-71.1262765
2669477425,42.3704178,-71.126138
2669477450,42.3703163,-71.1260452
2669477431,42.3702435,-71.1259747
2669477445,42.3701425,-71.1259024
1040566952,42.3700391,-71.125808
1040257733,42.3699334,-71.1257273
1040476951,42.369576,-71.1254592
1039856475,42.3694899,-71.1254027
2669477429,42.369363,-71.1253209
2669477449,42.3692723,-71.1252457
1040342873,42.3691958,-71.1251607
2669477422,42.3691147,-71.1250725
1040563557,42.369076,-71.1250201
2669477444,42.3690056,-71.1249048
1040606734,42.3689479,-71.1247654
1040537880,42.3687975,-71.1243314
1040595715,42.3687641,-71.1241956
2669477438,42.368741,-71.1240624
2669477433,42.3687327,-71.1239347
2669477436,42.3687338,-71.1238201
2669477439,42.3687488,-71.1237163
2669477419,42.3687477,-71.1236585
2669477447,42.3687338,-71.1235862
1040552715,42.3686,-71.1233058
2669477420,42.3685595,-71.123254
2669477437,42.368505,-71.1232038
2669477432,42.36845,-71.1231447
1040513472,42.3684086,-71.123051
1040444455,42.3682539,-71.1226296
2672382662,42.3682225,-71.1225022
2672382629,42.3682014,-71.1223983
2672382682,42.3681975,-71.1223151
2672382661,42.3681935,-71.1222132
2672382666,42.3681856,-71.1221408
2672382638,42.3681618,-71.1220496
2672382637,42.368138,-71.1219611
2672382635,42.3681281,-71.1218484
2672382659,42.3681083,-71.1217277
2672382674,42.3681004,-71.1216097
2672382628,42.3681103,-71.1214944
2672382640,42.3681083,-71.1214032
2672382627,42.3681043,-71.1212986
2672382624,42.3681083,-71.1211993
2672382645,42.3681162,-71.1211055
2672382626,42.3681314,-71.1210297
2672382660,42.3681499,-71.1209606
2672382658,42.3681598,-71.120907
2672382669,42.3681598,-71.1208265
2672382636,42.3681559,-71.1207139
2672382650,42.3681578,-71.1206146
2672382630,42.3681697,-71.1205529
2672382670,42.3681908,-71.1204664
2672382633,42.3681975,-71.1203866
2672382634,42.3681975,-71.1202901
2672382632,42.3681995,-71.1201747
2672382685,42.3682094,-71.1201104
2672382679,42.3682094,-71.1200487
2672382681,42.3682133,-71.1200004
2672382675,42.3682213,-71.1198985
2672382655,42.3682411,-71.1198395
2672382671,42.3682602,-71.1197878
2672382641,42.3682668,-71.1197402
2672382648,42.3682629,-71.1196893
2672382667,42.3682609,-71.1196222
2672382656,42.3682688,-71.1195552
2672382680,42.3682721,-71.119474
2672382644,42.3682622,-71.1194311
2672382652,42.3682443,-71.119364
2672382657,42.3682265,-71.1193292
2672382646,42.3682007,-71.1192648
2672382654,42.368173,-71.1191817
2672382676,42.3681611,-71.1191066
2672382677,42.3681651,-71.1190288
2672382643,42.368173,-71.1189376
2672382625,42.368171,-71.1188678
2672382668,42.368171,-71.1188169
2672382673,42.3681809,-71.1187713
2672382664,42.3681988,-71.1186908
2672382642,42.3682027,-71.1186318
2672382665,42.3682027,-71.1185647
2672382683,42.3681948,-71.1185057
2672382639,42.3681849,-71.1184682
2672382653,42.3681393,-71.1184306
2672382631,42.3680858,-71.1184038
2672382651,42.3680303,-71.118377
2672382672,42.3679332,-71.1183287
2672382649,42.3678539,-71.1182751
2672382678,42.3677747,-71.1182214
2672382647,42.3677053,-71.1181678
2672382684,42.3676379,-71.1181195
1040611860,42.367555,-71.1180801
1040208888,42.3679238,-71.1168716
