latitude,longitude,nrides
42.3295959596,-71.0712121212,10.916663675
42.3295959596,-71.0690909091,8.26105057427
42.3295959596,-71.066969697,5.91270515106
42.3295959596,-71.0648484848,5.67431539132
42.3295959596,-71.0627272727,7.28354173611
42.3295959596,-71.0606060606,3.02682643271
42.3295959596,-71.0584848485,0.833694465834
42.3295959596,-71.0563636364,0.490448959439
42.3295959596,-71.0542424242,1.66969667856
42.3295959596,-71.0521212121,3.96974061273
42.3295959596,-71.05,6.94231464241
42.3295959596,-71.0478787879,8.51566307321
42.3295959596,-71.0457575758,7.15619558398
42.3295959596,-71.0436363636,6.70566206013
42.3295959596,-71.0415151515,6.05501630964
42.3295959596,-71.0393939394,4.65640551924
42.3295959596,-71.0372727273,3.94133663413
42.3295959596,-71.0351515152,3.62039540751
42.3295959596,-71.033030303,3.43689657035
42.3295959596,-71.0309090909,3.18821452514
42.3295959596,-71.0287878788,2.73620847613
42.3295959596,-71.0266666667,2.00674403453
42.3295959596,-71.0245454545,0.980991960036
42.3295959596,-71.0224242424,-0.317702735802
42.3295959596,-71.0203030303,-1.83794721792
42.3295959596,-71.0181818182,-3.51313663964
42.3295959596,-71.0160606061,-5.27191366994
42.3295959596,-71.0139393939,-7.04599755233
42.3295959596,-71.0118181818,-8.77553770381
42.3295959596,-71.0096969697,-10.4122867933
42.3295959596,-71.0075757576,-11.9209290276
42.3295959596,-71.0054545455,-13.2789304148
42.3295959596,-71.0033333333,-14.4753088855
42.3295959596,-71.0012121212,-15.5087297419
42.3295959596,-70.9990909091,-16.3852987727
42.3295959596,-70.996969697,-17.1163546438
42.3295959596,-70.9948484848,-17.7164713912
42.3295959596,-70.9927272727,-18.2017912408
42.3295959596,-70.9906060606,-18.5887322229
42.3295959596,-70.9884848485,-18.8930606915
42.3295959596,-70.9863636364,-19.1292858423
42.3295959596,-70.9842424242,-19.310317814
42.3295959596,-70.9821212121,-19.4473278489
42.3295959596,-70.98,-19.5497535042
42.331010101,-71.19,-16.3988688553
42.331010101,-71.1878787879,-16.0680591095
42.331010101,-71.1857575758,-15.6572941083
42.331010101,-71.1836363636,-15.1479904135
42.331010101,-71.1815151515,-14.527310827
42.331010101,-71.1793939394,-13.7941005952
42.331010101,-71.1772727273,-12.9560597881
42.331010101,-71.1751515152,-12.0236527294
42.331010101,-71.173030303,-11.0038435376
42.331010101,-71.1709090909,-9.89688663451
42.331010101,-71.1687878788,-8.69718238733
42.331010101,-71.1666666667,-7.39658378462
42.331010101,-71.1645454545,-5.98860399611
42.331010101,-71.1624242424,-4.47416471958
42.331010101,-71.1603030303,-2.86952884938
42.331010101,-71.1581818182,-1.21386881964
42.331010101,-71.1560606061,0.428269192227
42.331010101,-71.1539393939,1.97325537506
42.331010101,-71.1518181818,3.33409226453
42.331010101,-71.1496969697,4.44162181815
42.331010101,-71.1475757576,5.26278811236
42.331010101,-71.1454545455,5.80910372355
42.331010101,-71.1433333333,6.13634818025
42.331010101,-71.1412121212,6.34112516102
42.331010101,-71.1390909091,6.55664346564
42.331010101,-71.136969697,6.94613550654
42.331010101,-71.1348484848,7.69319101242
42.331010101,-71.1327272727,8.99059548952
42.331010101,-71.1306060606,8.91379884199
42.331010101,-71.1284848485,6.76268727223
42.331010101,-71.1263636364,4.69464876396
42.331010101,-71.1242424242,2.97706549348
42.331010101,-71.1221212121,1.90178443642
42.331010101,-71.12,1.76971233972
42.331010101,-71.1178787879,1.24350625356
42.331010101,-71.1157575758,0.937225050522
42.331010101,-71.1136363636,2.06844456023
42.331010101,-71.1115151515,4.90944842545
42.331010101,-71.1093939394,6.4588260251
42.331010101,-71.1072727273,4.27022825742
42.331010101,-71.1051515152,3.63695259357
42.331010101,-71.103030303,4.89955678977
42.331010101,-71.1009090909,8.32076028313
42.331010101,-71.0987878788,4.2005575907
42.331010101,-71.0966666667,1.11444285995
42.331010101,-71.0945454545,0.161088451686
42.331010101,-71.0924242424,1.62749064637
42.331010101,-71.0903030303,5.65174491844
42.331010101,-71.0881818182,7.36632372439
42.331010101,-71.0860606061,3.92607573066
42.331010101,-71.0839393939,2.96749073776
42.331010101,-71.0818181818,4.5940219902
42.331010101,-71.0796969697,7.93060586068
42.331010101,-71.0775757576,8.3978009239
42.331010101,-71.0754545455,5.3456103396
42.331010101,-71.0733333333,4.81176310559
42.331010101,-71.0712121212,6.66439076893
42.331010101,-71.0690909091,10.6127090463
42.331010101,-71.066969697,11.7684340344
42.331010101,-71.0648484848,11.2740057503
42.331010101,-71.0627272727,7.34729281059
42.331010101,-71.0606060606,2.78472256667
42.331010101,-71.0584848485,0.458059159161
42.331010101,-71.0563636364,0.0912439918224
42.331010101,-71.0542424242,1.36088330165
42.331010101,-71.0521212121,3.84090684673
42.331010101,-71.05,7.06172528462
42.331010101,-71.0478787879,5.69927372512
42.331010101,-71.0457575758,4.61276268759
42.331010101,-71.0436363636,4.53208600097
42.331010101,-71.0415151515,4.19864619544
42.331010101,-71.0393939394,3.03935250592
42.331010101,-71.0372727273,2.62303353923
42.331010101,-71.0351515152,2.62425927663
42.331010101,-71.033030303,2.75473467648
42.331010101,-71.0309090909,2.78793529539
42.331010101,-71.0287878788,2.5709523275
42.331010101,-71.0266666667,2.02357779087
42.331010101,-71.0245454545,1.1278663507
42.331010101,-71.0224242424,-0.0872811396506
42.331010101,-71.0203030303,-1.56243774655
42.331010101,-71.0181818182,-3.22221672623
42.331010101,-71.0160606061,-4.98689298881
42.331010101,-71.0139393939,-6.78089132394
42.331010101,-71.0118181818,-8.5384274793
42.331010101,-71.0096969697,-10.2067241046
42.331010101,-71.0075757576,-11.7472339709
42.331010101,-71.0054545455,-13.1353040681
42.331010101,-71.0033333333,-14.3587245543
42.331010101,-71.0012121212,-15.4156006606
42.331010101,-70.9990909091,-16.3119423444
42.331010101,-70.996969697,-17.0592866525
42.331010101,-70.9948484848,-17.672568852
42.331010101,-70.9927272727,-18.1683614082
42.331010101,-70.9906060606,-18.5635200522
42.331010101,-70.9884848485,-18.8742199985
42.331010101,-70.9863636364,-19.1153322676
42.331010101,-70.9842424242,-19.3000755205
42.331010101,-70.9821212121,-19.4398770984
42.331010101,-70.98,-19.5443828869
42.3324242424,-71.19,-16.9057507221
42.3324242424,-71.1878787879,-16.5708941201
42.3324242424,-71.1857575758,-16.1648067556
42.3324242424,-71.1836363636,-15.6337261605
42.3324242424,-71.1815151515,-14.9791463153
42.3324242424,-71.1793939394,-14.1992931458
42.3324242424,-71.1772727273,-13.2952200021
42.3324242424,-71.1751515152,-12.2709981324
42.3324242424,-71.173030303,-11.1298083832
42.3324242424,-71.1709090909,-9.87250272903
42.3324242424,-71.1687878788,-8.49925525829
42.3324242424,-71.1666666667,-7.01293159724
42.3324242424,-71.1645454545,-5.42279753099
42.3324242424,-71.1624242424,-3.74872093401
42.3324242424,-71.1603030303,-2.02621051382
42.3324242424,-71.1581818182,-0.310816797948
42.3324242424,-71.1560606061,1.32125833531
42.3324242424,-71.1539393939,2.78005167937
42.3324242424,-71.1518181818,3.97841124305
42.3324242424,-71.1496969697,4.85440874429
42.3324242424,-71.1475757576,5.38901077965
42.3324242424,-71.1454545455,5.61115150203
42.3324242424,-71.1433333333,5.59365557532
42.3324242424,-71.1412121212,5.44855185519
42.3324242424,-71.1390909091,5.32404554141
42.3324242424,-71.136969697,5.3994684438
42.3324242424,-71.1348484848,5.87618822762
42.3324242424,-71.1327272727,6.96601695346
42.3324242424,-71.1306060606,8.80543637579
42.3324242424,-71.1284848485,6.34638723946
42.3324242424,-71.1263636364,3.98092964356
42.3324242424,-71.1242424242,1.9990783189
42.3324242424,-71.1221212121,0.71610411918
42.3324242424,-71.12,0.454482072617
42.3324242424,-71.1178787879,0.471693174659
42.3324242424,-71.1157575758,0.0757285354028
42.3324242424,-71.1136363636,1.2169353786
42.3324242424,-71.1115151515,4.18018652912
42.3324242424,-71.1093939394,4.47375344576
42.3324242424,-71.1072727273,1.96149453491
42.3324242424,-71.1051515152,1.12492459195
42.3324242424,-71.103030303,2.32940191456
42.3324242424,-71.1009090909,5.85825412838
42.3324242424,-71.0987878788,4.64250348035
42.3324242424,-71.0966666667,1.3897923846
42.3324242424,-71.0945454545,0.389810563981
42.3324242424,-71.0924242424,1.94671944386
42.3324242424,-71.0903030303,6.20842088213
42.3324242424,-71.0881818182,6.68306702086
42.3324242424,-71.0860606061,8.51701794218
42.3324242424,-71.0839393939,7.94214739545
42.3324242424,-71.0818181818,5.66306621818
42.3324242424,-71.0796969697,3.49219127336
42.3324242424,-71.0775757576,4.05898937521
42.3324242424,-71.0754545455,2.08801176817
42.3324242424,-71.0733333333,1.58856448988
42.3324242424,-71.0712121212,3.69500541879
42.3324242424,-71.0690909091,8.09440231633
42.3324242424,-71.066969697,14.3288678686
42.3324242424,-71.0648484848,16.4484738032
42.3324242424,-71.0627272727,9.00103554746
42.3324242424,-71.0606060606,4.05785583737
42.3324242424,-71.0584848485,1.48928550505
42.3324242424,-71.0563636364,1.0303373866
42.3324242424,-71.0542424242,2.30621656797
42.3324242424,-71.0521212121,4.86370220525
42.3324242424,-71.05,5.64535807908
42.3324242424,-71.0478787879,3.29579533003
42.3324242424,-71.0457575758,2.43195884125
42.3324242424,-71.0436363636,2.6676792271
42.3324242424,-71.0415151515,2.59727829366
42.3324242424,-71.0393939394,1.63565105207
42.3324242424,-71.0372727273,1.4751888836
42.3324242424,-71.0351515152,1.75610557605
42.3324242424,-71.033030303,2.16030149941
42.3324242424,-71.0309090909,2.43890329686
42.3324242424,-71.0287878788,2.42529257126
42.3324242424,-71.0266666667,2.03370909993
42.3324242424,-71.0245454545,1.24716513402
42.3324242424,-71.0224242424,0.0998835582134
42.3324242424,-71.0203030303,-1.34109161777
42.3324242424,-71.0181818182,-2.99211187418
42.3324242424,-71.0160606061,-4.76566663712
42.3324242424,-71.0139393939,-6.57950902532
42.3324242424,-71.0118181818,-8.36256428486
42.3324242424,-71.0096969697,-10.0581622601
42.3324242424,-71.0075757576,-11.6251246233
42.3324242424,-71.0054545455,-13.0372134612
42.3324242424,-71.0033333333,-14.281437243
42.3324242424,-71.0012121212,-15.3556881085
42.3324242424,-70.9990909091,-16.2661278071
42.3324242424,-70.996969697,-17.0246484868
42.3324242424,-70.9948484848,-17.6466265334
42.3324242424,-70.9927272727,-18.1490843256
42.3324242424,-70.9906060606,-18.5492914435
42.3324242424,-70.9884848485,-18.8637796525
42.3324242424,-70.9863636364,-19.1077135517
42.3324242424,-70.9842424242,-19.2945457969
42.3324242424,-70.9821212121,-19.4358859156
42.3324242424,-70.98,-19.541519316
42.3338383838,-71.19,-17.2899807803
42.3338383838,-71.1878787879,-16.9319326895
42.3338383838,-71.1857575758,-16.4950725193
42.3338383838,-71.1836363636,-15.9615030485
42.3338383838,-71.1815151515,-15.3181587661
42.3338383838,-71.1793939394,-14.4908705322
42.3338383838,-71.1772727273,-13.518884627
42.3338383838,-71.1751515152,-12.4007157519
42.3338383838,-71.173030303,-11.1361035585
42.3338383838,-71.1709090909,-9.72715474644
42.3338383838,-71.1687878788,-8.18098459485
42.3338383838,-71.1666666667,-6.51288042666
42.3338383838,-71.1645454545,-4.74879919775
42.3338383838,-71.1624242424,-2.92754150718
42.3338383838,-71.1603030303,-1.10315924814
42.3338383838,-71.1581818182,0.653246607355
42.3338383838,-71.1560606061,2.25476535695
42.3338383838,-71.1539393939,3.60675965756
42.3338383838,-71.1518181818,4.62453756858
42.3338383838,-71.1496969697,5.25615034396
42.3338383838,-71.1475757576,5.49815479422
42.3338383838,-71.1454545455,5.39670822022
42.3338383838,-71.1433333333,5.0402568701
42.3338383838,-71.1412121212,4.55453438334
42.3338383838,-71.1390909091,4.10130708459
42.3338383838,-71.136969697,3.87507258309
42.3338383838,-71.1348484848,4.09463975544
42.3338383838,-71.1327272727,4.99108139326
42.3338383838,-71.1306060606,6.79388315288
42.3338383838,-71.1284848485,6.52440092177
42.3338383838,-71.1263636364,3.93936916754
42.3338383838,-71.1242424242,1.77351170781
42.3338383838,-71.1221212121,0.362934922099
42.3338383838,-71.12,0.0483046756435
42.3338383838,-71.1178787879,0.779926082409
42.3338383838,-71.1157575758,0.380873023882
42.3338383838,-71.1136363636,1.60688046318
42.3338383838,-71.1115151515,4.75110450778
42.3338383838,-71.1093939394,3.71182825924
42.3338383838,-71.1072727273,0.977668086095
42.3338383838,-71.1051515152,0.0252225720405
42.3338383838,-71.103030303,1.2385974022
42.3338383838,-71.1009090909,4.91650150471
42.3338383838,-71.0987878788,7.06199920292
42.3338383838,-71.0966666667,3.76304749463
42.3338383838,-71.0945454545,2.80310844435
42.3338383838,-71.0924242424,4.49780862708
42.3338383838,-71.0903030303,3.47575566027
42.3338383838,-71.0881818182,2.53332438065
42.3338383838,-71.0860606061,4.4457054789
42.3338383838,-71.0839393939,8.23031211221
42.3338383838,-71.0818181818,3.07545090431
42.3338383838,-71.0796969697,0.762925845971
42.3338383838,-71.0775757576,1.3956725934
42.3338383838,-71.0754545455,0.684260600982
42.3338383838,-71.0733333333,0.181741436482
42.3338383838,-71.0712121212,2.47400643723
42.3338383838,-71.0690909091,7.23073637959
42.3338383838,-71.066969697,13.900580868
42.3338383838,-71.0648484848,20.4764753532
42.3338383838,-71.0627272727,12.5120073367
42.3338383838,-71.0606060606,7.16247687685
42.3338383838,-71.0584848485,4.29413118823
42.3338383838,-71.0563636364,3.62839836357
42.3338383838,-71.0542424242,4.77200461525
42.3338383838,-71.0521212121,7.25158969166
42.3338383838,-71.05,3.8678202505
42.3338383838,-71.0478787879,1.5513656095
42.3338383838,-71.0457575758,0.839080311204
42.3338383838,-71.0436363636,1.31232734599
42.3338383838,-71.0415151515,1.42635957733
42.3338383838,-71.0393939394,0.599114845882
42.3338383838,-71.0372727273,0.627482269614
42.3338383838,-71.0351515152,1.12100212517
42.3338383838,-71.033030303,1.73538275792
42.3338383838,-71.0309090909,2.20227336074
42.3338383838,-71.0287878788,2.34312686985
42.3338383838,-71.0266666667,2.06731719504
42.3338383838,-71.0245454545,1.35864063558
42.3338383838,-71.0224242424,0.255927944711
42.3338383838,-71.0203030303,-1.16713437493
42.3338383838,-71.0181818182,-2.81968647242
42.3338383838,-71.0160606061,-4.60746592008
42.3338383838,-71.0139393939,-6.44253605753
42.3338383838,-71.0118181818,-8.24944927902
42.3338383838,-71.0096969697,-9.96848475798
42.3338383838,-71.0075757576,-11.5565838938
42.3338383838,-71.0054545455,-12.9865665861
42.3338383838,-71.0033333333,-14.2451822191
42.3338383838,-71.0012121212,-15.3305089585
42.3338383838,-70.9990909091,-16.2491418983
42.3338383838,-70.996969697,-17.0135057114
42.3338383838,-70.9948484848,-17.6395092257
42.3338383838,-70.9927272727,-18.1446496205
42.3338383838,-70.9906060606,-18.5465877145
42.3338383838,-70.9884848485,-18.8621583799
42.3338383838,-70.9863636364,-19.1067491265
42.3338383838,-70.9842424242,-19.2939690809
42.3338383838,-70.9821212121,-19.4355329192
42.3338383838,-70.98,-19.5412937754
42.3352525253,-71.19,-17.5408236189
42.3352525253,-71.1878787879,-17.1565339265
42.3352525253,-71.1857575758,-16.6856235588
42.3352525253,-71.1836363636,-16.1103769096
42.3352525253,-71.1815151515,-15.4158617488
42.3352525253,-71.1793939394,-14.5906067419
42.3352525253,-71.1772727273,-13.6162406698
42.3352525253,-71.1751515152,-12.4027753913
42.3352525253,-71.173030303,-11.0135916905
42.3352525253,-71.1709090909,-9.45254967316
42.3352525253,-71.1687878788,-7.73467470427
42.3352525253,-71.1666666667,-5.88887717883
42.3352525253,-71.1645454545,-3.95859341747
42.3352525253,-71.1624242424,-2.00154813615
42.3352525253,-71.1603030303,-0.0898118945098
42.3352525253,-71.1581818182,1.69065707182
42.3352525253,-71.1560606061,3.24348333385
42.3352525253,-71.1539393939,4.47187740768
42.3352525253,-71.1518181818,5.29715175615
42.3352525253,-71.1496969697,5.68029446928
42.3352525253,-71.1475757576,5.63431875408
42.3352525253,-71.1454545455,5.22148315772
42.3352525253,-71.1433333333,4.54402663956
42.3352525253,-71.1412121212,3.7397969555
42.3352525253,-71.1390909091,2.98287281167
42.3352525253,-71.136969697,2.48188367374
42.3352525253,-71.1348484848,2.47230779635
42.3352525253,-71.1327272727,3.20401066808
42.3352525253,-71.1306060606,4.92574767259
42.3352525253,-71.1284848485,7.44547900516
42.3352525253,-71.1263636364,4.73685020069
42.3352525253,-71.1242424242,2.4839518966
42.3352525253,-71.1221212121,1.04015575315
42.3352525253,-71.12,0.760241853017
42.3352525253,-71.1178787879,1.97619346242
42.3352525253,-71.1157575758,2.06048173377
42.3352525253,-71.1136363636,3.45151230414
42.3352525253,-71.1115151515,6.83764504877
42.3352525253,-71.1093939394,4.43771018072
42.3352525253,-71.1072727273,1.60295117051
42.3352525253,-71.1051515152,0.63849548782
42.3352525253,-71.103030303,1.78520023658
42.3352525253,-71.1009090909,2.84193865789
42.3352525253,-71.0987878788,6.53999037662
42.3352525253,-71.0966666667,8.46241295189
42.3352525253,-71.0945454545,7.63979581854
42.3352525253,-71.0924242424,5.19464319987
42.3352525253,-71.0903030303,1.34096603411
42.3352525253,-71.0881818182,0.299577243198
42.3352525253,-71.0860606061,2.29444549013
42.3352525253,-71.0839393939,7.35723985998
42.3352525253,-71.0818181818,2.65266440095
42.3352525253,-71.0796969697,0.214924262101
42.3352525253,-71.0775757576,0.888114400678
42.3352525253,-71.0754545455,1.57701727062
42.3352525253,-71.0733333333,0.874724398373
42.3352525253,-71.0712121212,1.98242351901
42.3352525253,-71.0690909091,5.81822384389
42.3352525253,-71.066969697,11.9206995906
42.3352525253,-71.0648484848,19.6925952952
42.3352525253,-71.0627272727,18.1753282556
42.3352525253,-71.0606060606,12.3535194227
42.3352525253,-71.0584848485,9.08247180804
42.3352525253,-71.0563636364,8.07631874144
42.3352525253,-71.0542424242,8.92920622506
42.3352525253,-71.0521212121,7.51513682558
42.3352525253,-71.05,3.0675639544
42.3352525253,-71.0478787879,0.705522538599
42.3352525253,-71.0457575758,0.0515135602943
42.3352525253,-71.0436363636,0.657281928534
42.3352525253,-71.0415151515,0.8527823781
42.3352525253,-71.0393939394,0.0749238115137
42.3352525253,-71.0372727273,0.201625108912
42.3352525253,-71.0351515152,0.817217952732
42.3352525253,-71.033030303,1.55636171543
42.3352525253,-71.0309090909,2.13518741691
42.3352525253,-71.0287878788,2.36557380294
42.3352525253,-71.0266666667,2.15281882302
42.3352525253,-71.0245454545,1.48108425255
42.3352525253,-71.0224242424,0.392647846898
42.3352525253,-71.0203030303,-1.03365464878
42.3352525253,-71.0181818182,-2.70130273099
42.3352525253,-71.0160606061,-4.51074873784
42.3352525253,-71.0139393939,-6.36969703795
42.3352525253,-71.0118181818,-8.1995120639
42.3352525253,-71.0096969697,-9.93846120731
42.3352525253,-71.0075757576,-11.5424962562
42.3352525253,-71.0054545455,-12.9842334421
42.3352525253,-71.0033333333,-14.2507485705
42.3352525253,-71.0012121212,-15.3407441352
42.3352525253,-70.9990909091,-16.2615529108
42.3352525253,-70.996969697,-17.0263215064
42.3352525253,-70.9948484848,-17.6515878086
42.3352525253,-70.9927272727,-18.1553501199
42.3352525253,-70.9906060606,-18.5556373071
42.3352525253,-70.9884848485,-18.8695324297
42.3352525253,-70.9863636364,-19.1125734902
42.3352525253,-70.9842424242,-19.2984468507
42.3352525253,-70.9821212121,-19.4388937572
42.3352525253,-70.98,-19.5437619395
42.3366666667,-71.19,-17.6588347835
42.3366666667,-71.1878787879,-17.245398606
42.3366666667,-71.1857575758,-16.7375611123
42.3366666667,-71.1836363636,-16.1173503135
42.3366666667,-71.1815151515,-15.3678186716
42.3366666667,-71.1793939394,-14.4737014256
42.3366666667,-71.1772727273,-13.4213071843
42.3366666667,-71.1751515152,-12.1983676033
42.3366666667,-71.173030303,-10.768235359
42.3366666667,-71.1709090909,-9.05582786398
42.3366666667,-71.1687878788,-7.16787822152
42.3366666667,-71.1666666667,-5.14755419382
42.3366666667,-71.1645454545,-3.05627126268
42.3366666667,-71.1624242424,-0.970851242785
42.3366666667,-71.1603030303,1.01868717887
42.3366666667,-71.1581818182,2.81195238244
42.3366666667,-71.1560606061,4.30455167038
42.3366666667,-71.1539393939,5.40054431143
42.3366666667,-71.1518181818,6.03100837525
42.3366666667,-71.1496969697,6.17246178621
42.3366666667,-71.1475757576,5.85459638183
42.3366666667,-71.1454545455,5.15433465915
42.3366666667,-71.1433333333,4.18610874035
42.3366666667,-71.1412121212,3.09870694564
42.3366666667,-71.1390909091,2.07742277136
42.3366666667,-71.136969697,1.34371304954
42.3366666667,-71.1348484848,1.14832982246
42.3366666667,-71.1327272727,1.75858759969
42.3366666667,-71.1306060606,3.44118826091
42.3366666667,-71.1284848485,6.44178467467
42.3366666667,-71.1263636364,6.52514980437
42.3366666667,-71.1242424242,4.2958387559
42.3366666667,-71.1221212121,2.92367930128
42.3366666667,-71.12,2.77301457859
42.3366666667,-71.1178787879,4.18089714581
42.3366666667,-71.1157575758,5.28032776895
42.3366666667,-71.1136363636,6.91664301688
42.3366666667,-71.1115151515,5.79708675314
42.3366666667,-71.1093939394,3.59472149763
42.3366666667,-71.1072727273,1.88919584093
42.3366666667,-71.1051515152,1.57911630113
42.3366666667,-71.103030303,0.1434321771
42.3366666667,-71.1009090909,1.16973007254
42.3366666667,-71.0987878788,4.97683642057
42.3366666667,-71.0966666667,11.6180948974
42.3366666667,-71.0945454545,12.0335504416
42.3366666667,-71.0924242424,5.50200519526
42.3366666667,-71.0903030303,1.48569559379
42.3366666667,-71.0881818182,0.401009247755
42.3366666667,-71.0860606061,2.48746273367
42.3366666667,-71.0839393939,7.78706861609
42.3366666667,-71.0818181818,4.7809679634
42.3366666667,-71.0796969697,2.24790061643
42.3366666667,-71.0775757576,2.94076871735
42.3366666667,-71.0754545455,2.03787890239
42.3366666667,-71.0733333333,0.0549581677562
42.3366666667,-71.0712121212,1.24613617283
42.3366666667,-71.0690909091,5.32816915871
42.3366666667,-71.066969697,11.8163823126
42.3366666667,-71.0648484848,17.6413014137
42.3366666667,-71.0627272727,22.5903432494
42.3366666667,-71.0606060606,19.7644735441
42.3366666667,-71.0584848485,15.9818924276
42.3366666667,-71.0563636364,14.4901789594
42.3366666667,-71.0542424242,14.8782301821
42.3366666667,-71.0521212121,8.17184723048
42.3366666667,-71.05,3.47319073806
42.3366666667,-71.0478787879,0.968880099878
42.3366666667,-71.0457575758,0.257872647934
42.3366666667,-71.0436363636,0.866512007749
42.3366666667,-71.0415151515,1.01854284595
42.3366666667,-71.0393939394,0.185451332135
42.3366666667,-71.0372727273,0.299633211702
42.3366666667,-71.0351515152,0.926984709664
42.3366666667,-71.033030303,1.68729838906
42.3366666667,-71.0309090909,2.28584584405
42.3366666667,-71.0287878788,2.52763518896
42.3366666667,-71.0266666667,2.31471828866
42.3366666667,-71.0245454545,1.63101016488
42.3366666667,-71.0224242424,0.520735504469
42.3366666667,-71.0203030303,-0.934017216499
42.3366666667,-71.0181818182,-2.63302195959
42.3366666667,-71.0160606061,-4.47327740807
42.3366666667,-71.0139393939,-6.35976438397
42.3366666667,-71.0118181818,-8.21208243837
42.3366666667,-71.0096969697,-9.96770135817
42.3366666667,-71.0075757576,-11.5825952285
42.3366666667,-71.0054545455,-13.0299933929
42.3366666667,-71.0033333333,-14.297929988
42.3366666667,-71.0012121212,-15.3861945906
42.3366666667,-70.9990909091,-16.303172525
42.3366666667,-70.996969697,-17.0629243502
42.3366666667,-70.9948484848,-17.6827123888
42.3366666667,-70.9927272727,-18.181059841
42.3366666667,-70.9906060606,-18.5763379504
42.3366666667,-70.9884848485,-18.8858212232
42.3366666667,-70.9863636364,-19.1251247074
42.3366666667,-70.9842424242,-19.3079324175
42.3366666667,-70.9821212121,-19.445933726
42.3366666667,-70.98,-19.5488982437
42.3380808081,-71.19,-17.6517573122
42.3380808081,-71.1878787879,-17.2069712982
42.3380808081,-71.1857575758,-16.6603827409
42.3380808081,-71.1836363636,-15.9934280487
42.3380808081,-71.1815151515,-15.1870489967
42.3380808081,-71.1793939394,-14.2224666622
42.3380808081,-71.1772727273,-13.0818018957
42.3380808081,-71.1751515152,-11.7492672375
42.3380808081,-71.173030303,-10.2139762736
42.3380808081,-71.1709090909,-8.47426196309
42.3380808081,-71.1687878788,-6.5003283493
42.3380808081,-71.1666666667,-4.30731256621
42.3380808081,-71.1645454545,-2.05643199391
42.3380808081,-71.1624242424,0.156050021504
42.3380808081,-71.1603030303,2.22176581449
42.3380808081,-71.1581818182,4.02603288012
42.3380808081,-71.1560606061,5.45783743752
42.3380808081,-71.1539393939,6.42484423778
42.3380808081,-71.1518181818,6.87095907244
42.3380808081,-71.1496969697,6.7900207435
42.3380808081,-71.1475757576,6.22833620579
42.3380808081,-71.1454545455,5.27646213884
42.3380808081,-71.1433333333,4.06011309058
42.3380808081,-71.1412121212,2.73830286567
42.3380808081,-71.1390909091,1.50645034289
42.3380808081,-71.136969697,0.597116056152
42.3380808081,-71.1348484848,0.274171078973
42.3380808081,-71.1327272727,0.820032022385
42.3380808081,-71.1306060606,2.51690027915
42.3380808081,-71.1284848485,5.62365551668
42.3380808081,-71.1263636364,4.420279299
42.3380808081,-71.1242424242,3.55962851355
42.3380808081,-71.1221212121,3.9567647936
42.3380808081,-71.12,5.93498141833
42.3380808081,-71.1178787879,7.90630409819
42.3380808081,-71.1157575758,8.60800200535
42.3380808081,-71.1136363636,4.90592659386
42.3380808081,-71.1115151515,2.64873776731
42.3380808081,-71.1093939394,2.18716908132
42.3380808081,-71.1072727273,0.297696571505
42.3380808081,-71.1051515152,0.648658958753
42.3380808081,-71.103030303,0.449662666077
42.3380808081,-71.1009090909,1.52887091469
42.3380808081,-71.0987878788,3.43082642314
42.3380808081,-71.0966666667,7.76964257479
42.3380808081,-71.0945454545,14.668156228
42.3380808081,-71.0924242424,8.27917232886
42.3380808081,-71.0903030303,4.21842408922
42.3380808081,-71.0881818182,3.15925484791
42.3380808081,-71.0860606061,5.35375271819
42.3380808081,-71.0839393939,7.09239919147
42.3380808081,-71.0818181818,5.07854564449
42.3380808081,-71.0796969697,6.37737636482
42.3380808081,-71.0775757576,4.53600825973
42.3380808081,-71.0754545455,0.808165289373
42.3380808081,-71.0733333333,0.463617735802
42.3380808081,-71.0712121212,3.03256030881
42.3380808081,-71.0690909091,7.23592190128
42.3380808081,-71.066969697,8.4296418193
42.3380808081,-71.0648484848,12.0401895499
42.3380808081,-71.0627272727,17.734089341
42.3380808081,-71.0606060606,21.2280281345
42.3380808081,-71.0584848485,17.2791181886
42.3380808081,-71.0563636364,15.7177416187
42.3380808081,-71.0542424242,16.1101877592
42.3380808081,-71.0521212121,10.3034690662
42.3380808081,-71.05,5.26484784899
42.3380808081,-71.0478787879,2.50415355863
42.3380808081,-71.0457575758,1.60091840815
42.3380808081,-71.0436363636,2.06190749041
42.3380808081,-71.0415151515,2.02808201505
42.3380808081,-71.0393939394,1.01957523143
42.3380808081,-71.0372727273,0.99513900376
42.3380808081,-71.0351515152,1.50971165047
42.3380808081,-71.033030303,2.17484509326
42.3380808081,-71.0309090909,2.68985595192
42.3380808081,-71.0287878788,2.855686326
42.3380808081,-71.0266666667,2.57196033442
42.3380808081,-71.0245454545,1.82162746723
42.3380808081,-71.0224242424,0.649174442735
42.3380808081,-71.0203030303,-0.862193859905
42.3380808081,-71.0181818182,-2.61076684501
42.3380808081,-71.0160606061,-4.49218356832
42.3380808081,-71.0139393939,-6.4105713367
42.3380808081,-71.0118181818,-8.28537904038
42.3380808081,-71.0096969697,-10.0546349167
42.3380808081,-71.0075757576,-11.6754423794
42.3380808081,-71.0054545455,-13.1225168883
42.3380808081,-71.0033333333,-14.3855102316
42.3380808081,-71.0012121212,-15.4657703054
42.3380808081,-70.9990909091,-16.3730476404
