latitude,longitude,nrides
42.3592929293,-71.0903030303,4.04419041248
42.3592929293,-71.0881818182,8.11333886559
42.3592929293,-71.0860606061,7.26511965285
42.3592929293,-71.0839393939,7.27353437609
42.3592929293,-71.0818181818,9.55405541909
42.3592929293,-71.0796969697,14.8249241492
42.3592929293,-71.0775757576,16.4062914433
42.3592929293,-71.0754545455,8.22212376672
42.3592929293,-71.0733333333,3.27261265845
42.3592929293,-71.0712121212,1.36710697194
42.3592929293,-71.0690909091,2.47382845458
42.3592929293,-71.066969697,3.75548471559
42.3592929293,-71.0648484848,2.51899983354
42.3592929293,-71.0627272727,3.83015206692
42.3592929293,-71.0606060606,0.573813697329
42.3592929293,-71.0584848485,0.293938470668
42.3592929293,-71.0563636364,0.513751154243
42.3592929293,-71.0542424242,0.687795476613
42.3592929293,-71.0521212121,0.158422170094
42.3592929293,-71.05,0.61912321448
42.3592929293,-71.0478787879,2.62430395281
42.3592929293,-71.0457575758,5.25633545601
42.3592929293,-71.0436363636,7.99223237167
42.3592929293,-71.0415151515,8.45614484027
42.3592929293,-71.0393939394,8.77146464249
42.3592929293,-71.0372727273,9.23507970075
42.3592929293,-71.0351515152,9.50144160381
42.3592929293,-71.033030303,9.33279003761
42.3592929293,-71.0309090909,8.60282516043
42.3592929293,-71.0287878788,7.28673400231
42.3592929293,-71.0266666667,5.44121289926
42.3592929293,-71.0245454545,3.17914542122
42.3592929293,-71.0224242424,0.643411884373
42.3592929293,-71.0203030303,-2.01655281474
42.3592929293,-71.0181818182,-4.63509507399
42.3592929293,-71.0160606061,-7.094204125
42.3592929293,-71.0139393939,-9.34102836964
42.3592929293,-71.0118181818,-11.3356529688
42.3592929293,-71.0096969697,-13.0593078302
42.3592929293,-71.0075757576,-14.5114811391
42.3592929293,-71.0054545455,-15.7055497212
42.3592929293,-71.0033333333,-16.6639475061
42.3592929293,-71.0012121212,-17.4137063827
42.3592929293,-70.9990909091,-17.9829485655
42.3592929293,-70.996969697,-18.3986302493
42.3592929293,-70.9948484848,-18.6855648997
42.3592929293,-70.9927272727,-18.8665116048
42.3592929293,-70.9906060606,-18.9629197526
42.3592929293,-70.9884848485,-18.9958068293
42.3592929293,-70.9863636364,-18.9862503401
42.3592929293,-70.9842424242,-18.9551240057
42.3592929293,-70.9821212121,-18.9219869871
42.3592929293,-70.98,-18.9033695449
42.3607070707,-71.19,-13.0726948939
42.3607070707,-71.1878787879,-12.0968914047
42.3607070707,-71.1857575758,-11.1131264315
42.3607070707,-71.1836363636,-10.1272473063
42.3607070707,-71.1815151515,-9.12346817873
42.3607070707,-71.1793939394,-8.06867747653
42.3607070707,-71.1772727273,-6.92324023458
42.3607070707,-71.1751515152,-5.65570998459
42.3607070707,-71.173030303,-4.25752530797
42.3607070707,-71.1709090909,-2.75358012266
42.3607070707,-71.1687878788,-1.20552648762
42.3607070707,-71.1666666667,0.29357329918
42.3607070707,-71.1645454545,1.63261554965
42.3607070707,-71.1624242424,2.70144697171
42.3607070707,-71.1603030303,3.4119371125
42.3607070707,-71.1581818182,3.71732335308
42.3607070707,-71.1560606061,3.62672417973
42.3607070707,-71.1539393939,3.21319761007
42.3607070707,-71.1518181818,2.61542096516
42.3607070707,-71.1496969697,2.03420541521
42.3607070707,-71.1475757576,1.72505101532
42.3607070707,-71.1454545455,1.98686811632
42.3607070707,-71.1433333333,2.97690315377
42.3607070707,-71.1412121212,1.36619023027
42.3607070707,-71.1390909091,0.368226522121
42.3607070707,-71.136969697,0.404384021599
42.3607070707,-71.1348484848,1.87591908519
42.3607070707,-71.1327272727,3.74201472372
42.3607070707,-71.1306060606,2.57298447854
42.3607070707,-71.1284848485,2.98158674131
42.3607070707,-71.1263636364,4.32358998233
42.3607070707,-71.1242424242,3.87621190784
42.3607070707,-71.1221212121,5.50647567208
42.3607070707,-71.12,8.84586142218
42.3607070707,-71.1178787879,9.95652517067
42.3607070707,-71.1157575758,8.29464045016
42.3607070707,-71.1136363636,7.39528820602
42.3607070707,-71.1115151515,9.02882112924
42.3607070707,-71.1093939394,13.3953326952
42.3607070707,-71.1072727273,16.1686576412
42.3607070707,-71.1051515152,11.9507132702
42.3607070707,-71.103030303,7.15856999581
42.3607070707,-71.1009090909,5.08688821959
42.3607070707,-71.0987878788,5.97810846874
42.3607070707,-71.0966666667,8.40282641168
42.3607070707,-71.0945454545,4.97045251533
42.3607070707,-71.0924242424,3.69220778751
42.3607070707,-71.0903030303,1.94583810773
42.3607070707,-71.0881818182,3.41190252049
42.3607070707,-71.0860606061,2.47071507798
42.3607070707,-71.0839393939,2.43690392053
42.3607070707,-71.0818181818,4.34768120219
42.3607070707,-71.0796969697,9.48262107095
42.3607070707,-71.0775757576,14.1670775393
42.3607070707,-71.0754545455,6.26492180846
42.3607070707,-71.0733333333,1.50561840436
42.3607070707,-71.0712121212,0.0222597707195
42.3607070707,-71.0690909091,1.12669250255
42.3607070707,-71.066969697,1.34830358879
42.3607070707,-71.0648484848,0.228808986013
42.3607070707,-71.0627272727,2.03323744343
42.3607070707,-71.0606060606,1.04705718902
42.3607070707,-71.0584848485,0.750388019937
42.3607070707,-71.0563636364,0.0746903714935
42.3607070707,-71.0542424242,1.67541922264
42.3607070707,-71.0521212121,0.412271204115
42.3607070707,-71.05,0.825499622808
42.3607070707,-71.0478787879,2.71216779665
42.3607070707,-71.0457575758,5.45641455168
42.3607070707,-71.0436363636,8.47747720812
42.3607070707,-71.0415151515,11.2695615464
42.3607070707,-71.0393939394,11.2588886013
42.3607070707,-71.0372727273,11.1032538961
42.3607070707,-71.0351515152,10.8052391721
42.3607070707,-71.033030303,10.1507979172
42.3607070707,-71.0309090909,9.02688803349
42.3607070707,-71.0287878788,7.4115104229
42.3607070707,-71.0266666667,5.35523090666
42.3607070707,-71.0245454545,2.95856633649
42.3607070707,-71.0224242424,0.348896207008
42.3607070707,-71.0203030303,-2.34023275176
42.3607070707,-71.0181818182,-4.98543628334
42.3607070707,-71.0160606061,-7.48454814101
42.3607070707,-71.0139393939,-9.72400434764
42.3607070707,-71.0118181818,-11.6829826414
42.3607070707,-71.0096969697,-13.3640007498
42.3607070707,-71.0075757576,-14.7707602618
42.3607070707,-71.0054545455,-15.9191705361
42.3607070707,-71.0033333333,-16.8328309612
42.3607070707,-71.0012121212,-17.5388293266
42.3607070707,-70.9990909091,-18.0644985356
42.3607070707,-70.996969697,-18.4354970958
42.3607070707,-70.9948484848,-18.6752743971
42.3607070707,-70.9927272727,-18.8056827494
42.3607070707,-70.9906060606,-18.8482411387
42.3607070707,-70.9884848485,-18.8253930505
42.3607070707,-70.9863636364,-18.761095421
42.3607070707,-70.9842424242,-18.6802711195
42.3607070707,-70.9821212121,-18.6070358775
42.3607070707,-70.98,-18.562070921
42.3621212121,-71.19,-12.9262824141
42.3621212121,-71.1878787879,-11.8725450763
42.3621212121,-71.1857575758,-10.829249633
42.3621212121,-71.1836363636,-9.81203698165
42.3621212121,-71.1815151515,-8.81177918932
42.3621212121,-71.1793939394,-7.79680948343
42.3621212121,-71.1772727273,-6.72280704439
42.3621212121,-71.1751515152,-5.54801732665
42.3621212121,-71.173030303,-4.24962188576
42.3621212121,-71.1709090909,-2.83653539165
42.3621212121,-71.1687878788,-1.35486072889
42.3621212121,-71.1666666667,0.11574334437
42.3621212121,-71.1645454545,1.47418649727
42.3621212121,-71.1624242424,2.61604056431
42.3621212121,-71.1603030303,3.45402534364
42.3621212121,-71.1581818182,3.93725249883
42.3621212121,-71.1560606061,4.06639105772
42.3621212121,-71.1539393939,3.9032217807
42.3621212121,-71.1518181818,3.57435914705
42.3621212121,-71.1496969697,3.2697109685
42.3621212121,-71.1475757576,3.23620124957
42.3621212121,-71.1454545455,3.7665537382
42.3621212121,-71.1433333333,2.845729558
42.3621212121,-71.1412121212,1.21416859171
42.3621212121,-71.1390909091,0.198709902827
42.3621212121,-71.136969697,0.215729517719
42.3621212121,-71.1348484848,1.67530188994
42.3621212121,-71.1327272727,2.01547381001
42.3621212121,-71.1306060606,0.672482728033
42.3621212121,-71.1284848485,0.939783948423
42.3621212121,-71.1263636364,1.75619117675
42.3621212121,-71.1242424242,1.13338481969
42.3621212121,-71.1221212121,2.64280737619
42.3621212121,-71.12,4.14681911127
42.3621212121,-71.1178787879,5.06050877095
42.3621212121,-71.1157575758,8.49161053221
42.3621212121,-71.1136363636,10.6821656601
42.3621212121,-71.1115151515,13.0331090709
42.3621212121,-71.1093939394,14.8190728713
42.3621212121,-71.1072727273,10.4245295957
42.3621212121,-71.1051515152,6.46759972834
42.3621212121,-71.103030303,3.49907088236
42.3621212121,-71.1009090909,1.34913691879
42.3621212121,-71.0987878788,2.1819832212
42.3621212121,-71.0966666667,6.056963232
42.3621212121,-71.0945454545,6.53889949111
42.3621212121,-71.0924242424,1.79425713297
42.3621212121,-71.0903030303,0.0649795740487
42.3621212121,-71.0881818182,1.47521485181
42.3621212121,-71.0860606061,0.493173448665
42.3621212121,-71.0839393939,0.165715772471
42.3621212121,-71.0818181818,2.0048465611
42.3621212121,-71.0796969697,6.95030273929
42.3621212121,-71.0775757576,14.4487694326
42.3621212121,-71.0754545455,6.91591255642
42.3621212121,-71.0733333333,2.38344578878
42.3621212121,-71.0712121212,0.961001417136
42.3621212121,-71.0690909091,2.30319457216
42.3621212121,-71.066969697,1.49284714487
42.3621212121,-71.0648484848,0.424495348267
42.3621212121,-71.0627272727,2.12193990875
42.3621212121,-71.0606060606,3.51760882348
42.3621212121,-71.0584848485,1.79770005214
42.3621212121,-71.0563636364,0.238412838396
42.3621212121,-71.0542424242,0.96279982618
42.3621212121,-71.0521212121,1.48302120329
42.3621212121,-71.05,1.18981283545
42.3621212121,-71.0478787879,2.42293894015
42.3621212121,-71.0457575758,4.60898623224
42.3621212121,-71.0436363636,7.19534001957
42.3621212121,-71.0415151515,9.6903087691
42.3621212121,-71.0393939394,11.6960027156
42.3621212121,-71.0372727273,12.9329515916
42.3621212121,-71.0351515152,12.119506485
42.3621212121,-71.033030303,10.9559339241
42.3621212121,-71.0309090909,9.42312425881
42.3621212121,-71.0287878788,7.50191688153
42.3621212121,-71.0266666667,5.23511999941
42.3621212121,-71.0245454545,2.70841405609
42.3621212121,-71.0224242424,0.0312061623675
42.3621212121,-71.0203030303,-2.68077435486
42.3621212121,-71.0181818182,-5.31959501388
42.3621212121,-71.0160606061,-7.7950786147
42.3621212121,-71.0139393939,-10.0404842599
42.3621212121,-71.0118181818,-12.0142832258
42.3621212121,-71.0096969697,-13.6638056291
42.3621212121,-71.0075757576,-15.0258279093
42.3621212121,-71.0054545455,-16.1289228161
42.3621212121,-71.0033333333,-16.9973918172
42.3621212121,-71.0012121212,-17.658050751
42.3621212121,-70.9990909091,-18.137176834
42.3621212121,-70.996969697,-18.4588971127
42.3621212121,-70.9948484848,-18.6451237183
42.3621212121,-70.9927272727,-18.7167652425
42.3621212121,-70.9906060606,-18.6956054179
42.3621212121,-70.9884848485,-18.6060178653
42.3621212121,-70.9863636364,-18.475669933
42.3621212121,-70.9842424242,-18.3346228876
42.3621212121,-70.9821212121,-18.2127394211
42.3621212121,-70.98,-18.1359266213
42.3635353535,-71.19,-12.7352745336
42.3635353535,-71.1878787879,-11.5996072524
42.3635353535,-71.1857575758,-10.494963616
42.3635353535,-71.1836363636,-9.44764541543
42.3635353535,-71.1815151515,-8.45555176382
42.3635353535,-71.1793939394,-7.48817113756
42.3635353535,-71.1772727273,-6.49552655218
42.3635353535,-71.1751515152,-5.42403820387
42.3635353535,-71.173030303,-4.23482712932
42.3635353535,-71.1709090909,-2.91905208935
42.3635353535,-71.1687878788,-1.50578201624
42.3635353535,-71.1666666667,-0.0602020287714
42.3635353535,-71.1645454545,1.32733301316
42.3635353535,-71.1624242424,2.55871851876
42.3635353535,-71.1603030303,3.54826639669
42.3635353535,-71.1581818182,4.24199754309
42.3635353535,-71.1560606061,4.63335903156
42.3635353535,-71.1539393939,4.77389382784
42.3635353535,-71.1518181818,4.77845222023
42.3635353535,-71.1496969697,4.82508252572
42.3635353535,-71.1475757576,5.14966660061
42.3635353535,-71.1454545455,5.13878444366
42.3635353535,-71.1433333333,3.4032233676
42.3635353535,-71.1412121212,1.88598474607
42.3635353535,-71.1390909091,0.973346784207
42.3635353535,-71.136969697,1.08381231517
42.3635353535,-71.1348484848,2.63027217696
42.3635353535,-71.1327272727,1.53396530412
42.3635353535,-71.1306060606,0.138118540896
42.3635353535,-71.1284848485,0.36603779878
42.3635353535,-71.1263636364,0.736651325701
42.3635353535,-71.1242424242,0.0413720646799
42.3635353535,-71.1221212121,1.5076521102
42.3635353535,-71.12,1.1744364105
42.3635353535,-71.1178787879,1.96762602507
42.3635353535,-71.1157575758,5.33096918098
42.3635353535,-71.1136363636,5.14750718773
42.3635353535,-71.1115151515,7.35993761034
42.3635353535,-71.1093939394,9.30061225266
42.3635353535,-71.1072727273,5.78686236433
42.3635353535,-71.1051515152,2.7428045495
42.3635353535,-71.103030303,1.40717120905
42.3635353535,-71.1009090909,0.0798664661502
42.3635353535,-71.0987878788,0.888766517848
42.3635353535,-71.0966666667,4.6815737597
42.3635353535,-71.0945454545,7.038579475
42.3635353535,-71.0924242424,2.42725634267
42.3635353535,-71.0903030303,0.756725979199
42.3635353535,-71.0881818182,2.11217200038
42.3635353535,-71.0860606061,1.11980154452
42.3635353535,-71.0839393939,0.533847147887
42.3635353535,-71.0818181818,2.28452759685
42.3635353535,-71.0796969697,6.97765452907
42.3635353535,-71.0775757576,7.52971389869
42.3635353535,-71.0754545455,7.40322168446
42.3635353535,-71.0733333333,5.49386039124
42.3635353535,-71.0712121212,4.10646556655
42.3635353535,-71.0690909091,5.52639428847
42.3635353535,-71.066969697,3.80380795465
42.3635353535,-71.0648484848,2.72276492075
42.3635353535,-71.0627272727,4.20434206796
42.3635353535,-71.0606060606,2.81004976029
42.3635353535,-71.0584848485,1.70987616309
42.3635353535,-71.0563636364,0.24471105937
42.3635353535,-71.0542424242,0.923516064828
42.3635353535,-71.0521212121,0.344591022647
42.3635353535,-71.05,0.172559693913
42.3635353535,-71.0478787879,1.44410961435
42.3635353535,-71.0457575758,3.61498153163
42.3635353535,-71.0436363636,6.16005149937
42.3635353535,-71.0415151515,8.61132814526
42.3635353535,-71.0393939394,10.588374537
42.3635353535,-71.0372727273,11.8226390875
42.3635353535,-71.0351515152,12.1717408299
42.3635353535,-71.033030303,11.6156070576
42.3635353535,-71.0309090909,9.74754357745
42.3635353535,-71.0287878788,7.53719606941
42.3635353535,-71.0266666667,5.07817716381
42.3635353535,-71.0245454545,2.4387756426
42.3635353535,-71.0224242424,-0.291670332927
42.3635353535,-71.0203030303,-3.01642720787
42.3635353535,-71.0181818182,-5.64322005996
42.3635353535,-71.0160606061,-8.09327522678
42.3635353535,-71.0139393939,-10.3071555286
42.3635353535,-71.0118181818,-12.2473670958
42.3635353535,-71.0096969697,-13.8979251001
42.3635353535,-71.0075757576,-15.261341497
42.3635353535,-71.0054545455,-16.3276695265
42.3635353535,-71.0033333333,-17.1526509239
42.3635353535,-71.0012121212,-17.7680838756
42.3635353535,-70.9990909091,-18.1990492697
42.3635353535,-70.996969697,-18.4680425109
42.3635353535,-70.9948484848,-18.5953828631
42.3635353535,-70.9927272727,-18.6010836074
42.3635353535,-70.9906060606,-18.50743135
42.3635353535,-70.9884848485,-18.3412303433
42.3635353535,-70.9863636364,-18.1346417194
42.3635353535,-70.9842424242,-17.9238732799
42.3635353535,-70.9821212121,-17.7456281834
42.3635353535,-70.98,-17.6320236943
42.3649494949,-71.19,-12.5127310718
42.3649494949,-71.1878787879,-11.2960941078
42.3649494949,-71.1857575758,-10.132128872
42.3649494949,-71.1836363636,-9.05808229494
42.3649494949,-71.1815151515,-8.0789383024
42.3649494949,-71.1793939394,-7.16513157737
42.3649494949,-71.1772727273,-6.26054565837
42.3649494949,-71.1751515152,-5.29904890319
42.3649494949,-71.173030303,-4.22480534638
42.3649494949,-71.1709090909,-3.01025753727
42.3649494949,-71.1687878788,-1.66652230112
42.3649494949,-71.1666666667,-0.24349056581
42.3649494949,-71.1645454545,1.17997806696
42.3649494949,-71.1624242424,2.51292822804
42.3649494949,-71.1603030303,3.67230449399
42.3649494949,-71.1581818182,4.60234920637
42.3649494949,-71.1560606061,5.29073096381
42.3649494949,-71.1539393939,5.77996664811
42.3649494949,-71.1518181818,6.17362773527
42.3649494949,-71.1496969697,6.63721722997
42.3649494949,-71.1475757576,7.39350982039
42.3649494949,-71.1454545455,6.12289904817
42.3649494949,-71.1433333333,4.63204881681
42.3649494949,-71.1412121212,3.35228354191
42.3649494949,-71.1390909091,2.66497698348
42.3649494949,-71.136969697,2.98454518156
42.3649494949,-71.1348484848,4.72056370065
42.3649494949,-71.1327272727,2.32775100508
42.3649494949,-71.1306060606,1.00707800244
42.3649494949,-71.1284848485,1.30382298605
42.3649494949,-71.1263636364,1.32632713429
42.3649494949,-71.1242424242,0.666613819795
42.3649494949,-71.1221212121,1.62478065304
42.3649494949,-71.12,0.0537937171179
42.3649494949,-71.1178787879,0.804117524364
42.3649494949,-71.1157575758,2.12170192536
42.3649494949,-71.1136363636,1.59152416992
42.3649494949,-71.1115151515,3.72000564978
42.3649494949,-71.1093939394,5.87829245139
42.3649494949,-71.1072727273,2.24551618181
42.3649494949,-71.1051515152,1.30838044071
42.3649494949,-71.103030303,0.0101468344024
42.3649494949,-71.1009090909,1.21738115275
42.3649494949,-71.0987878788,2.00721001108
42.3649494949,-71.0966666667,5.68313416194
42.3649494949,-71.0945454545,3.68112069355
42.3649494949,-71.0924242424,1.21800335023
42.3649494949,-71.0903030303,1.66514824474
42.3649494949,-71.0881818182,1.81628093354
42.3649494949,-71.0860606061,0.80770149986
42.3649494949,-71.0839393939,2.69434965185
42.3649494949,-71.0818181818,4.8247514367
42.3649494949,-71.0796969697,5.65041008789
42.3649494949,-71.0775757576,2.74534114563
42.3649494949,-71.0754545455,2.65788910673
42.3649494949,-71.0733333333,5.29116293699
42.3649494949,-71.0712121212,8.94390138192
42.3649494949,-71.0690909091,10.1124981302
42.3649494949,-71.066969697,7.79831693018
42.3649494949,-71.0648484848,5.12673483871
42.3649494949,-71.0627272727,1.69250741492
42.3649494949,-71.0606060606,0.450073207181
42.3649494949,-71.0584848485,1.17021274503
42.3649494949,-71.0563636364,1.83047013316
42.3649494949,-71.0542424242,2.32930322514
42.3649494949,-71.0521212121,0.670639294233
42.3649494949,-71.05,0.47597846982
42.3649494949,-71.0478787879,1.62467704169
42.3649494949,-71.0457575758,3.61052587993
42.3649494949,-71.0436363636,5.94476017346
42.3649494949,-71.0415151515,8.19103717356
42.3649494949,-71.0393939394,9.99247272425
42.3649494949,-71.0372727273,11.0956267827
42.3649494949,-71.0351515152,11.3676450761
42.3649494949,-71.033030303,10.7939660364
42.3649494949,-71.0309090909,9.4524228636
42.3649494949,-71.0287878788,7.47699134641
42.3649494949,-71.0266666667,4.89116117613
42.3649494949,-71.0245454545,2.16744022887
42.3649494949,-71.0224242424,-0.595787529256
42.3649494949,-71.0203030303,-3.32106192664
42.3649494949,-71.0181818182,-5.93092011161
42.3649494949,-71.0160606061,-8.35636735374
42.3649494949,-71.0139393939,-10.5432859152
42.3649494949,-71.0118181818,-12.4562739056
42.3649494949,-71.0096969697,-14.079566658
42.3649494949,-71.0075757576,-15.4150786574
42.3649494949,-71.0054545455,-16.4781824095
42.3649494949,-71.0033333333,-17.2923410162
42.3649494949,-71.0012121212,-17.8665681933
42.3649494949,-70.9990909091,-18.2495532855
42.3649494949,-70.996969697,-18.4641796303
42.3649494949,-70.9948484848,-18.5292765502
42.3649494949,-70.9927272727,-18.464110599
42.3649494949,-70.9906060606,-18.2917279658
42.3649494949,-70.9884848485,-18.0417869453
42.3649494949,-70.9863636364,-17.7515545137
42.3649494949,-70.9842424242,-17.4641493142
42.3649494949,-70.9821212121,-17.2239337878
42.3649494949,-70.98,-17.0699686401
42.3663636364,-71.19,-12.2895173263
42.3663636364,-71.1878787879,-10.9991320016
42.3663636364,-71.1857575758,-9.78238526052
42.3663636364,-71.1836363636,-8.68702449733
42.3663636364,-71.1815151515,-7.72483319442
42.3663636364,-71.1793939394,-6.86715173833
42.3663636364,-71.1772727273,-6.05191372885
42.3663636364,-71.1751515152,-5.20074079647
42.3663636364,-71.173030303,-4.24109590559
42.3663636364,-71.1709090909,-3.12676609607
42.3663636364,-71.1687878788,-1.85070101072
42.3663636364,-71.1666666667,-0.446990923785
42.3663636364,-71.1645454545,1.01778613738
42.3663636364,-71.1624242424,2.46088711109
42.3663636364,-71.1603030303,3.80322819726
42.3663636364,-71.1581818182,4.9888337713
42.3663636364,-71.1560606061,6.00120006705
42.3663636364,-71.1539393939,6.8751486468
42.3663636364,-71.1518181818,7.70362408528
42.3663636364,-71.1496969697,8.63920474418
42.3663636364,-71.1475757576,8.64357337291
42.3663636364,-71.1454545455,7.61226904826
42.3663636364,-71.1433333333,6.48080481117
42.3663636364,-71.1412121212,5.55891481942
42.3663636364,-71.1390909091,5.21757772369
42.3663636364,-71.136969697,5.86107127104
42.3663636364,-71.1348484848,6.620575047
42.3663636364,-71.1327272727,4.38461360511
42.3663636364,-71.1306060606,3.26997862238
42.3663636364,-71.1284848485,3.74625674677
42.3663636364,-71.1263636364,3.53263317178
42.3663636364,-71.1242424242,3.01739048632
42.3663636364,-71.1221212121,2.38082254349
42.3663636364,-71.12,0.845824515996
42.3663636364,-71.1178787879,1.62723968546
42.3663636364,-71.1157575758,0.713831318422
42.3663636364,-71.1136363636,0.133603346036
42.3663636364,-71.1115151515,2.22385508987
42.3663636364,-71.1093939394,4.64038180096
42.3663636364,-71.1072727273,0.990108657519
42.3663636364,-71.1051515152,0.039624218707
42.3663636364,-71.103030303,0.970227030952
42.3663636364,-71.1009090909,2.49332102699
42.3663636364,-71.0987878788,5.34212729095
42.3663636364,-71.0966666667,7.74376388527
42.3663636364,-71.0945454545,2.56660127519
42.3663636364,-71.0924242424,0.173626202388
42.3663636364,-71.0903030303,0.604651970038
42.3663636364,-71.0881818182,1.03828402071
42.3663636364,-71.0860606061,0.073590880713
42.3663636364,-71.0839393939,1.87003496813
42.3663636364,-71.0818181818,6.29829691077
42.3663636364,-71.0796969697,3.31403171788
42.3663636364,-71.0775757576,0.567920936703
42.3663636364,-71.0754545455,0.506531367973
42.3663636364,-71.0733333333,3.02011268736
42.3663636364,-71.0712121212,7.85784477997
42.3663636364,-71.0690909091,14.6294977915
42.3663636364,-71.066969697,9.67892620967
42.3663636364,-71.0648484848,4.02412532315
42.3663636364,-71.0627272727,0.851976916716
42.3663636364,-71.0606060606,0.0233413293496
42.3663636364,-71.0584848485,0.452491652951
42.3663636364,-71.0563636364,2.54091842661
42.3663636364,-71.0542424242,4.15717477132
42.3663636364,-71.0521212121,2.16280048909
42.3663636364,-71.05,1.8310736777
42.3663636364,-71.0478787879,2.72838387722
42.3663636364,-71.0457575758,4.39345662387
42.3663636364,-71.0436363636,6.38100592286
42.3663636364,-71.0415151515,8.29281864836
42.3663636364,-71.0393939394,9.80101797776
42.3663636364,-71.0372727273,10.6716909697
42.3663636364,-71.0351515152,10.7846861171
42.3663636364,-71.033030303,10.1322865518
42.3663636364,-71.0309090909,8.7905501435
42.3663636364,-71.0287878788,6.88052710963
42.3663636364,-71.0266666667,4.54012718212
42.3663636364,-71.0245454545,1.91081733767
42.3663636364,-71.0224242424,-0.854969539419
42.3663636364,-71.0203030303,-3.56807430431
42.3663636364,-71.0181818182,-6.15799714366
42.3663636364,-71.0160606061,-8.56291191336
42.3663636364,-71.0139393939,-10.7312417834
42.3663636364,-71.0118181818,-12.6271695248
42.3663636364,-71.0096969697,-14.2332134134
42.3663636364,-71.0075757576,-15.549442375
42.3663636364,-71.0054545455,-16.589771535
42.3663636364,-71.0033333333,-17.3765622909
42.3663636364,-71.0012121212,-17.9351243406
42.3663636364,-70.9990909091,-18.2896006984
42.3663636364,-70.996969697,-18.4508356596
42.3663636364,-70.9948484848,-18.4532273162
42.3663636364,-70.9927272727,-18.3157373292
42.3663636364,-70.9906060606,-18.0624119839
42.3663636364,-70.9884848485,-17.7260276213
42.3663636364,-70.9863636364,-17.3492658592
42.3663636364,-70.9842424242,-16.9825059201
42.3663636364,-70.9821212121,-16.6781283168
42.3663636364,-70.98,-16.4824526392
42.3677777778,-71.19,-12.1092409457
42.3677777778,-71.1878787879,-10.7593081297
42.3677777778,-71.1857575758,-9.50117580424
42.3677777778,-71.1836363636,-8.39184562811
42.3677777778,-71.1815151515,-7.44925458013
42.3677777778,-71.1793939394,-6.64581118639
42.3677777778,-71.1772727273,-5.9144374144
42.3677777778,-71.1751515152,-5.1659482173
42.3677777778,-71.173030303,-4.31263026122
42.3677777778,-71.1709090909,-3.29081412982
42.3677777778,-71.1687878788,-2.07587889245
42.3677777778,-71.1666666667,-0.686015013031
42.3677777778,-71.1645454545,0.825219258426
42.3677777778,-71.1624242424,2.38453747313
42.3677777778,-71.1603030303,3.9184249037
42.3677777778,-71.1581818182,5.37247172815
42.3677777778,-71.1560606061,6.7277610406
42.3677777778,-71.1539393939,8.01287836581
42.3677777778,-71.1518181818,9.31099048128
42.3677777778,-71.1496969697,10.4111182112
42.3677777778,-71.1475757576,10.1277364539
42.3677777778,-71.1454545455,9.54435449786
42.3677777778,-71.1433333333,8.87998851078
42.3677777778,-71.1412121212,8.42991330952
42.3677777778,-71.1390909091,8.5495483739
42.3677777778,-71.136969697,9.62715411358
42.3677777778,-71.1348484848,9.51592104035
42.3677777778,-71.1327272727,7.65155273991
42.3677777778,-71.1306060606,6.87204809508
42.3677777778,-71.1284848485,7.63673052211
42.3677777778,-71.1263636364,7.30876528769
42.3677777778,-71.1242424242,7.04345674897
42.3677777778,-71.1221212121,4.94235241644
42.3677777778,-71.12,2.87494486016
42.3677777778,-71.1178787879,1.13214871239
42.3677777778,-71.1157575758,1.36879625216
42.3677777778,-71.1136363636,0.809201666725
42.3677777778,-71.1115151515,2.89251297307
42.3677777778,-71.1093939394,5.58032787986
42.3677777778,-71.1072727273,1.99422679
42.3677777778,-71.1051515152,1.06917375066
42.3677777778,-71.103030303,2.91766798026
42.3677777778,-71.1009090909,5.58844874404
42.3677777778,-71.0987878788,9.69848614888
42.3677777778,-71.0966666667,8.71499642584
42.3677777778,-71.0945454545,3.70417725135
42.3677777778,-71.0924242424,1.39474153728
42.3677777778,-71.0903030303,1.7916320265
42.3677777778,-71.0881818182,2.46119622561
42.3677777778,-71.0860606061,1.53296722598
42.3677777778,-71.0839393939,3.20169692639
42.3677777778,-71.0818181818,7.31873777506
42.3677777778,-71.0796969697,3.23739839829
42.3677777778,-71.0775757576,0.659256800337
42.3677777778,-71.0754545455,0.598428853547
42.3677777778,-71.0733333333,2.93194160395
42.3677777778,-71.0712121212,7.41102066126
42.3677777778,-71.0690909091,13.6640685554
42.3677777778,-71.066969697,9.96203778296
42.3677777778,-71.0648484848,4.71341205074
42.3677777778,-71.0627272727,1.75275485632
42.3677777778,-71.0606060606,0.941227311729
42.3677777778,-71.0584848485,1.28592939416
42.3677777778,-71.0563636364,3.13143248776
42.3677777778,-71.0542424242,6.11343969595
42.3677777778,-71.0521212121,4.47864486039
42.3677777778,-71.05,3.9264675704
42.3677777778,-71.0478787879,4.47947228114
42.3677777778,-71.0457575758,5.7259052369
42.3677777778,-71.0436363636,7.26868839003
42.3677777778,-71.0415151515,8.75231191205
42.3677777778,-71.0393939394,9.88280892879
42.3677777778,-71.0372727273,10.4507868219
42.3677777778,-71.0351515152,10.3521978203
42.3677777778,-71.033030303,9.58634790366
42.3677777778,-71.0309090909,8.22460848873
42.3677777778,-71.0287878788,6.37065995241
42.3677777778,-71.0266666667,4.13581468423
42.3677777778,-71.0245454545,1.63231247531
