id,latitude,longitude
1183579745,42.3653953,-71.142987
1183579731,42.3654171,-71.1430917
1183579709,42.365429,-71.1431802
1183579736,42.3654359,-71.143274
1183579743,42.3654458,-71.1433693
1183579707,42.3654557,-71.1434605
1183579744,42.3654567,-71.1435557
1040640254,42.3654524,-71.1436516
329029877,42.3654468,-71.1437477
1167247948,42.3654355,-71.1438751
1167203955,42.365414,-71.1439989
1167204047,42.3653834,-71.144123
1167204014,42.3653567,-71.1442396
1167204003,42.3653339,-71.144363
1167204058,42.3653091,-71.144473
1167204066,42.3652615,-71.1445843
1167203956,42.365213,-71.1446782
1167203916,42.3651585,-71.1447707
1167204060,42.365099,-71.1448485
1167204063,42.3650336,-71.1449263
1167204080,42.3649722,-71.1449853
1167203951,42.3648949,-71.1450805
1167203953,42.3648394,-71.1451462
1167204026,42.364774,-71.145228
1167203947,42.3647165,-71.1453139
1167204042,42.3646492,-71.1453823
1167204040,42.3645897,-71.1454466
1167204001,42.3645194,-71.145515
1167204105,42.3644609,-71.1455754
1167204070,42.3643945,-71.1456465
1167204041,42.3643291,-71.1457055
1167203943,42.3642478,-71.1457779
1167204082,42.3641745,-71.1458315
1167203980,42.3640982,-71.1458798
1167204045,42.3640199,-71.1459254
1167204101,42.3639337,-71.145971
1167204023,42.3638604,-71.1460045
1167204061,42.3637881,-71.1460488
1167204059,42.3636969,-71.1461158
1167204086,42.3636117,-71.1461775
1167203995,42.3635413,-71.1462272
1167204088,42.3634819,-71.1462634
1039859564,42.3634304,-71.146298
1167204000,42.3633778,-71.146317
1167203957,42.3633164,-71.1463304
1167203973,42.3632331,-71.1463613
1167204018,42.3631568,-71.1463867
1167204118,42.3630924,-71.1464189
1167204049,42.3630389,-71.1464551
1167204021,42.3629923,-71.1465061
1167204107,42.3629468,-71.1465584
1167204103,42.3628824,-71.1466161
1167203974,42.362812,-71.1466805
1167204016,42.3627327,-71.1467462
1167203976,42.3626762,-71.1468011
1167204002,42.3626316,-71.1468508
1167204038,42.3625989,-71.146895
1167203912,42.3625494,-71.1469312
1167203936,42.3625127,-71.1469728
1167203920,42.3624741,-71.1470278
1167204089,42.3624166,-71.1470721
1167204100,42.3623671,-71.1471244
1167203999,42.3623155,-71.1471834
1167204025,42.362265,-71.1472491
1167204092,42.3622184,-71.1473135
1167204115,42.3621758,-71.1473725
1167204090,42.3621283,-71.1474274
1167204030,42.3621035,-71.1474771
1167203965,42.3620639,-71.1475227
1039654200,42.3620133,-71.1475554
1040038327,42.3619646,-71.1475824
1040102783,42.3619104,-71.1475985
1040615734,42.3618522,-71.1476392
1160189966,42.3616835,-71.1477752
1160190040,42.3616251,-71.1478298
1160189992,42.361593,-71.1478894
1160190204,42.3615357,-71.1479786
1160190019,42.361497,-71.1480765
1160190222,42.3614653,-71.1481717
1160190239,42.3614296,-71.1482683
1166107764,42.3610006,-71.147921
1166107754,42.3610383,-71.1478325
1166107747,42.3610749,-71.1477305
1166107742,42.3611245,-71.1476273
1166107759,42.3611651,-71.1475508
1166107777,42.3612047,-71.1475052
1166107762,42.3612464,-71.1474811
1166107726,42.361288,-71.1474382
1166107748,42.3613336,-71.1473698
1166107727,42.3613742,-71.1472826
1166107760,42.3614128,-71.1472196
1166107740,42.3614535,-71.1471324
1166107763,42.3615,-71.1470305
1166107773,42.3615189,-71.147001
1166107765,42.3615902,-71.1469447
1166107736,42.361618,-71.1469125
2667442372,42.3617598,-71.1467137
1166107731,42.3618065,-71.1466137
1166107728,42.361858,-71.1465539
1166107767,42.3618974,-71.1465115
327291414,42.3619226,-71.1465425
327672072,42.3620263,-71.1463686
991965591,42.3621169,-71.1462237
327652627,42.3621981,-71.1461035
