,id,terminal,station,municipal,lat,lng,status,originpop,originwork,originsubway,destpop,destwork,destsubway
64,68,M32011,Central Square at Mass Ave / Essex St,Cambridge,42.36507,-71.1031,Existing,34562.5691747,43730.3913459,16547.6999017,47537.193135,85560.9488994,86667.1173422
65,69,K32001,Coolidge Corner - Beacon St @ Centre St,Brookline,42.341598,-71.123338,Existing,18585.0323735,4497.716791,5365.36748213,38856.4715331,40961.4672694,24703.569049
66,70,M32016,Harvard Kennedy School at Bennett St / Eliot St,Cambridge,42.372244,-71.121851,Existing,3894.0687813,3676.03565345,17758.1288108,31950.6167329,44737.7378504,50637.7366407
67,71,S32004,Conway Park - Somerville Avenue,Somerville,42.383405,-71.107593,Existing,4968.7612922,1989.52539642,251.065252016,19318.7670572,33958.6318677,46522.8433669
68,72,M32003,One Broadway / Kendall Sq at Main St / 3rd St,Cambridge,42.362613,-71.084105,Existing,4279.29083551,17329.052635,14319.124672,70946.9591709,131394.391506,114125.026045
69,73,M32017,Harvard Square at Brattle St / Eliot St,Cambridge,42.373231,-71.120886,Existing,4179.38484776,4466.49933143,21301.5421663,30844.5744452,44612.3937885,51441.3892158
70,74,M32018,Harvard Square at Mass Ave/ Dunster,Cambridge,42.373268,-71.118579,Existing,2330.68455389,2114.72845746,22683.7827195,31368.2265837,47529.238105,55083.9214123
71,75,M32009,Lafayette Square at Mass Ave / Main St / Columbia St,Cambridge,42.363562,-71.10042,Existing,25876.121249,32780.2391421,12831.2697982,51541.2721563,93436.3826112,91179.5754807
72,76,M32012,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Cambridge,42.366426,-71.105495,Existing,29956.3643146,37878.6975783,14146.7246667,44374.6331983,78844.4554515,82293.2926157
73,77,S32001,Somerville City Hall,Somerville,42.386428,-71.096413,Existing,18174.878411,5171.00608673,4.10238933707,17305.6917364,30149.0131324,41706.7601519
74,78,S32002,Union Square - Somerville,Somerville,42.379637,-71.095319,Existing,15136.4310079,6040.83303752,4.08030101228,25914.5503044,50300.5834398,61458.6724317
75,79,S32003,Beacon St at Washington / Kirkland,Somerville,42.378551,-71.106541,Existing,4962.8129118,2004.67007748,399.515803742,25565.0852216,46920.790217,58814.8123529
76,80,M32005,MIT Stata Center at Vassar St / Main St,Cambridge,42.362429,-71.090188,Existing,2425.28671506,8559.92931063,12125.4658937,63515.9631811,117395.320482,105364.959509
77,81,D32019,Boylston St / Washington St,Boston,42.352409,-71.062679,Existing,8221.04098699,41180.0591262,51924.3648516,94942.8573627,158693.121514,122677.580517
78,82,K32002,Brookline Town Hall / Library Washington St,Brookline,42.333689,-71.120526,Removed,273.435294686,66.188278195,3727.75145815,31967.0579548,41111.7622321,23966.0981453
79,83,C32011,South Bay Plaza,Boston,42.325941,-71.065928,Existing,432.270354855,133.558472192,816.029593115,39552.7087986,58192.1788034,40839.0038302
80,84,M32019,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,Cambridge,42.366981,-71.076472,Existing,3243.3777143,6447.68338249,7981.60054054,69508.2664715,132849.878874,119098.467363
81,85,C32012,Andrew Station - Dorchester Ave at Humboldt Pl,Boston,42.330825,-71.057007,Removed,1113.41200211,341.413481686,6258.53049005,43928.8840636,55247.7970313,39810.276869
82,86,K32003,Brookline Village - Station Street @ MBTA,Brookline,42.332799,-71.116205,Existing,76.5695735423,18.7980781333,4244.25744028,31126.4035358,49467.76048,29381.6733328
83,87,M32014,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,Cambridge,42.366621,-71.114214,Existing,4860.00529932,4965.57925142,3093.61151861,41410.485154,64067.0804856,67759.5104295
84,88,M32010,Inman Square at Vellucci Plaza / Hampshire St,Cambridge,42.374035,-71.101427,Existing,2903.22638647,1907.98889232,797.48284638,33297.8687921,64087.174003,73703.7523899
85,89,M32020,Harvard Law School at Mass Ave / Jarvis St,Cambridge,42.379011,-71.119945,Existing,9253.7456061,12215.1387063,8891.952548,23046.9093524,35742.7263901,45756.7288222
86,90,M32001,Lechmere Station at Cambridge St / First St,Cambridge,42.3707,-71.07711,Existing,4107.03227253,3603.33502771,8550.60096076,58012.7995662,113437.255539,107813.207909
87,91,M32002,One Kendall Square at Hampshire St / Portland St,Cambridge,42.366277,-71.09169,Existing,3624.73302013,5589.13053038,6088.44791679,53941.8609018,103093.406824,99230.6629568
88,92,C32014,University of Massachusetts Boston,Boston,42.311819,-71.035705,Existing,0.337392701735,0.099885396325,4.58495484352,13743.3820608,7520.74945103,7730.78092073
89,93,C32013,JFK / UMASS Station,Boston,42.320494,-71.051122,Existing,7211.24493742,2135.14788434,8561.98045717,29667.2738174,24328.008708,19347.2202929
90,94,D32020,Charlestown - Main St at Austin St,Boston,42.375603,-71.064608,Existing,11626.0417028,6062.18764218,1969.25957549,50328.6295693,98688.216923,99944.468068
91,95,M32007,Cambridge St - at Columbia St / Webster Ave,Cambridge,42.372969,-71.094445,Existing,2173.73740743,1526.0142243,381.771780805,37888.9930923,75048.963706,81776.0599014
92,96,M32013,Cambridge Main Library at Broadway / Trowbridge St,Cambridge,42.373379,-71.111075,Existing,848.014335852,865.280910458,6292.35457444,32541.066558,56225.3845886,65549.2436618
93,97,M32015,Harvard  University River Houses at DeWolfe St / Cowperthwaite St,Cambridge,42.369182,-71.117152,Removed,2449.40295554,926.402501942,9202.12328872,37381.2926415,55881.1633207,61069.152904
94,98,D32021,Charlestown - Warren St at Chelsea St,Boston,42.371848,-71.060292,Existing,2777.39865246,1934.70429028,1203.32353413,62276.6682155,120139.926783,114632.248382
95,99,B32008,Mayor Thomas M. Menino - Government Center,Boston,42.35892,-71.057629,Existing,7719.81171394,80499.8341011,58694.7003755,91303.4976522,159191.562663,131384.273563
96,100,B32017,Dudley Square,Boston,42.328654,-71.084198,Existing,13581.780643,3552.38431936,4838.13207011,39653.6093507,91155.2207787,56637.8330344
97,101,B32020,BIDMC - Brookline at Burlington St,Boston,42.345733,-71.100694,Existing,29181.1353252,58363.6867962,9970.09506919,58242.7818031,102559.274881,70716.0846366
98,102,C32002,Boston Medical Center -  East Concord at Harrison Ave,Boston,42.336437,-71.073089,Existing,21698.6278161,13291.6581454,3609.00092615,61314.5705247,106651.095844,71144.6886559
99,103,C32008,Boylston at Fairfield,Boston,42.348762,-71.082383,Existing,6182.65303558,30740.8415894,24706.2111045,83341.6363057,143066.996394,102918.505744
100,104,C32012,Andrew Station - Dorchester Ave at Humboldt Pl,Boston,42.330716,-71.057044,Existing,1059.67105323,324.938575151,6331.92448526,43767.8168893,54976.8567449,39617.9059882
101,105,C32015,Mt Pleasant Ave / Dudley Town Common,Boston,42.325333,-71.075354,Existing,4216.76352419,1110.90370869,349.067265381,37481.6676761,72208.7121348,48063.0069597
102,106,C32016,West Broadway at Dorchester St,Boston,42.335693,-71.045859,Existing,31174.7794236,9536.01477405,169.691584575,42083.5318708,47512.264117,35116.0209742
103,107,C32017,South Boston Library - 646 East Broadway,Boston,42.335741,-71.03877,Existing,11632.6446258,3571.79945498,6.51362908087,32788.9222867,32875.0045067,24317.3241683
104,108,C32018,E. Cottage St at Columbia Rd,Boston,42.320561,-71.06198,Existing,14393.3462785,4261.57739461,1451.08604703,34259.5037482,39734.6744828,29895.5105356
105,109,C32019,Upham's Corner - Ramsey St at Dudley St,Boston,42.317225,-71.065421,Existing,10789.1900106,3193.62101656,161.406558789,32888.8351465,39676.7283898,30281.5521473
106,110,D32001,New Balance - Guest St. at Life St.,Boston,42.356975,-71.145442,Existing,1024.0968354,410.809660217,117.529324059,35075.5886341,18860.3388083,11197.3887717
107,111,D32003,TD Garden - Causeway at Portal Park #2,Boston,42.366222,-71.059914,Existing,7639.17776921,21721.0024346,12093.2872804,79249.5263962,147652.470119,130737.530452
108,112,D32004,Franklin St. / Arch St.,Boston,42.355402,-71.058087,Existing,5667.28176482,60493.6738451,67143.9051924,93071.794916,157281.819291,125922.342038
109,113,D32016,Charles Circle - Charles St. at Cambridge St.,Boston,42.36069,-71.070884,Existing,10696.1608492,39031.5348347,17414.7090573,90120.8796421,163440.468028,134399.004037
110,114,D32022,TD Garden - Causeway at Portal Park #1,Boston,42.365942,-71.060515,Existing,7803.09137415,23031.4060274,13249.3664149,80260.0477603,149409.157043,131727.948668
111,115,D32023,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,Boston,42.378338,-71.048927,Existing,78.5984203367,40.94863187,60.5187020995,36836.753651,72503.9055701,76776.1430749
112,116,D32024,Charles St at Beacon St,Boston,42.356052,-71.069849,Existing,8263.86035718,31158.8840476,23375.1030614,95971.9705855,167523.912922,131526.388629
113,117,D32025,Milk St at India St,Boston,42.358508,-71.052984,Existing,5658.18371528,86630.5673639,30983.153587,85501.8394404,145925.017361,121441.324259
114,118,D32026,Hayes Square at Vine St.,Boston,42.377022,-71.056605,Existing,3496.63057895,1817.16290413,54.6533335858,44974.4136837,87976.9526905,91302.0352497
115,119,D32027,New Balance Store - Boylston at Dartmouth,Boston,42.350413,-71.07655,Existing,17611.9166104,49056.816345,31310.0116454,90247.3695622,153500.663363,113208.110734
116,120,E32001,JP Monument - South St at Centre St,Boston,42.309467,-71.115645,Existing,25301.8414662,9876.016079,1386.57877071,16874.5222924,23131.234925,31575.3478839
117,121,E32002,JP Centre - Centre Street at Myrtle Street,Boston,42.31309,-71.114175,Existing,21645.576308,8448.87353247,1149.68461164,16941.1584689,26689.4835501,32761.4115518
118,122,E32003,Hyde Square at Barbara St,Boston,42.320998,-71.110833,Existing,348.011452268,135.531040555,1447.93711144,20032.8922339,42314.8779851,34866.7355713
119,123,E32004,Egleston Square at Columbus Ave,Boston,42.315692,-71.098634,Existing,308.350159307,116.537050068,2693.26627611,18131.6677385,46761.8497616,41091.8705636
120,124,E32005,Green St T,Boston,42.310579,-71.107341,Existing,23408.4045613,9136.95103378,3895.7470536,15629.4151769,29272.5981273,36056.2886369
121,125,E32006,Jackson Square T at Centre St,Boston,42.322913,-71.100164,Existing,601.81127216,141.720232469,7919.38328705,23052.1046206,63943.2529222,44115.5697199
122,126,K32002,Washington Square at Washington St. / Beacon St.,Brookline,42.339335,-71.13493,Existing,212.927234444,51.9649501698,3147.34379951,37183.4450192,23724.2218727,10992.3827412
123,127,K32004,JFK Crossing at Harvard St. / Thorndike St.,Brookline,42.346563,-71.128374,Existing,10384.8575548,2730.19360989,4641.00036386,41776.5021863,34922.2235071,22018.3123499
124,128,M32004,Kendall T at Main St,Cambridge,42.362457,-71.08497,Existing,4123.83855319,16994.3271696,15126.9121537,70130.0127036,129724.516636,112922.421226
125,129,M32015,Harvard University River Houses / Plympton St at Memorial Drive,Cambridge,42.369832,-71.118201,Existing,2384.81925798,740.590425855,12059.7526723,36253.8300291,53370.989802,58752.6816846
126,130,M32021,Harvard University Gund Hall at Quincy St / Kirkland S,Cambridge,42.376369,-71.114025,Existing,605.440171281,650.85115423,10818.2376375,27757.4741329,46492.5739777,56792.9867193
127,131,M32022,Lower Cambridgeport at Magazine St/Riverside Rd,Cambridge,42.356954,-71.113687,Existing,813.641568096,998.173595686,1124.48124707,49718.2753246,70942.9995157,63854.5641117
128,132,M32023,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,Cambridge,42.377945,-71.116865,Existing,2585.21659565,3353.51306254,11455.713154,25099.9564773,40547.3512012,50880.1084687
129,133,M32024,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,Cambridge,42.380287,-71.125107,Existing,28919.3610718,38249.7361148,2711.68569136,20042.0325605,29052.2781323,38251.7253545
130,134,M32025,Mass Ave / Linear Park,Cambridge,42.397828,-71.130516,Existing,11504.447666,4202.67732553,3389.06565942,6121.29768175,7041.53259895,18088.7678488
131,135,M32026,359 Broadway - Broadway at Fayette Street,Cambridge,42.370803,-71.104412,Existing,7553.34800486,9442.1972133,4970.57952523,37840.5650462,70205.5729643,77854.3222868
132,136,M32027,Biogen Idec - Binney St / Sixth St,Cambridge,42.366095,-71.086388,Existing,6882.78568917,12427.0158198,9881.6889775,60083.9836857,114760.092188,106283.825024
133,137,M32029,Porter Square Station,Cambridge,42.387995,-71.119084,Existing,1452.70702935,935.54270679,9710.04110766,13203.2454727,20535.8139296,32805.5687529
134,138,S32005,Wilson Square,Somerville,42.385582,-71.113341,Existing,309.616536413,199.498013979,3293.62296538,16357.1881654,27011.1469701,39505.6369222
135,139,S32006,Davis Square,Somerville,42.396969,-71.123024,Existing,23667.3948365,5998.96359608,12616.027718,7348.1010129,9081.79352189,21152.153032
136,140,S32007,Ball Square,Somerville,42.400146,-71.112708,Existing,4435.78412991,819.868242392,1111.55157825,8092.25857609,8273.26657126,19597.8079055
137,141,S32008,Powder House Circle,Somerville,42.400877,-71.116772,Existing,13689.1405761,2548.74590453,2983.69656587,7410.79251812,7317.47701851,18986.3420339
138,142,S32009,Packard Ave / Powderhouse Blvd,Somerville,42.40449,-71.123413,Existing,8909.56600322,1662.55544832,827.180710499,6182.65055255,4876.79387051,16103.5303226
139,143,S32010,Somerville Hospital at Highland Ave / Crocker St,Somerville,42.39082,-71.10942,Existing,246.219747142,73.5828623568,1087.83889456,12413.9351768,18875.1378932,31036.1541337
140,144,S32011,Teele Square at 239 Holland St,Somerville,42.402763,-71.126908,Existing,9592.93570231,1922.25512692,1437.39070999,5810.10720976,5131.27621458,16282.3069915
141,145,S32012,Summer St at Cutter St,Somerville,42.394002,-71.120406,Existing,11755.4829949,3458.94893088,12872.1638454,8947.67842409,12348.1950086,24689.4441393
