,id,terminal,station,municipal,lat,lng,status,originpop,originwork,originsubway,destpop,destwork,destsubway
34,38,D32003,TD Garden - Legends Way,Boston,42.366231,-71.060868,Removed,170.112463869,717.812588416,93.4186840425,7.47319803955,18.9605004502,4.86910675039
35,39,C32006,Washington St. at Rutland St.,Boston,42.338623,-71.074182,Existing,293.683841315,377.000709991,44.6593359901,8.79300950312,19.8458135253,4.95453371248
36,40,D32006,Lewis Wharf - Atlantic Ave.,Boston,42.363871,-71.050877,Existing,111.740425265,751.03742247,65.1025745109,6.74377867965,17.8590836614,4.55364251276
37,41,A32012,Packard's Corner - Comm. Ave. at Brighton Ave.,Boston,42.352261,-71.123831,Existing,244.267040931,111.844508638,46.9739139334,7.61411792714,12.5390896322,2.97798777462
38,42,D32007,Boylston St. at Arlington St.,Boston,42.352096,-71.070378,Existing,267.460411494,900.438276085,204.830906016,9.05239234362,21.2421779519,5.16747223815
39,43,D32008,Rowes Wharf - Atlantic Ave,Boston,42.357143,-71.050699,Existing,112.48954627,960.482078155,153.961046128,6.99734918586,17.42017605,4.28492861164
40,44,D32009,Faneuil Hall - Union St. at North St.,Boston,42.360583,-71.056868,Existing,172.926579435,1101.58770821,365.660799313,7.30354373178,17.343592638,4.10255195232
41,45,B32011,Yawkey Way at Boylston St.,Boston,42.344763,-71.09788,Existing,382.808367216,730.565487385,71.89174807,8.99734109147,17.3116607244,4.33951705412
42,46,B32005,Christian Science Plaza,Boston,42.343864,-71.085918,Existing,338.052231983,697.442434658,137.494378375,9.35387233909,19.4826543092,4.73479297662
43,47,D32010,Cross St. at Hanover St.,Boston,42.362811,-71.056067,Existing,160.618561698,971.04648127,226.679123868,7.17283751213,17.7189041365,4.38152321916
44,48,D32012,Post Office Square,Boston,42.356755,-71.055407,Existing,158.101297236,1129.4024734,406.707710987,7.36439848124,17.2542843361,3.91964530904
45,49,D32011,Stuart St. at Charles St.,Boston,42.351146,-71.066289,Existing,253.250924111,936.789731341,258.79229402,8.78472952621,20.8620838805,4.95539816693
46,50,D32013,Boylston St / Berkeley St,Boston,42.350989,-71.073644,Existing,276.502971988,823.21483558,222.604217484,9.23089426186,21.3504670114,5.21734458141
47,51,C32005,Washington St. at Lenox St.,Boston,42.3348756,-71.0790969,Existing,269.876195592,262.416390096,37.4014055969,8.65107594834,18.4836744466,4.52130094887
48,52,B32000,Newbury St / Hereford St,Boston,42.348717,-71.085954,Existing,284.072265918,688.976766848,144.285379084,9.58505396411,20.1851545814,4.90365277266
49,53,B32016,Beacon St / Mass Ave,Boston,42.350851,-71.089886,Existing,261.815186323,614.51531208,99.0102505711,9.89774686372,20.3999462219,4.98869465501
50,54,D32014,Tremont St / West St,Boston,42.354979,-71.063348,Existing,225.055640414,1101.40864819,489.964145222,8.31097202683,19.4354454683,4.39232787874
51,55,B32018,Boylston / Mass Ave,Boston,42.347265,-71.088088,Existing,317.249481811,720.12437688,138.685571999,9.52315054002,19.6602805654,4.79702992288
52,56,B32017,Dudley Square,Boston,42.3281898,-71.0833545,Removed,252.404718124,112.46097267,33.4441440444,7.84763077069,15.6321072113,3.73392029778
53,57,C32004,Columbus Ave. at Mass. Ave.,Boston,42.340799,-71.081572,Existing,322.240661768,546.947840392,112.335492959,9.17341298068,19.6958337509,4.80815272493
54,58,D32017,The Esplanade - Beacon St. at Arlington St.,Boston,42.355596,-71.07278,Existing,235.049069174,834.083553385,125.013079485,9.29321888498,21.7586457844,5.40164799248
55,59,D32015,Chinatown Gate Plaza - Surface Rd. at Beach St.,Boston,42.351356,-71.059367,Existing,187.090165334,964.909728463,384.099363453,8.16260038367,19.5670840755,4.46373247303
56,60,D32016,Charles Circle - Charles St. at Cambridge St.,Boston,42.360877,-71.07131,Removed,201.491902346,762.062379199,132.531454619,9.01233968432,21.617882267,5.45625077395
57,61,C32008,Boylston at Fairfield,Boston,42.348323,-71.082674,Removed,285.364936758,706.637636682,194.509530046,9.43691874955,20.3573251054,4.92359634541
58,62,B32019,Longwood Ave/Riverway,Boston,42.340299,-71.109927,Existing,237.52031186,282.725526493,43.4626337673,8.27159824565,14.6070670984,3.47857406335
59,63,C32009,Dorchester Ave. at Gillette Park,Boston,42.344023,-71.057054,Existing,167.64718994,466.730541159,70.778884342,8.21697834323,20.6961491647,5.18607639638
60,64,C32010,Congress / Sleeper,Boston,42.3511,-71.0496,Existing,98.3376616313,735.956877662,133.79282516,7.21961658749,18.5767006512,4.69006517693
61,65,D32018,Boston Convention & Exhibition Center,Boston,42.3475,-71.0441,Existing,87.0409329945,421.24530078,27.0597529959,6.59521509303,17.7556287932,4.6142349574
62,66,A32017,Allston Green District - Commonwealth Ave & Griggs St,Boston,42.348607,-71.13401,Existing,218.759763836,80.799751653,51.288418609,6.19597519017,9.72045475622,2.30324798529
63,67,M32006,MIT at Mass Ave / Amherst St,Cambridge,42.3581,-71.093198,Existing,194.678740155,372.739191387,29.9322677365,10.0766723426,20.5472245977,4.99638189394
64,68,M32011,Central Square at Mass Ave / Essex St,Cambridge,42.36507,-71.1031,Existing,292.829407382,370.898093812,131.330951601,8.85691791273,16.5682970295,4.01937598204
65,69,K32001,Coolidge Corner - Beacon St @ Centre St,Brookline,42.341598,-71.123338,Existing,222.459858318,83.961878632,42.5822816042,7.22645228828,11.9266177823,2.77758146024
66,70,M32016,Harvard Kennedy School at Bennett St / Eliot St,Cambridge,42.372244,-71.121851,Existing,188.531799586,218.917286596,140.937530245,6.79258257907,10.8320586585,2.5492314423
67,71,S32004,Conway Park - Somerville Avenue,Somerville,42.383405,-71.107593,Existing,190.13703032,96.7953263926,1.99258136521,6.62713371603,11.1617477082,2.8534937008
68,72,M32003,One Broadway / Kendall Sq at Main St / 3rd St,Cambridge,42.362613,-71.084105,Existing,150.393946551,352.327808433,113.643846603,9.62827324194,21.3447466636,5.23773967343
69,73,M32017,Harvard Square at Brattle St / Eliot St,Cambridge,42.373231,-71.120886,Existing,195.94237875,229.177153792,169.059858463,6.75447473487,10.8130850295,2.53753694027
70,74,M32018,Harvard Square at Mass Ave/ Dunster,Cambridge,42.373268,-71.118579,Existing,186.784391859,213.477570619,180.030021583,6.89601691539,11.2298510166,2.63208918058
71,75,M32009,Lafayette Square at Mass Ave / Main St / Columbia St,Cambridge,42.363562,-71.10042,Existing,281.732398717,376.387521141,101.835474589,9.19435590938,17.6319904961,4.271684634
72,76,M32012,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Cambridge,42.366426,-71.105495,Existing,283.358264456,345.803853387,112.275592593,8.58364889549,15.6817119153,3.81595662277
73,77,S32001,Somerville City Hall,Somerville,42.386428,-71.096413,Existing,281.112066131,82.0261472284,0.0325586455323,6.3243084558,11.5467173821,2.91140691981
74,78,S32002,Union Square - Somerville,Somerville,42.379637,-71.095319,Existing,245.409373764,112.292280108,0.0323833413673,7.35930423368,14.0260778161,3.52620797928
75,79,S32003,Beacon St at Washington / Kirkland,Somerville,42.378551,-71.106541,Existing,197.377069108,129.08603805,3.17076034716,7.24949027195,12.5975522974,3.18199139042
76,80,M32005,MIT Stata Center at Vassar St / Main St,Cambridge,42.362429,-71.090188,Existing,176.136935375,318.423076204,96.2338562993,9.64924619636,20.2387552981,4.92525360217
77,81,D32019,Boylston St / Washington St,Boston,42.352409,-71.062679,Existing,221.193206617,1021.30079514,412.098133743,8.38585289415,19.8128640834,4.50273502307
78,82,K32002,Brookline Town Hall / Library Washington St,Brookline,42.333689,-71.120526,Removed,88.4687099344,34.5474138487,29.5853290329,6.86829420415,11.2839286059,2.61464187585
79,83,C32011,South Bay Plaza,Boston,42.325941,-71.065928,Existing,152.059237362,56.3458278912,6.47642534218,6.85907059359,14.5152087218,3.54363947656
80,84,M32019,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,Cambridge,42.366981,-71.076472,Existing,154.408964367,364.916528206,63.346036036,8.87188651227,20.9597164841,5.23749042242
81,85,C32012,Andrew Station - Dorchester Ave at Humboldt Pl,Boston,42.330825,-71.057007,Removed,166.007830225,74.1943502872,49.6708769052,6.81890514277,15.70370908,3.84066592795
82,86,K32003,Brookline Village - Station Street @ MBTA,Brookline,42.332799,-71.116205,Existing,80.4206753776,43.543392918,33.6845828594,7.18125313599,12.0269248638,2.78559333589
83,87,M32014,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,Cambridge,42.366621,-71.114214,Existing,200.594652497,226.732471251,24.5524723699,7.99515721933,13.6243046967,3.30637597324
84,88,M32010,Inman Square at Vellucci Plaza / Hampshire St,Cambridge,42.374035,-71.101427,Existing,225.57205398,191.153738626,6.32922893952,7.97722287557,14.7524246378,3.703737006
85,89,M32020,Harvard Law School at Mass Ave / Jarvis St,Cambridge,42.379011,-71.119945,Existing,229.009698779,265.665562259,70.5710519683,6.35083646045,9.97478788775,2.47728328614
86,90,M32001,Lechmere Station at Cambridge St / First St,Cambridge,42.3707,-71.07711,Existing,144.575986791,235.137131914,67.861912387,8.42262600873,19.6240779371,4.8686696058
87,91,M32002,One Kendall Square at Hampshire St / Portland St,Cambridge,42.366277,-71.09169,Existing,199.106086051,283.939186797,48.3210152126,9.14895630911,18.8277769108,4.6086198516
88,92,C32014,University of Massachusetts Boston,Boston,42.311819,-71.035705,Existing,16.6529197914,4.93162110094,0.0363885305041,3.07505368297,6.67264119589,1.64719029731
89,93,C32013,JFK / UMASS Station,Boston,42.320494,-71.051122,Existing,187.750864002,56.0574313174,67.9522258506,4.95777126459,10.7686834993,2.61561798974
90,94,D32020,Charlestown - Main St at Austin St,Boston,42.375603,-71.064608,Existing,144.577679741,163.331946691,15.6290442499,6.83830920531,17.4979115041,4.39692723476
91,95,M32007,Cambridge St - at Columbia St / Webster Ave,Cambridge,42.372969,-71.094445,Existing,209.721557685,187.054129989,3.0299347683,8.31804795311,16.3938416556,4.09390890018
92,96,M32013,Cambridge Main Library at Broadway / Trowbridge St,Cambridge,42.373379,-71.111075,Existing,188.152886929,192.51680422,49.9393220194,7.49994990609,12.8602621192,3.13375077619
93,97,M32015,Harvard  University River Houses at DeWolfe St / Cowperthwaite St,Cambridge,42.369182,-71.117152,Removed,172.846091096,190.033649806,73.0327245137,7.44325585406,12.380406557,2.95219097892
94,98,D32021,Charlestown - Warren St at Chelsea St,Boston,42.371848,-71.060292,Existing,138.314354085,315.825235026,9.5501867788,6.94601824913,18.4107085942,4.71661704309
95,99,B32008,Mayor Thomas M. Menino - Government Center,Boston,42.35892,-71.057629,Existing,180.701872719,1158.00100252,465.830955361,7.44809748763,17.3549866336,3.95922920583
96,100,B32017,Dudley Square,Boston,42.328654,-71.084198,Existing,256.602443465,121.244763344,38.3978735723,7.93809057753,15.786932561,3.76391934023
97,101,B32020,BIDMC - Brookline at Burlington St,Boston,42.345733,-71.100694,Existing,367.534393709,681.233619387,79.1277386444,8.86227419126,16.7600494343,4.20781435677
98,102,C32002,Boston Medical Center -  East Concord at Harrison Ave,Boston,42.336437,-71.073089,Existing,264.294069062,276.579222735,28.6428644933,8.56946138316,19.1942197529,4.78652836216
99,103,C32008,Boylston at Fairfield,Boston,42.348762,-71.082383,Existing,279.317804909,703.833759899,196.081040512,9.46587515856,20.4954050147,4.95662046203
100,104,C32012,Andrew Station - Dorchester Ave at Humboldt Pl,Boston,42.330716,-71.057044,Existing,165.480397826,73.3442727441,50.2533689307,6.80766144121,15.6605611998,3.82925058682
101,105,C32015,Mt Pleasant Ave / Dudley Town Common,Boston,42.325333,-71.075354,Existing,188.75864391,66.2075949444,2.77037512207,7.2498829552,14.5892204439,3.53648158991
102,106,C32016,West Broadway at Dorchester St,Boston,42.335693,-71.045859,Existing,236.723937744,136.049948692,1.34675860774,6.08683138165,15.4756159184,3.86974932176
103,107,C32017,South Boston Library - 646 East Broadway,Boston,42.335741,-71.03877,Existing,179.312832335,99.7077030786,0.0516954688958,5.2487657273,13.691728926,3.41680564804
104,108,C32018,E. Cottage St at Columbia Rd,Boston,42.320561,-71.06198,Existing,218.297217906,64.7098205089,11.5165559288,5.67189336056,11.8950693078,2.90583738377
105,109,C32019,Upham's Corner - Ramsey St at Dudley St,Boston,42.317225,-71.065421,Existing,217.002764707,59.7776974698,1.28100443484,5.38184225727,10.8290089187,2.64208593801
106,110,D32001,New Balance - Guest St. at Life St.,Boston,42.356975,-71.145442,Existing,164.007079715,65.7669928975,0.932772413163,4.97275163991,7.22554519914,1.7904122447
107,111,D32003,TD Garden - Causeway at Portal Park #2,Boston,42.366222,-71.059914,Existing,166.266629466,724.612601493,95.9784704792,7.37252697304,18.7607192432,4.81900375781
108,112,D32004,Franklin St. / Arch St.,Boston,42.355402,-71.058087,Existing,181.449607536,1141.58962239,532.888136447,7.70578280766,17.8885848287,3.93108153324
109,113,D32016,Charles Circle - Charles St. at Cambridge St.,Boston,42.36069,-71.070884,Existing,204.478909647,785.716820485,138.211976646,8.97374566788,21.5334887165,5.4272397036
110,114,D32022,TD Garden - Causeway at Portal Park #1,Boston,42.365942,-71.060515,Existing,170.662543703,744.073973877,105.153701706,7.45161667981,18.860663235,4.83600938436
111,115,D32023,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,Boston,42.378338,-71.048927,Existing,59.0752472767,60.1446578844,0.48030715952,5.22277736933,14.5094012804,3.60523050065
112,116,D32024,Charles St at Beacon St,Boston,42.356052,-71.069849,Existing,239.352348025,932.614119842,185.516690964,8.99085623144,21.2190098388,5.19936807524
113,117,D32025,Milk St at India St,Boston,42.358508,-71.052984,Existing,136.863667253,1056.57895344,245.898044341,7.08277041776,17.1022725944,4.10138088168
114,118,D32026,Hayes Square at Vine St.,Boston,42.377022,-71.056605,Existing,102.40841138,115.133915988,0.43375661576,5.99591233371,16.1345658251,4.04898644319
115,119,D32027,New Balance Store - Boylston at Dartmouth,Boston,42.350413,-71.07655,Existing,274.776612793,768.260630923,248.492155916,9.34486392812,21.2152175404,5.15960795511
116,120,E32001,JP Monument - South St at Centre St,Boston,42.309467,-71.115645,Existing,230.935855541,89.8212076756,11.0045934183,3.87505104697,6.21695968781,1.48485454043
117,121,E32002,JP Centre - Centre Street at Myrtle Street,Boston,42.31309,-71.114175,Existing,223.688123835,86.7695825568,9.12448104473,4.41670956035,7.2472503085,1.72903270801
118,122,E32003,Hyde Square at Barbara St,Boston,42.320998,-71.110833,Existing,97.1288621965,35.9499248122,11.4915643765,5.95437696516,9.89328681656,2.32332047918
119,123,E32004,Egleston Square at Columbus Ave,Boston,42.315692,-71.098634,Existing,132.602384898,40.4709299885,21.3751291755,5.63585184948,9.68114982892,2.28298678623
120,124,E32005,Green St T,Boston,42.310579,-71.107341,Existing,232.189235999,88.7480962245,30.9186274095,4.39651737198,7.32927213897,1.74279167656
121,125,E32006,Jackson Square T at Centre St,Boston,42.322913,-71.100164,Existing,125.664259661,40.8546865793,62.8522483099,6.85249639007,11.969819959,2.78732035957
122,126,K32002,Washington Square at Washington St. / Beacon St.,Brookline,42.339335,-71.13493,Existing,111.769372115,33.613776141,24.9789190437,5.7298148849,8.78599396533,2.07691578916
123,127,K32004,JFK Crossing at Harvard St. / Thorndike St.,Brookline,42.346563,-71.128374,Existing,243.542579105,85.0426656426,36.8333362211,6.81077307248,11.0550553565,2.59316913366
124,128,M32004,Kendall T at Main St,Cambridge,42.362457,-71.08497,Existing,151.224949134,344.373290205,120.054858362,9.65181794411,21.2327000388,5.19985455107
125,129,M32015,Harvard University River Houses / Plympton St at Memorial Drive,Cambridge,42.369832,-71.118201,Existing,169.850982744,187.128872499,95.712322796,7.28453591827,12.0117548839,2.84552534576
126,130,M32021,Harvard University Gund Hall at Quincy St / Kirkland S,Cambridge,42.376369,-71.114025,Existing,178.345980186,181.907951818,85.859028869,6.9745427362,11.5739809643,2.81388429724
127,131,M32022,Lower Cambridgeport at Magazine St/Riverside Rd,Cambridge,42.356954,-71.113687,Existing,204.209790633,223.113153263,8.92445434184,8.83263327533,15.2850327722,3.68997553675
128,132,M32023,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,Cambridge,42.377945,-71.116865,Existing,195.741981874,214.242098672,90.9183583655,6.62149431108,10.6953263986,2.61516984932
129,133,M32024,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,Cambridge,42.380287,-71.125107,Existing,280.886374219,336.906492469,21.5213150108,5.99723398671,9.01493237434,2.32107730767
130,134,M32025,Mass Ave / Linear Park,Cambridge,42.397828,-71.130516,Existing,217.700165283,78.4202118453,26.8973465033,3.78903570467,5.18582817046,1.35765582547
131,135,M32026,359 Broadway - Broadway at Fayette Street,Cambridge,42.370803,-71.104412,Existing,243.991134384,262.757898355,39.4490438511,8.18000383463,14.9167209212,3.69342333906
132,136,M32027,Biogen Idec - Binney St / Sixth St,Cambridge,42.366095,-71.086388,Existing,163.614247136,279.829669166,78.426102996,9.20724090284,19.8954931177,4.87298755793
133,137,M32029,Porter Square Station,Cambridge,42.387995,-71.119084,Existing,205.140785022,149.144354842,77.0638183148,5.60057986526,8.53459010793,2.19474038959
134,138,S32005,Wilson Square,Somerville,42.385582,-71.113341,Existing,164.332752204,113.129402152,26.1398648046,6.14949852093,9.82067321576,2.52195642349
135,139,S32006,Davis Square,Somerville,42.396969,-71.123024,Existing,264.282133398,87.859866316,100.127204111,4.15218585787,6.15920638602,1.55962121977
136,140,S32007,Ball Square,Somerville,42.400146,-71.112708,Existing,154.605494524,37.3084424719,8.82183792259,4.241884992,6.49407770749,1.68807843896
137,141,S32008,Powder House Circle,Somerville,42.400877,-71.116772,Existing,197.170434527,49.2456883992,23.6801314751,3.96205029828,5.96267119387,1.54697941303
138,142,S32009,Packard Ave / Powderhouse Blvd,Somerville,42.40449,-71.123413,Existing,180.717191325,44.9567661807,6.5649262738,3.32454127001,4.61902169264,1.22739451498
139,143,S32010,Somerville Hospital at Highland Ave / Crocker St,Somerville,42.39082,-71.10942,Existing,151.674597261,55.0000326193,8.63364202035,5.649787411,9.04928923822,2.32761257931
140,144,S32011,Teele Square at 239 Holland St,Somerville,42.402763,-71.126908,Existing,191.032984861,51.9488349756,11.4078627777,3.36533547336,4.62657106333,1.22569422207
141,145,S32012,Summer St at Cutter St,Somerville,42.394002,-71.120406,Existing,243.090897395,96.7929586849,102.160030519,4.697118921,7.0865371174,1.79085906812
